2.17836,24831725,0.1004176
2.17836,24860333,0.1003987
2.17836,24833949,0.1004127
2.17836,24854080,0.1004038
2.45068,22971115,0.10950639999999999
2.45068,22973738,0.10950579999999999
2.45068,22952712,0.10952339999999999
2.45068,22947516,0.1095326
2.97589,21732696,0.12511
2.97589,21730003,0.1251171
2.97589,21720722,0.1251262
2.97589,21741375,0.1251066
4.74704,20796487,0.1575198
4.74704,20621927,0.1576619
4.74704,20794367,0.1575219
4.74704,20782566,0.1575513
2.19367,24358746,0.1017708
2.19367,24324197,0.1018048
2.19367,24353710,0.101777
2.19367,24322500,0.1018068
2.46599,22635297,0.1107942
2.46599,22642817,0.1107934
2.46599,22637091,0.1107928
2.46599,22644993,0.11079059999999999
2.99119,21461814,0.1263606
2.99119,21413405,0.1264216
2.99119,21451560,0.1263753
2.99119,21435979,0.1263973
4.76235,20523612,0.15881399999999998
4.76235,20490578,0.1588658
4.76235,20527064,0.1588132
4.76235,20488208,0.15886879999999998
2.22893,23791905,0.10421169999999999
2.22893,23768858,0.1042395
2.22893,23791114,0.10421359999999999
2.22893,23767756,0.1042373
2.50125,22300204,0.1130544
2.50125,22288791,0.11307790000000001
2.50125,22279524,0.11308480000000001
2.50125,22293869,0.11306930000000001
3.02645,21190187,0.1286154
3.02645,21162209,0.12865569999999998
3.02645,21179069,0.1286311
3.02645,21157503,0.128662
4.79761,20312991,0.16103379999999998
4.79761,20289086,0.16107529999999998
4.79761,20307608,0.16104559999999998
4.79761,20288805,0.16107649999999998
2.39186,23058167,0.1108556
2.39186,23065178,0.1108564
2.39186,23063243,0.1108499
2.39186,23063591,0.1108584
2.66418,21916047,0.11947369999999999
2.66418,21908252,0.11949109999999999
2.66418,21905669,0.11948429999999999
2.66418,21916230,0.119481
3.18938,20975197,0.1349579
3.18938,20939352,0.1350131
3.18938,20968049,0.1349645
3.18938,20940682,0.135016
4.96054,20141472,0.16745200000000002
4.96054,20128662,0.167476
4.96054,20148669,0.1674409
4.96054,20126244,0.16748020000000002
2.19246,24567326,0.1015568
2.19246,24555223,0.10157150000000001
2.19246,24559240,0.1015674
2.19246,24572317,0.1015548
2.46478,22835032,0.1105557
2.46478,22806730,0.1105961
2.46478,22830333,0.1105574
2.46478,22824578,0.1105724
2.98998,21632166,0.1261504
2.98998,21608046,0.1261773
2.98998,21613734,0.1261732
2.98998,21599824,0.1261883
4.76114,20537982,0.1586956
4.76114,20519825,0.1587228
4.76114,20549719,0.1586793
4.76114,20520868,0.15872160000000002
2.20776,24067555,0.1029519
2.20776,24065601,0.10296269999999999
2.20776,24070129,0.1029486
2.20776,24082267,0.1029455
2.48008,22467647,0.111892
2.48008,22462736,0.11190230000000001
2.48008,22434645,0.11193230000000001
2.48008,22448132,0.1119166
3.00528,21321137,0.1274654
3.00528,21287660,0.1275104
3.00528,21311913,0.1274767
3.00528,21312046,0.1274794
4.77644,20403037,0.1599268
4.77644,20379584,0.1599653
4.77644,20402887,0.1599273
4.77644,20386311,0.1599556
2.24302,23423864,0.1055146
2.24302,23412253,0.10552840000000001
2.24302,23447242,0.1054911
2.24302,23409305,0.1055316
2.51534,22101241,0.1142137
2.51534,22040903,0.11429840000000001
2.51534,22098691,0.1142196
2.51534,22046257,0.1142858
3.04054,21047135,0.1297316
3.04054,21024374,0.1297676
3.04054,21052919,0.1297236
3.04054,21022982,0.1297685
4.8117,20183666,0.1621668
4.8117,20172053,0.1621843
4.8117,20178888,0.1621743
4.8117,20152769,0.162214
2.40595,22730022,0.1121865
2.40595,22708992,0.1122167
2.40595,22729508,0.1121879
2.40595,22706990,0.11221529999999999
2.67827,21659098,0.12075240000000001
2.67827,21644809,0.1207706
2.67827,21668860,0.1207381
2.67827,21622505,0.1208032
3.20348,20615077,0.1363216
3.20348,20745525,0.1362313
3.20348,20783766,0.1361713
3.20348,20745195,0.1362361
4.97464,19996301,0.1686237
4.97464,19962724,0.1686847
4.97464,19992613,0.1686325
4.97464,19965369,0.1686798
2.22195,24306115,0.1037033
2.22195,24275228,0.1037327
2.22195,24315289,0.103693
2.22195,24274252,0.10373379999999999
2.49427,22681614,0.1126594
2.49427,22684755,0.1126526
2.49427,22708920,0.11262910000000001
2.49427,22680094,0.1126553
3.01947,21558546,0.1281898
3.01947,21539437,0.12821939999999998
3.01947,21537554,0.1282149
3.01947,21542673,0.12821079999999999
4.79063,20476256,0.16075419999999999
4.79063,20618932,0.16065279999999998
4.79063,20474852,0.1607553
4.79063,20625292,0.1606437
2.23725,23751191,0.1051965
2.23725,23746716,0.1052031
2.23725,23754904,0.1051923
2.23725,23741959,0.1052084
2.50957,22299983,0.11402469999999999
2.50957,22277418,0.11406219999999999
2.50957,22289749,0.1140393
2.50957,22271944,0.1140716
3.03478,21241725,0.1295383
3.03478,21193065,0.1296056
3.03478,21241229,0.1295397
3.03478,21195545,0.1296064
4.80594,20342166,0.1620093
4.80594,20296060,0.16206969999999998
4.80594,20338825,0.1620133
4.80594,20297321,0.1620671
2.27251,23120284,0.10777389999999999
2.27251,23088381,0.10781639999999999
2.27251,23109508,0.1077876
2.27251,23115070,0.10778159999999999
2.54483,21867426,0.11645900000000001
2.54483,21893790,0.11643020000000001
2.54483,21875412,0.1164464
2.54483,21891714,0.1164352
3.07004,20918128,0.1318858
3.07004,20941584,0.1318565
3.07004,20904079,0.131906
3.07004,20938060,0.1318605
4.8412,20095619,0.16429939999999998
4.8412,20081384,0.16432429999999998
4.8412,20087896,0.16431079999999998
4.8412,20085332,0.1643182
2.43545,22336631,0.11462449999999999
2.43545,22320269,0.114648
2.43545,22339792,0.1146208
2.43545,22320546,0.1146507
2.70777,21428478,0.1230424
2.70777,21386205,0.12310560000000001
