n,hit,dist,nabla,sigma,hv
1067,58,2403.73547557,146760851.487,1140540.06122,92538828.9251
1062,60,2976.05355723,154853386.422,1119926.60756,92604861.2642
1020,59,3485.03248885,125044040.773,1147742.23368,92540698.8156
1038,54,3406.01891101,125754344.977,1188207.52009,92550685.9273
1072,59,2424.37430927,132685100.577,1133429.15878,92585078.0102
1037,58,2698.10853533,125768705.628,1142442.09443,92633669.6938
1029,52,7584.8583945,125768705.628,1144477.57759,92391631.9152
960,51,3649.1490097,125768705.628,1221406.01823,92627704.6764
1119,56,2098.05490336,125754344.977,1174597.47018,92602153.3772
1092,54,4772.53966386,154853386.422,1181842.38671,92614143.7039
984,52,3252.36086065,132458234.535,1203797.31569,92463181.4835
966,50,3412.83502504,131450380.619,1223178.78244,92488027.3885
1005,58,2181.94153904,154833482.229,1171771.51786,92673176.9364
1019,56,1661.03356276,125768705.628,1171867.14456,92612424.6013
1050,63,2266.90730631,121836212.27,1118918.12754,92617961.7443
1090,56,3054.07903512,125768705.628,1155627.92112,92548169.4486
1015,52,4895.09776346,125768705.628,1149391.72311,92111887.7955
892,42,3538.62358696,133752119.363,1290079.43844,92588673.541
1113,48,4087.99359964,152158261.588,1218403.37351,92448870.82
996,53,2143.47333377,125768705.628,1240480.2849,92648005.7684
1016,62,1562.94087133,125768705.628,1154454.75683,92649048.7755
1064,59,2195.11082841,154833482.229,1159707.35351,92539740.0695
1072,52,1568.44147362,154853386.422,1229304.44339,92637511.4742
397,11,14738.7029245,137100779.867,1951750.28429,91567050.3904
792,34,6956.29502525,152463401.011,1312388.58162,92467408.4818
1048,53,3044.22188422,154853386.422,1181180.29452,92500914.7447
1039,55,1686.20198702,125752472.28,1203559.54143,92669767.3745
1058,63,1978.92625621,118378771.22,1136875.5236,92676890.4312
1001,56,2797.37540569,125768705.628,1177328.86729,92639563.9922
637,20,10506.0842164,152380029.227,1643967.15254,91271767.2108
1029,57,1354.51125423,154853386.422,1202961.1897,92659163.5322
987,55,3582.65938172,133734864.411,1199875.63181,92487889.291
1055,56,2956.26730134,138686358.665,1147450.92295,92659484.4663
1023,51,2189.67457691,154853386.422,1237333.34978,92663327.1939
1034,57,3957.88861342,125768705.628,1129518.34828,92506114.1499
1019,56,3476.15060257,125768705.628,1159606.18027,92640930.5926
936,30,7849.12876181,124552365.282,1374070.69899,92368735.8289
623,33,5735.15834991,114375742.837,1382969.57142,92157121.2389
1062,55,2941.28919081,154853386.422,1165634.10006,92548962.8402
992,54,6728.39413531,133752119.363,1167403.25284,92492631.6711
1055,59,3402.21905735,138219494.652,1138545.77193,92630456.8825
1058,55,1591.0514479,123236332.548,1195197.89143,92587068.4279
1056,46,5330.59586933,125752472.28,1306441.19582,92347066.7651
1054,63,4990.35234123,154853386.422,1102975.21849,92650371.9948
1000,49,3110.38116933,154853386.422,1282007.61984,92440759.9557
613,25,9892.89560605,154853386.422,1627916.27647,92159502.7002
1052,53,1912.66886016,154843519.455,1219408.27843,92607629.7462
565,22,10113.5747948,152099074.865,1490633.15214,91969555.9369
977,37,4684.93134049,138686358.665,1379045.3877,92308116.0046
878,37,3246.38095529,117221615.23,1384512.84588,92518586.079
1139,66,1649.37772763,138658221.149,1091583.19039,92661914.495
938,34,5581.21611411,125768705.628,1381641.28771,92504624.6603
551,30,5076.98104392,154823615.858,1473961.34287,92361565.3716
1024,54,5377.16041173,125657691.732,1234862.65732,92470463.2783
1073,57,1648.81987642,154853386.422,1184200.91598,92603979.643
1089,58,2047.3070524,125754344.977,1131773.67778,92503893.9099
938,57,2313.37421635,153358879.228,1193138.63414,92573278.4364
1037,53,6544.68933072,137005012.266,1208781.8159,92593245.4092
1020,53,3263.2774869,154843519.455,1166777.87317,92611367.3516
1044,56,3099.20427236,119379127.842,1167877.19171,92488686.1379
980,48,3317.93059434,118324580.443,1250015.9833,92536519.7789
1048,47,4234.57667936,153679636.402,1224311.02736,92486014.0825
1044,43,3105.8970905,154853386.422,1269133.01307,92578707.2077
992,53,2877.57095287,154853386.422,1227400.66775,92503201.011
1082,48,2318.88474777,125768705.628,1250671.17402,92490873.5729
1001,53,4185.62894055,114875764.772,1181850.99017,92518876.0755
1036,55,2687.44721253,146760851.487,1178262.40427,92424772.5516
949,49,1998.04844584,154853386.422,1238296.0787,92655738.711
1005,46,2558.57196577,154833482.229,1251183.18505,92534200.5102
1036,60,1484.89117906,125768705.628,1151807.52887,92594440.9032
1093,58,2605.00581572,142346075.021,1149217.75981,92211182.2613
1143,55,3336.30977641,154853386.422,1146213.53547,92587308.6737
950,40,8251.87023283,146760851.487,1284535.95942,92498215.7108
792,34,5761.09584362,125768705.628,1372882.56914,92519469.1188
1081,51,2301.30001244,143496771.37,1238667.48317,92572773.098
