n,hit,dist,nabla,sigma,hv
2158,93,660.376600467,125754344.977,966039.8588,92672940.5541
2019,94,510.526766604,125754344.977,969256.729149,92701183.4182
2051,90,560.015594971,125768705.628,995875.717691,92676318.3127
2330,95,250.901919226,154853386.422,967057.446769,92724221.2496
2148,91,853.895658005,154853386.422,983801.085977,92665371.0255
1328,63,1865.5593399,153418425.855,1123471.22192,92506086.8034
2380,97,152.069327855,154853386.422,967232.902165,92723217.1141
2116,92,252.80263175,154853386.422,988085.708816,92720536.4393
2276,95,498.816073899,138686358.665,963083.191156,92688095.4737
2535,93,108.54386012,146760851.487,988048.927728,92719036.8364
2580,97,86.4219425005,154853386.422,961996.052946,92725790.6812
1983,87,673.534251977,125768705.628,1008204.99927,92629810.9147
2330,90,808.513049568,154853386.422,983991.216276,92663126.7179
2209,95,98.1935499898,125768705.628,971156.761665,92723240.6279
2315,93,374.859631881,154853386.422,973245.920523,92708087.2298
2186,87,713.392781462,154853386.422,1002541.53095,92652978.6917
2222,96,121.126316175,154853386.422,961022.00205,92719328.1966
2441,87,1108.26068055,154853386.422,1000306.67454,92637889.5552
1740,72,1375.84496306,154853386.422,1072332.72843,92681642.7627
1951,92,558.216744402,154853386.422,977659.009041,92686658.5952
2086,93,199.763676276,154853386.422,987158.026594,92717175.8415
2553,93,523.904988646,125768705.628,973324.403787,92712171.7669
2255,91,383.376392398,154853386.422,995824.661361,92706237.9177
2031,96,0.0,154853386.422,975424.637991,92725131.4724
2408,94,165.108974753,154853386.422,968104.490408,92723428.4559
1141,46,2516.12807106,125768705.628,1247932.65734,92639346.9707
2217,89,760.853396523,154843519.455,987167.39886,92653603.4461
2099,96,390.377923864,154853386.422,964995.448796,92686092.7351
2309,90,1125.96864131,154853386.422,965232.061171,92668170.1587
1428,66,1404.40935003,154833482.229,1110176.71679,92644485.1533
2204,93,250.028261846,154853386.422,976545.778061,92704629.3983
2058,97,82.4306723094,154853386.422,959973.321299,92723331.3608
2402,91,787.209173433,154843519.455,977428.130417,92691531.079
2197,96,0.0,125768705.628,971177.934726,92726286.681
2142,89,894.647191505,154853386.422,981696.567465,92653271.8287
2151,88,532.185525308,125754344.977,1003474.09556,92671663.9181
2303,97,81.5094737248,154853386.422,960959.333388,92726293.9052
2419,95,68.3397438599,154853386.422,975424.00197,92723799.8972
2390,96,500.401265188,154853386.422,959992.424161,92686438.827
2340,94,150.724138119,154853386.422,972300.104213,92723822.3413
2407,93,554.020969393,125768705.628,959145.936731,92694978.1619
1818,91,617.955053074,143479929.175,969199.868019,92696325.2449
2024,94,441.976550652,154853386.422,967052.372191,92688993.2043
1969,95,389.521100848,154843519.455,961976.897788,92708027.6749
2270,93,314.242424519,154853386.422,981666.222948,92712080.3303
2080,88,966.080968048,154853386.422,987007.134086,92652126.5149
2091,93,793.022732094,125768705.628,959468.948999,92683501.4918
2284,88,668.219462129,125768705.628,1009149.50405,92642658.0332
2212,95,97.3935485122,125754344.977,971301.96873,92725918.1139
2191,91,180.832231541,125768705.628,984026.531453,92719578.6755
2456,96,104.574469695,154853386.422,966016.621889,92723884.9575
2031,90,614.097136509,154853386.422,991451.109273,92666605.698
2394,95,164.320677155,125768705.628,961982.253883,92721898.2519
2058,90,641.461711448,125754344.977,987015.0082,92671879.2041
2183,86,839.913662845,154853386.422,1006021.90637,92650979.7564
1974,95,34.1190476616,154853386.422,974313.18088,92722300.8267
1655,70,1204.34701608,125768705.628,1093450.61414,92697285.1192
2123,90,547.339251021,125768705.628,993487.974047,92681947.9033
2223,96,154.983014987,154853386.422,964991.156362,92725477.4764
1989,96,447.663870191,154853386.422,959979.993066,92681861.2386
2268,93,886.229963467,154853386.422,969414.96787,92665653.1915
704,30,4082.6842243,153679636.402,1472839.93558,92410690.3114
2165,95,905.105597062,154853386.422,953177.761166,92696734.3497
2007,90,743.70716334,154853386.422,982908.549669,92663907.3799
2486,95,168.062098633,154853386.422,969278.677199,92724298.4671
2135,94,517.40631787,154853386.422,968272.538876,92691009.8256
2204,96,96.9764455207,154853386.422,969109.302838,92726004.144
1466,53,1589.45862111,142164862.261,1251873.37999,92584640.8995
2105,91,347.506578976,154843519.455,988058.049981,92701259.0367
2664,95,56.31759657,154853386.422,970124.156496,92725396.7971
2136,90,699.229079683,154853386.422,990400.836646,92655995.5134
2261,92,1500.63391788,154853386.422,958158.47194,92643725.1347
2102,85,791.168204692,143479929.175,998347.377729,92703975.9393
2169,95,91.2034262489,154853386.422,969100.680468,92725027.5178
1953,94,430.275215113,154853386.422,959978.317961,92694493.4577
1923,95,87.7173463496,154853386.422,969249.766873,92724637.5629
2241,95,360.946813186,154853386.422,966227.809094,92679899.4736
2220,90,689.729675196,125754344.977,981876.978864,92670067.0316
1697,81,641.956123322,125768705.628,1034025.93796,92693089.6516
994,44,3588.57915134,154833482.229,1338364.89006,92522180.6435
1921,90,379.002180559,125768705.628,985058.354168,92692693.4462
1235,62,2792.79538265,154853386.422,1144468.43325,92617378.1157
2200,97,127.26736999,125754344.977,960978.119683,92725729.0466
2147,92,245.703057744,125768705.628,978511.102572,92716391.0934
2135,96,96.9764455207,154853386.422,969082.874134,92725207.0582
2051,85,773.956326785,125768705.628,1011614.32549,92652084.7529
1902,87,966.568893952,154853386.422,994770.301837,92652574.9009
2102,95,100.77105989,154853386.422,973246.607055,92706362.1223
2165,93,440.461865206,154843519.455,963999.525083,92720508.8936
1995,88,753.17897573,154853386.422,997916.496095,92653312.7997
1936,96,249.063158167,154853386.422,960960.858479,92724017.7194
2358,91,1025.91634337,154853386.422,958083.145361,92693673.0947
2163,96,359.958333351,154853386.422,955986.030844,92713248.4648
1982,94,647.781784475,154843519.455,963975.455694,92683072.4114
2162,90,1113.85163748,154853386.422,978578.882014,92665739.7273
1756,82,915.343630517,142346075.021,1019246.56104,92667106.4911
1695,74,1274.74495555,122228996.303,1052589.88397,92648141.6913
2120,95,212.314102774,154853386.422,968181.81138,92722426.9877
2362,96,343.471703536,154853386.422,958977.831511,92698265.8348
2186,95,442.584745931,154853386.422,963983.895701,92708975.0707
