n,hit,dist,nabla,sigma,hv
1842,88,510.712703577,125768705.628,988196.33021,92680662.3349
1715,75,1963.80637367,154853386.422,1055999.22268,92659699.1256
1666,80,763.474477279,154853386.422,1040269.31437,92652227.7813
1826,88,1258.15675662,154843519.455,984259.261782,92655057.7799
1849,83,1506.82651346,154853386.422,1008236.42185,92586763.4791
1684,84,810.58102364,153418425.855,1014901.87111,92660796.2198
1622,81,1035.86054434,125768705.628,1025800.6303,92638318.6998
1696,86,712.289294863,154853386.422,999282.245413,92696111.4755
1808,84,1065.56552232,154853386.422,1011783.25869,92648451.531
1726,86,717.411506839,125768705.628,985429.990598,92713995.8315
1678,85,113.074162828,125768705.628,1037410.11135,92698541.0411
1853,85,1066.41480319,154853386.422,1004239.1341,92635475.8653
1664,82,374.818618064,125768705.628,1022801.34074,92718256.9837
1686,87,569.688658473,154853386.422,998219.982025,92670594.6935
1671,83,187.212560528,125768705.628,1028732.60874,92721273.8486
1538,82,1058.70361447,154823615.858,1036661.22096,92682223.6439
541,27,8961.64415643,103355946.052,1460631.9394,91905714.2544
1657,88,305.516930467,154853386.422,994926.743333,92722105.0424
1656,79,605.273383809,125768705.628,1025740.31911,92642785.1199
944,42,4782.2193749,154823615.858,1312216.45537,92451602.6844
1738,77,1503.87503083,125768705.628,1044311.45694,92612609.2569
1057,55,1742.9967712,154853386.422,1208359.41128,92206100.6846
1641,84,675.875883378,125768705.628,1020978.49722,92652150.3749
1792,82,891.289044463,154823615.858,1010971.06052,92714769.596
1766,81,2545.96912616,125754344.977,991842.006767,92616541.6691
1674,87,598.561109005,154843519.455,1003458.56482,92674732.6268
1789,86,823.539508478,154853386.422,1002491.97529,92653539.5376
1552,87,1101.11964385,154853386.422,994803.229867,92652324.7012
1895,89,396.38926802,123385204.311,990420.727803,92691091.0441
1714,77,1067.7734068,154853386.422,1046905.76806,92646118.8969
1703,81,1580.28343917,125768705.628,1012862.21627,92611500.477
821,39,4667.0898576,124538070.98,1341453.72753,92457850.445
1679,82,1389.51522816,154853386.422,1013133.74653,92637239.7672
1693,80,851.603393819,154853386.422,1031795.91681,92656973.6197
955,45,3262.30036157,125768705.628,1272039.33859,92484827.1824
1590,82,928.409416699,125768705.628,1023374.5294,92646701.5299
1618,75,1634.93416104,154853386.422,1042199.07285,92538663.5089
660,24,11699.3472317,136538637.75,1454733.18852,92183849.8141
1726,90,685.809757624,125768705.628,994452.543196,92693394.6817
1722,83,1759.13306767,154853386.422,993499.754374,92611070.7772
1795,85,392.002315148,154853386.422,1014920.76182,92707625.5204
1826,83,704.761682705,125768705.628,1033274.86751,92670043.8567
1602,74,1454.14538997,133752119.363,1056305.86731,92622609.7745
1889,89,268.479638168,154853386.422,996086.751791,92718469.6013
1772,89,205.058824376,154843519.455,1005465.89119,92717336.2797
1715,86,233.482759045,125768705.628,1004149.31276,92720301.5612
1742,86,402.070098463,154843519.455,1012109.47383,92672918.5613
1746,80,839.805295067,154853386.422,1034303.41179,92665841.8584
1787,86,1175.24061852,154853386.422,983995.105952,92709338.6978
1388,70,1925.72396033,154853386.422,1076180.58498,92692868.571
1846,90,165.207674994,154853386.422,994954.040714,92724841.3044
1755,79,1649.25710706,125768705.628,1024561.07012,92617499.1758
1741,78,1291.32609417,154853386.422,1029109.28444,92650388.1882
1674,83,1303.88039003,133752119.363,1002376.6414,92656684.3943
1844,84,158.87411096,143496771.37,1020286.99803,92712878.3956
1784,84,1269.26129001,154853386.422,1001216.73892,92629762.5477
1612,80,769.377129157,154853386.422,1040419.44693,92671154.9045
1902,90,377.164810934,154853386.422,988277.465101,92721170.9698
1696,86,178.229167187,125768705.628,1015336.01244,92714937.7757
1796,86,970.102228153,154853386.422,994809.892923,92664832.6046
1739,86,368.535797174,154843519.455,1006185.28987,92720991.9555
1834,82,319.656179748,125768705.628,1030256.36492,92670145.2543
1648,83,1000.26292001,146448764.304,1014425.21394,92649901.1268
1741,89,211.963553674,154853386.422,999336.173097,92720648.7872
1711,86,803.896653014,154853386.422,992624.847203,92691801.1293
1524,87,663.57858944,143479929.175,1007052.05546,92708087.7586
1681,90,288.245033409,133752119.363,983916.672157,92711274.2236
1598,84,653.608319319,125768705.628,1010806.56538,92603746.4806
1949,86,1539.59655703,154853386.422,982788.474317,92650702.3189
1718,84,672.523063409,154843519.455,1013154.80535,92671825.952
1731,90,183.501113995,154853386.422,988342.497126,92723019.9416
1652,88,855.159574211,154853386.422,1000744.20949,92679999.2909
1329,63,1565.35558463,154853386.422,1104859.63172,92664800.076
1596,86,885.815494666,125768705.628,999475.481345,92665523.55
1677,81,777.258998131,154853386.422,1033127.38062,92653080.3271
2028,81,999.361904953,154853386.422,1029372.65419,92678657.6634
1695,84,346.179072283,125768705.628,1011131.86204,92709657.4597
1729,84,968.855511249,154853386.422,1010483.82904,92651291.7385
772,34,7822.61808236,123236332.548,1430150.06237,92016377.8779
1777,89,518.051686496,154853386.422,992580.135728,92705150.4776
1656,79,915.095244815,154853386.422,1029362.84676,92646032.3255
1836,86,346.378153943,125768705.628,1007726.97561,92702247.808
1811,79,1694.72982148,154853386.422,1014042.21062,92611821.9092
1693,82,855.471291898,154853386.422,1004213.96782,92683521.4998
1699,87,134.66745903,154853386.422,1017300.11007,92691631.1955
1824,84,899.765006579,125768705.628,1006367.71234,92686075.5171
1741,86,1094.85014013,154853386.422,1000122.62151,92661728.3557
1900,83,1086.69740446,154853386.422,1025539.36636,92657092.0974
1797,91,199.579295308,154853386.422,990352.411554,92719398.0216
1760,86,789.61150166,123236332.548,1003839.28873,92692571.5565
1683,87,467.961456389,125768705.628,997265.913106,92689303.5882
1768,88,533.477375637,154853386.422,1003591.61806,92686657.7258
1104,52,3218.48556547,125754344.977,1211906.75393,92205775.6515
1640,83,795.81517091,123236332.548,1019062.96666,92661350.011
1620,83,1086.20845548,154853386.422,1021014.12997,92687657.418
1822,85,532.648019107,125768705.628,1018437.49117,92712302.0247
1693,87,593.795426341,125754344.977,1004361.48029,92696620.0033
