n,hit,dist,nabla,sigma,hv
1899,87,1359.25221626,154853386.422,988245.652819,92663394.6596
2202,91,210.962637819,143496771.37,981686.619664,92716785.1081
2076,92,882.654667415,154853386.422,963981.356416,92662931.1136
1790,86,1303.47336151,154843519.455,994754.958481,92627268.768
2056,91,448.152176387,154843519.455,983960.149613,92702778.119
1848,91,102.916858593,154853386.422,992619.473459,92697987.0872
1832,87,286.180367137,154853386.422,1000732.60842,92710170.1087
2096,96,12.7768240348,154843519.455,977525.97309,92724624.4145
2068,87,2333.05499396,143496771.37,963037.3925,92666833.9309
1773,86,808.26959008,154853386.422,1012784.91141,92654367.9605
2026,87,876.319290742,154853386.422,993473.171914,92697932.8966
1877,91,705.379409041,125768705.628,980780.329244,92696033.8786
2091,83,1443.09032414,143496771.37,1002383.97539,92630205.2336
2042,92,332.402197809,125768705.628,981691.391729,92717233.6801
2063,92,494.649573172,154853386.422,968074.581802,92705009.3279
1527,75,1432.34753355,138219494.652,1055083.32124,92639718.6957
1791,86,636.208720396,125768705.628,1010481.6602,92668401.7897
1859,91,612.079120972,154853386.422,989325.01604,92695516.9491
2161,90,622.605206304,154853386.422,975376.275359,92713964.1608
1906,86,1233.05947336,154853386.422,982822.035923,92705884.9317
2230,93,252.036327136,125768705.628,968187.442417,92721556.8998
2062,95,155.666666793,154853386.422,978682.11618,92723143.2816
1982,87,776.851020941,154853386.422,994972.234105,92657496.1159
2099,91,756.648093938,125768705.628,970232.907606,92679103.0791
1915,96,102.054988496,125768705.628,962982.057286,92725419.8542
1807,90,685.008760857,125754344.977,978491.814521,92666803.436
2097,92,785.862961326,154853386.422,976503.279393,92666394.3267
2118,95,19.6731760272,154853386.422,974289.232183,92725973.5579
1138,56,2520.38027455,123236332.548,1159923.96706,92408886.6484
2106,91,721.108937407,154853386.422,984926.287153,92668124.1533
2006,84,910.979172025,154853386.422,1015122.23036,92648031.021
2206,94,61.543290451,154853386.422,975773.137634,92722434.0754
813,39,4068.4184123,146439419.978,1372820.17013,92479589.5324
1897,86,904.034329904,125768705.628,1009362.51846,92654255.6697
1743,91,503.15317787,154853386.422,979711.563045,92689582.2806
2367,95,243.494712448,125768705.628,965252.528569,92724210.8185
1829,84,944.702083627,143496771.37,1013944.38461,92651424.0464
729,20,9482.01070706,138686358.665,1572974.89467,92376560.7711
2120,95,244.830510178,154853386.422,963971.525445,92724470.6266
934,47,2434.45292608,142164862.261,1283641.25739,92492894.4616
2052,83,707.042357874,154853386.422,1023178.2975,92653442.6774
1947,91,97.6116074191,154853386.422,996822.068574,92716366.6713
1975,92,1035.62708834,154853386.422,963252.541113,92672803.059
1919,87,761.855860643,125768705.628,1001432.63986,92653393.387
2143,95,157.027778033,125768705.628,968079.055169,92720919.1241
2034,93,15.5638767377,123236332.548,982778.25575,92721166.9973
1833,90,507.240344708,154853386.422,990354.748439,92695934.8993
2298,96,1.11349036403,154853386.422,969248.109233,92726238.3536
1972,86,833.040638462,125768705.628,1002532.62016,92651898.6154
1860,86,739.449214945,125768705.628,1002530.34311,92659232.2511
2123,94,8.58823529442,125754344.977,977484.799306,92718475.3482
2231,91,1017.62447043,154853386.422,970231.140093,92679245.7794
2093,91,668.652564358,154853386.422,964108.958036,92718568.9864
1881,80,1257.48104776,154853386.422,1026986.26914,92648391.6521
2021,93,177.346491403,154843519.455,980861.351258,92721146.663
889,38,7914.08268102,125768705.628,1312799.91479,92444644.6392
1858,94,149.445887456,154853386.422,974425.206045,92726264.0662
1941,91,729.080856959,154853386.422,973510.067205,92671662.8278
1885,96,125.51906792,154853386.422,964001.547845,92726282.8817
2074,85,1494.66891714,154853386.422,994614.92038,92625826.3134
2096,91,485.787285489,154843519.455,988259.525353,92684749.8755
869,39,8320.23140754,125925177.588,1302295.92997,92452505.8268
1897,97,0.0,125754344.977,965001.84382,92727127.829
1983,95,42.0494639286,154853386.422,971222.389333,92718119.8167
827,38,4951.62454648,154843519.455,1293630.05461,92185338.4421
2112,93,287.546637945,154853386.422,975332.137907,92722791.481
947,48,3236.56786859,113214832.54,1258409.62657,92511521.3745
886,41,5149.56604503,154853386.422,1327575.40863,92043032.2207
1988,90,791.995719664,154853386.422,969373.04533,92709055.6037
2101,94,916.387523733,154843519.455,955984.335265,92694078.0632
2178,93,479.293991669,154853386.422,982515.285683,92702319.5018
1921,90,113.358108327,154853386.422,1001403.91892,92717837.9798
1998,89,548.663701772,154853386.422,995681.515361,92681294.1122
1928,86,816.540752016,154853386.422,1003635.03564,92680557.7782
2190,85,913.836368569,154843519.455,1005912.90171,92661397.3112
2058,89,254.957013887,143496771.37,995969.431629,92721824.5484
2150,88,628.734114697,154853386.422,998115.623229,92699584.978
1015,39,6830.62954518,154853386.422,1288500.32731,92468401.4005
2131,93,171.573593473,154853386.422,975617.646904,92721494.6032
2077,92,554.757963673,125754344.977,965063.70902,92712799.2802
1925,86,813.87500489,154843519.455,1005912.25092,92655449.7656
2093,87,873.559095667,154853386.422,1005739.99194,92654678.8468
1990,89,1391.16131747,125754344.977,971271.328845,92635992.9158
1984,93,396.563445988,154853386.422,971381.461994,92699133.6057
1976,90,846.41087595,154853386.422,983811.47516,92654907.4228
2294,94,93.1917211749,125768705.628,977617.131237,92724449.261
