n,hit,dist,nabla,sigma,hv
1522,83,1390.66292647,154843519.455,992794.283436,92652892.6661
1485,63,1371.06886906,154853386.422,1146121.74658,92573282.6999
1435,66,2033.11236771,154853386.422,1132132.32452,92612290.4061
1434,74,1346.1573759,154843519.455,1069142.44048,92567953.1632
922,48,3584.95918465,133733095.706,1264328.25146,92239056.8441
1331,69,1525.42896271,123236332.548,1092107.83977,92537935.5876
1406,68,2360.23785893,134078633.071,1088853.06008,92565240.7064
1556,73,1567.73554325,126042539.175,1050418.29298,92657801.3245
1574,74,2389.51944924,154853386.422,1039158.021,92603789.0506
1607,75,1018.7732211,125768705.628,1076557.69719,92658213.2652
1467,71,1040.42204324,153418425.855,1096770.37386,92684123.1103
1421,75,1096.30711441,154853386.422,1061284.92924,92629953.1651
1529,73,1007.69388883,125768705.628,1065453.99785,92641284.1953
1424,73,733.691525802,125768705.628,1075018.14993,92640210.3727
1493,84,407.196643065,125754344.977,1025719.65825,92712013.2758
1441,74,2374.1061885,125754344.977,1048437.57358,92590367.8601
1455,81,711.334929863,154853386.422,1031866.34498,92691086.8723
1421,74,987.578813228,125768705.628,1063912.05677,92695870.4443
1416,74,610.459740548,154853386.422,1077096.42676,92711370.9955
1448,73,1242.81771529,154843519.455,1076909.8421,92644567.3108
1419,81,754.819911668,123236332.548,1027046.40772,92670350.6461
1606,65,2436.92307967,154853386.422,1087668.05443,92487226.0796
1486,81,1371.30602731,154843519.455,1027804.92548,92705499.349
1545,76,818.8223593,125768705.628,1062584.31805,92693158.9912
729,37,4655.68183162,125768705.628,1307715.77322,92496991.8124
1548,73,779.465124408,154853386.422,1063955.42325,92672691.0811
1621,76,2012.35955686,125768705.628,1021558.5956,92596168.2005
1620,84,1185.52029641,154853386.422,1001609.61044,92594758.2004
1570,74,2224.89474226,154853386.422,1024041.07559,92655630.6907
1419,78,1347.57712759,125768705.628,1044210.343,92642242.5889
1432,78,1735.24462672,154853386.422,1033081.52536,92626946.9721
1449,79,793.135593644,125768705.628,1037917.34276,92680011.596
1483,78,1954.70190936,125768705.628,1022259.57145,92602485.1008
1634,77,1372.26354845,125768705.628,1038820.51031,92670470.353
1445,78,1796.26000152,154853386.422,1055795.11187,92652915.5707
1510,77,1734.56973868,154853386.422,1041016.11982,92298182.4183
1537,82,817.035719417,154853386.422,1023023.76264,92674837.3443
1445,80,936.012021972,125754344.977,1026617.52571,92670567.3295
1438,78,1437.53609078,154853386.422,1037194.0067,92672535.8227
1475,79,1635.71200714,125768705.628,1012610.92556,92613129.2058
1431,78,1096.75302894,125768705.628,1030280.04504,92696445.9252
1544,78,1220.20048924,126042539.175,1036814.54984,92642305.2449
1448,79,1856.11037254,125768705.628,1004154.85696,92641397.8487
1392,81,407.352083457,154853386.422,1042979.35927,92657212.388
1481,74,2533.19952364,154843519.455,1045292.30286,92681388.5177
1590,77,990.491316361,133733095.706,1043060.03691,92689288.9651
571,23,7135.87634756,146760851.487,1584782.91572,92019445.5528
1498,88,284.650224541,154853386.422,991617.162408,92723275.3978
1318,64,1179.70860476,153349056.855,1142563.85868,92607377.3033
974,48,5893.11539281,154833482.229,1279000.74255,92371138.6937
1490,81,1611.81282131,125768705.628,1019261.7308,92693186.165
957,52,915.072173878,138214907.209,1226615.18733,92558770.2933
1563,77,1055.49508114,123236332.548,1038965.30146,92667108.6874
1445,77,1123.7607317,154853386.422,1050523.83009,92692799.3499
1455,79,2803.3440656,154853386.422,1004172.08526,92635568.8996
1312,77,872.844829957,154853386.422,1046883.95711,92698265.2034
1458,75,157.002638929,125768705.628,1089080.58743,92693637.4066
1353,82,225.809292777,154853386.422,1045167.99709,92714141.8248
1356,60,1680.28147731,123236332.548,1154542.76995,92597439.4449
