n,hit,dist,nabla,sigma,hv
691,33,11616.0562877,154843519.455,1384323.65932,92390628.359
643,33,10027.3411811,153250211.247,1342994.99794,92197482.0356
679,31,12058.2112171,143479929.175,1419412.92478,91985096.397
647,32,5678.89238057,125085170.088,1492672.54853,92366412.8893
666,40,4163.00747583,123236332.548,1308287.73678,92366646.2217
731,26,8171.53811329,125657691.732,1489949.1222,91976605.292
654,29,5521.75715035,142346075.021,1465538.50096,92137330.6158
636,32,5664.72731446,142327696.499,1491806.55543,91938271.794
649,35,8710.8996288,153969270.796,1331240.65511,92419400.9719
548,21,7742.88108279,142164862.261,1552892.07319,92225226.561
629,34,5023.17279075,153679636.402,1447219.77831,92127743.708
632,33,14413.2629535,134714583.097,1354804.53026,92314432.1599
776,32,6110.65042936,143496771.37,1371148.59991,92285389.8853
590,21,6830.62799998,134639625.18,1615450.24922,92317169.4661
625,41,3741.98136355,142164862.261,1309335.34821,92435857.6529
630,28,8612.86636479,117731632.378,1439036.29519,92340882.4958
686,28,7586.10732142,153564707.338,1504293.453,92441959.9217
628,21,12003.6927115,134002185.056,1601268.38755,91417909.4388
690,32,6715.52679746,135687913.848,1410163.24926,92422418.2585
735,30,7162.8712514,132685100.577,1389182.45353,92464841.752
739,37,4506.03788568,119892962.412,1333384.6988,92192732.8056
587,30,16799.192842,145968144.14,1412336.17981,92359894.8271
669,36,3738.26315874,154019798.975,1441444.71013,92537822.5127
691,26,8926.96220388,133733095.706,1378931.41409,92477211.0607
664,34,6169.04585495,123385204.311,1380052.27334,92093267.1735
597,24,10064.0200115,126488999.881,1565789.97522,91979929.4588
697,31,5588.17598895,124600928.647,1442268.70868,91982637.364
632,29,5996.20957421,154833482.229,1455081.48285,92424844.1374
639,33,5965.24664519,134706485.248,1445759.43487,92309374.0546
691,38,4127.06923666,138686358.665,1329617.96299,92532495.2099
645,31,6444.58727044,111163044.808,1386153.92865,92121319.647
673,36,5234.1548067,154843519.455,1364462.09854,91953589.5664
656,24,9856.99053133,154853386.422,1497985.88643,91938912.6346
639,34,4644.62448626,125768705.628,1377873.14747,92451483.8479
760,32,11774.8577421,152705639.316,1377628.41198,92485876.4876
665,35,7066.39670484,133752119.363,1387303.1718,92366528.7989
705,31,9298.66394033,133752119.363,1363013.35018,92292421.147
584,27,7236.76501238,152158261.588,1524057.48821,92268056.6928
610,25,10946.3909157,125768705.628,1469425.79707,91880111.4702
701,31,8242.73649236,134174142.081,1363925.83366,92013924.5119
605,21,11840.4365625,122255398.9,1634840.55009,91093720.7819
659,30,10550.1255314,123907690.884,1364037.56641,92435535.0609
667,37,6357.54903205,154843519.455,1343904.87634,92246979.536
614,23,8185.85804072,124815621.124,1916545.02675,91177584.5401
639,34,4563.51316525,136985931.942,1386340.24301,92491575.7215
669,30,5821.5193185,153358879.228,1422246.19505,92333319.099
712,33,8716.69091511,126042539.175,1423425.96533,92440176.6837
641,40,4421.33202008,143496771.37,1345057.22447,92364170.5719
621,26,16079.4145263,128378654.554,1564684.86935,92133226.0328
725,41,3104.07017674,154853386.422,1322254.82699,92416218.1539
679,33,5618.4067058,154853386.422,1512263.94702,92045903.1714
592,20,10893.740772,118378771.22,1703934.4697,92002869.159
652,28,4312.32525821,108497350.917,1657852.29265,91608802.1709
704,39,5118.70747862,153358879.228,1303396.87055,92374470.8684
654,34,3775.12503529,121845487.928,1416745.57414,92472704.5719
646,28,12228.6682621,153418425.855,1454643.80106,92366830.2928
651,27,5600.74765175,117320340.58,1481247.40542,92327144.794
649,32,6101.62387721,152380029.227,1516705.27869,91918645.2631
657,24,15080.5337675,125343165.39,1593907.44347,91728093.6824
627,20,10618.8439734,132439281.773,1509353.93063,92087760.5322
645,29,5763.11521677,145342295.253,1446713.91791,92217708.5546
619,31,12018.615751,142327696.499,1468114.56461,92041953.3103
633,29,6862.49558489,141022241.03,1437247.89895,92261157.6305
637,22,11185.5955654,126431161.042,1445689.54693,91864225.0021
639,31,11098.6363899,124844031.667,1502665.63797,91764502.7236
536,24,10349.3636708,120636464.48,1640900.10463,91347662.6708
709,34,6067.06349544,152389822.336,1337287.95613,92299148.8845
645,32,5780.03565332,132509854.616,1422478.61756,92413934.1291
614,16,9559.59750064,142092778.764,1795483.02541,91659591.1308
626,34,10626.4706063,154853386.422,1474202.13571,91827561.3675
697,28,6691.61162588,154853386.422,1437047.31056,92423553.3437
653,31,10608.266094,123818455.964,1435133.75511,92393204.9322
659,30,6853.68377857,145551860.234,1428128.05446,92084912.9366
712,34,4566.20719735,142109547.623,1367262.20039,92353990.2505
668,31,6314.36997767,153418425.855,1367146.57245,92208890.2124
590,27,4256.32822121,124872219.618,1585479.99589,92017754.231
650,30,7277.73857865,133752119.363,1435375.68234,92476207.6146
731,32,7588.62144407,122226604.093,1387976.45799,92349243.6825
708,29,4717.09505287,153659846.332,1415481.21137,92450691.5124
685,31,4374.15239526,146760851.487,1476803.59978,92314738.8842
713,37,5622.51986402,154843519.455,1346935.85777,92546081.1599
664,35,5163.18333503,125738112.516,1375309.97746,92561290.3312
653,36,3864.28999137,137398788.192,1386185.28863,92361133.043
722,31,7153.83409102,125754344.977,1448162.70073,92175126.9766
611,16,16385.0223531,125277994.045,1628865.43108,91762375.1673
678,30,5605.72770243,145024860.575,1467762.60303,92259087.581
694,24,7286.56702687,152342437.63,1592279.0049,92057654.8824
677,30,4335.51222099,92628639.2653,1520935.35425,91995402.9943
657,29,6741.05026574,131615713.16,1541404.53499,92407489.7762
673,22,8989.68254441,126377229.798,1586224.1986,92004280.1197
616,33,4880.79037522,126042539.175,1534313.99928,92033069.4515
628,30,7860.62736992,121727950.264,1450295.54089,92453490.5967
697,38,6156.43244494,135102521.915,1340769.72531,92465050.0564
685,35,7647.39584643,154823615.858,1358776.11368,92349126.7355
696,29,9278.66668665,126028147.257,1434743.2754,91823985.4479
696,38,4288.61511063,154833482.229,1400542.30857,92322759.4462
651,20,13006.8792462,154833482.229,1475254.68912,92309715.5006
244,4,24254.200008,103116050.498,2419321.94102,90679996.9271
383,12,12089.2185488,121255341.147,1819322.47208,91541952.9299
600,23,8172.38711104,145342295.253,1559837.14103,92195745.103
