n,hit,dist,nabla,sigma,hv
2442,95,123.282378202,154853386.422,965016.674335,92725529.1119
1855,95,289.225536589,154853386.422,966051.799784,92695197.3302
2262,88,418.788995866,125754344.977,1010496.64311,92665771.9618
2027,94,14.4100878046,154853386.422,980641.595115,92724326.0527
2078,92,855.407747835,154853386.422,970321.620521,92695114.6318
2053,94,848.732389107,125768705.628,961298.802345,92693871.5115
2271,94,82.7241379448,154853386.422,972233.157477,92712846.2924
2136,95,102.985076216,154853386.422,967080.773604,92725377.1462
1836,90,527.694201358,154853386.422,989271.176347,92664358.879
1928,91,524.762226983,154853386.422,987305.838745,92672242.5416
2221,92,467.941562974,125768705.628,981707.16445,92675371.7253
2197,91,832.938190967,125768705.628,967137.084699,92690962.3011
1328,65,2318.10501052,145024860.575,1113930.26687,92542914.1009
1968,87,1042.17439485,138214907.209,983864.731623,92713880.5155
2028,93,79.2073437119,125768705.628,973284.299247,92726629.8602
2014,96,96.9764455207,154853386.422,969094.721294,92726389.6826
1874,85,1784.31225654,154853386.422,986133.949646,92630212.2548
2202,93,320.806943015,154853386.422,975478.243506,92716518.4692
2068,89,215.545045349,125768705.628,993691.573098,92721701.9157
1929,96,109.752118875,154853386.422,963980.37463,92724108.8726
1523,69,1014.52893164,145398844.894,1107672.92463,92565828.5238
2091,94,879.636953994,125768705.628,954024.251477,92684681.2923
1855,91,219.944196577,154853386.422,996945.232185,92693310.8836
555,21,9980.57745606,144863221.091,1726423.00256,91684966.6177
2469,94,817.920176328,154853386.422,960047.331447,92695801.2599
2076,97,95.3431580172,154853386.422,960959.183157,92726387.1761
2232,94,512.660987112,125768705.628,967072.658076,92683794.6938
1901,91,450.272352132,154853386.422,984841.280228,92705557.8677
2055,91,1192.68232955,154853386.422,974751.781267,92644818.8749
2026,85,1368.30998318,125754344.977,1003751.8537,92624741.4435
2171,87,336.098179694,143496771.37,1000462.86844,92702326.5499
1879,94,166.062906879,154853386.422,975525.599271,92723667.0219
1931,86,765.719822668,154853386.422,1007059.4002,92652776.4659
2128,91,584.035247166,154853386.422,990463.187406,92662660.8548
2019,91,550.310726807,154853386.422,987004.382552,92667374.8175
1922,88,800.555315171,154853386.422,992406.697411,92634597.9164
2172,96,155.455508626,154853386.422,963983.100789,92725324.4638
1944,92,174.392936006,154853386.422,991317.969339,92720219.5715
1939,96,162.334034001,125768705.628,959980.159352,92726074.4741
2244,94,1278.08860891,125768705.628,961987.082352,92717267.9524
2171,96,0.0,154853386.422,969257.615291,92726824.8184
1934,87,1006.24612467,154853386.422,993655.706248,92652543.3717
2399,95,149.008584495,154853386.422,970110.898044,92725348.5444
2225,91,938.336210988,125754344.977,974052.416045,92681054.2887
