n,hit,dist,nabla,sigma,hv
1991,91,481.503305368,125768705.628,979557.167582,92689652.54
1786,89,2286.3550625,125754344.977,960123.46758,92678744.026
467,18,13089.9217418,125752472.28,1704550.46707,92061728.7425
2030,95,201.934202852,154853386.422,964991.956281,92723669.0173
2068,91,87.8693694968,154853386.422,993906.40684,92725002.473
1915,92,217.760965454,154853386.422,980621.536645,92722784.6984
2050,90,1139.2072892,125754344.977,968212.664779,92680923.8759
1843,86,563.170565637,154853386.422,1019792.83709,92661617.6662
2059,87,1102.79113723,125754344.977,987088.343202,92637834.9616
2020,89,736.264345098,154853386.422,982940.137381,92652644.9046
2034,90,503.529289224,154853386.422,975324.677401,92699179.334
2081,94,104.008639434,154853386.422,973280.145136,92725042.9203
2180,91,103.25720716,125768705.628,986111.408819,92720073.975
1983,91,528.63636858,154853386.422,985975.205216,92681615.4434
2105,92,23.8093126386,125768705.628,986069.627273,92720321.0388
2045,87,795.548319654,143496771.37,1000272.39853,92652843.3457
1928,84,1024.86775447,154853386.422,1009943.34186,92654162.9163
2087,89,389.520362259,138686358.665,996028.337715,92714483.7077
1968,86,786.792330356,154853386.422,1002354.97142,92652047.6581
1886,92,373.52735243,125754344.977,979574.315953,92718488.1645
1871,87,815.82063305,154853386.422,999164.044654,92649720.2082
2060,91,1274.47701403,154853386.422,965276.983215,92643437.0409
2120,94,260.260305269,154853386.422,975389.01215,92703241.9199
2361,80,363.990050044,154853386.422,1043996.11966,92718452.1381
1618,78,965.278473315,154853386.422,1038080.18345,92645497.0414
1730,83,1017.69355372,154853386.422,1012806.53173,92648489.2019
2097,95,1.36796539435,125768705.628,974324.702441,92725883.1628
1976,89,341.392377819,154853386.422,991520.466126,92722814.5711
2078,89,567.926339445,154853386.422,996954.486514,92691600.3509
1970,88,2441.85203207,154853386.422,963150.297544,92670802.2772
2138,92,290.837009244,154853386.422,990343.578959,92697727.5366
2178,85,849.212335974,143479929.175,1000398.51805,92670377.7101
1865,85,1398.66669351,154853386.422,1004768.80915,92627360.8852
1839,85,739.337187415,125768705.628,1013940.74626,92652745.605
2052,89,257.153500391,154853386.422,995029.34678,92720056.0552
2075,92,761.233546054,154853386.422,972368.354332,92699917.9202
1214,63,1474.95296971,154843519.455,1150538.53419,92619009.3596
2292,90,12.7081497189,125768705.628,995983.00122,92720974.999
914,32,10018.1977241,138686358.665,1306450.04315,92459892.678
2144,93,437.487073823,154853386.422,972243.597504,92687625.8874
1519,72,1227.80306941,154853386.422,1059062.23585,92697449.4345
2173,91,967.257954255,154843519.455,963004.096144,92688166.824
403,17,13269.9125719,110471845.017,1705441.82543,91694313.7021
1827,89,760.573956296,154853386.422,983996.066651,92669369.6162
1903,82,1519.92973522,143479929.175,1005177.11942,92605737.1556
1830,91,82.5225439198,125768705.628,993869.632515,92721308.0497
2076,91,108.064732273,125768705.628,989446.702016,92721732.7681
1984,91,1225.74520942,154853386.422,969160.255832,92652245.882
1837,92,262.442731535,154853386.422,982989.817265,92722387.2976
1954,89,813.593079042,154853386.422,981722.582911,92675755.7651
2061,90,512.365614058,125768705.628,971196.387218,92716110.9774
2084,86,2132.44035532,142346075.021,983231.981574,92661153.4681
1941,90,1262.76598772,154853386.422,973441.289553,92664036.9148
1870,93,114.184211754,154853386.422,980638.583296,92724402.3841
1818,88,969.548812642,154853386.422,982736.779715,92619253.5379
781,37,5397.17648064,154019798.975,1368775.36198,92496471.3199
2092,92,100.41685157,125768705.628,986193.001649,92723926.6906
2406,90,919.612773029,143479929.175,973401.667135,92673996.14
2048,89,688.231277684,154853386.422,990228.409846,92684368.8312
1867,93,291.793930981,154853386.422,982717.141894,92687436.6911
1992,91,326.286343878,154853386.422,983251.321895,92707605.0764
2102,94,0.0,125768705.628,980678.137227,92726436.7108
1922,89,555.289190905,125754344.977,991359.838798,92671032.7213
1956,89,997.877782493,154853386.422,994564.678741,92647324.5967
1969,84,934.644346786,125768705.628,1013980.63043,92655782.6226
2002,91,390.743421421,154853386.422,980689.37136,92688731.3141
2006,95,318.388890494,154853386.422,968305.467822,92706469.9847
1124,52,2249.01257618,142346075.021,1179742.21549,92615723.4696
1937,91,10.0044843052,154853386.422,991683.153282,92718998.6033
1146,52,2259.21154678,124600928.647,1198884.55543,92596268.7636
1995,89,838.307716153,154853386.422,981913.341587,92691839.3384
1941,89,1026.01948785,154853386.422,974377.893412,92690209.2042
2077,86,657.48174144,154853386.422,1000624.05877,92709627.5148
2151,87,347.290913999,125754344.977,998282.83982,92696872.3321
2042,91,15.1826281096,154853386.422,988158.072853,92725185.1929
1030,42,4237.20803311,138686358.665,1261809.29051,92522281.3388
