n,hit,dist,nabla,sigma,hv
2468,96,183.842892014,154853386.422,965157.875228,92693943.5098
2286,97,215.149478335,154843519.455,960952.298446,92701464.1571
2770,97,0.750020127784,154853386.422,971296.330581,92723626.0499
2364,97,104.354430503,154853386.422,961967.037796,92725937.9699
2417,98,242.820249595,154853386.422,952052.968846,92724711.075
2031,93,383.280783816,154853386.422,973261.102004,92676596.2552
1720,71,934.804177915,123236332.548,1069524.6204,92700376.14
2241,96,96.1528663655,154853386.422,965181.854116,92725504.4216
2238,96,307.897918355,154853386.422,955984.636998,92722841.2832
2363,96,301.706751363,154853386.422,969267.671054,92720248.1334
2318,97,95.5443039202,154853386.422,961973.474179,92725705.6506
2477,96,478.172273553,154853386.422,967231.628289,92691528.4919
2448,91,666.750551892,154853386.422,979749.275735,92665593.4681
2499,97,82.0275424137,125768705.628,964134.640547,92726445.1536
2214,94,532.149474379,154853386.422,961345.311054,92707986.78
2467,92,492.79303316,154853386.422,977629.030558,92682068.0879
2317,97,96.6236787716,154853386.422,962983.742138,92725919.0203
2264,93,717.622605858,154853386.422,974529.46691,92666054.1505
2828,97,86.4219425005,154853386.422,961966.898396,92725817.914
2163,89,831.593411322,154853386.422,981703.515206,92657186.8669
2836,98,81.3382353346,154853386.422,959960.33589,92726325.562
2376,98,103.050000121,154853386.422,955996.437789,92726528.8968
1163,48,3317.67269486,154853386.422,1151001.53096,92591455.0931
2387,93,796.938823262,154853386.422,969278.713164,92659175.405
731,21,14895.8981593,146760851.487,1479963.55649,92040012.6054
2190,97,13.9808511466,154853386.422,966010.050209,92723944.9359
2639,97,95.5443039202,154853386.422,961967.355829,92726011.1465
2139,90,585.700691005,154853386.422,993680.87861,92673448.9465
2255,96,57.5150215461,154853386.422,977632.19571,92722516.0567
2801,97,165.033264417,154853386.422,955002.131162,92725672.0427
1836,78,2293.33647753,154843519.455,1020015.18013,92540405.9887
2881,94,419.619957693,154853386.422,965204.627414,92714568.7836
2018,92,719.175330928,154853386.422,981850.301935,92664132.0632
2629,95,501.876311989,154853386.422,966227.199825,92713066.3913
1596,73,734.233427438,154853386.422,1077963.97358,92661326.9052
2313,93,594.083715991,154853386.422,977484.25664,92665725.5548
2278,96,247.732631825,154853386.422,961126.263927,92723743.3256
2378,94,926.419291834,154853386.422,966241.924266,92661312.9268
2571,93,446.358866747,154853386.422,987174.932346,92680886.6037
2610,98,85.3416682193,154853386.422,955981.173695,92726389.4693
2467,98,85.3416682193,154853386.422,955980.856254,92726387.8269
2278,96,442.346643156,154853386.422,959966.306714,92684153.996
2400,92,1068.90909695,154853386.422,959285.672395,92662496.7988
2459,97,298.25523025,154853386.422,957963.879029,92711825.1237
2245,94,260.965372558,154853386.422,981679.4767,92682735.585
2096,94,547.834745902,125768705.628,971469.543258,92696409.898
2452,98,94.9433963483,154853386.422,958955.750252,92726317.923
2337,96,443.307368593,154843519.455,961116.236395,92707100.0315
2295,95,1.36206899179,154853386.422,972189.802262,92723138.1224
2244,98,0.0,154853386.422,960952.675096,92727781.8898
2222,96,434.722922689,154853386.422,955995.389063,92683924.3895
2279,94,665.393310087,154853386.422,957981.415696,92683589.8473
2141,95,804.864203789,154853386.422,957489.091642,92679884.4093
2553,98,85.698746329,154853386.422,957964.571734,92726084.354
2130,92,347.334796808,154853386.422,987173.727767,92686101.7254
2678,96,555.741201135,154853386.422,953031.040917,92718722.1293
1981,89,652.310272536,154853386.422,989299.244062,92657343.0013
1750,75,1056.63842934,143479929.175,1050782.87492,92672339.6433
2611,95,70.8279569911,125768705.628,971167.286171,92723918.6636
2452,98,103.265135821,154853386.422,956974.333904,92726218.3931
2420,97,95.5443039202,154853386.422,961995.78045,92725875.2899
2142,89,703.531254804,154853386.422,996981.393275,92655075.3856
1590,74,665.657149721,125768705.628,1074716.91578,92673647.8205
2463,95,268.426490915,154843519.455,959967.722249,92720985.0681
