n,hit,dist,nabla,sigma,hv
918,49,6252.19873081,125754344.977,1191834.48666,92454011.7149
934,41,4893.87331712,138686358.665,1263458.815,92024754.474
927,45,4850.18420286,122228996.303,1257131.35067,92487336.3428
848,48,7582.59237172,154019798.975,1224620.655,92121543.8999
919,50,3929.40853178,142109547.623,1207357.99509,92534260.9971
1014,45,6555.45489835,154853386.422,1246760.31926,92230820.7204
947,47,5312.63637191,154019798.975,1259572.33361,92510994.7685
902,54,2505.46752337,143496771.37,1173056.67877,92572644.5096
957,54,2368.55961365,154853386.422,1214946.63752,92589180.1695
912,51,7650.04322136,125768705.628,1167863.60551,92455437.64
872,48,2862.30314127,121331697.129,1259057.77546,92471874.1522
940,50,4603.08079105,125754344.977,1178648.04761,92303625.1527
868,40,4479.46269358,154833482.229,1282937.549,92462654.6469
921,43,4218.88854881,143479929.175,1240908.99078,92558835.0916
957,46,5764.23425716,154853386.422,1199427.02153,92545574.148
836,30,7321.58229967,121803035.27,1508010.01373,91734750.8105
922,44,4460.68310378,142092778.764,1266505.28024,92374526.1059
867,43,5092.21349648,126423614.286,1289113.95044,92322594.3774
848,48,2049.52485805,125752472.28,1285994.28666,92506557.612
891,39,7506.30685817,126472172.323,1313249.96426,92526388.8765
858,42,3777.98438393,113208204.66,1352942.26858,92134575.7849
867,48,3630.73972774,133752119.363,1254116.68429,92524544.833
906,49,3102.41671261,125754344.977,1232394.04515,92581865.41
849,48,2355.49638482,124538070.98,1307452.14373,92358499.6495
840,38,6827.15748064,153418425.855,1371629.248,92343927.6745
571,23,6151.14359805,153679636.402,1600632.25521,92054440.9015
874,36,7383.91971105,113115397.416,1396903.42505,91934400.7469
858,48,7067.49350209,154833482.229,1222624.18685,92377150.5616
856,28,13127.6952831,143461440.363,1418357.17491,92248964.6351
858,49,2241.6535741,142148090.463,1284031.05365,92533145.358
872,42,5090.70002178,133733095.706,1284763.53394,92531394.3327
899,47,2635.85017467,125768705.628,1236976.93055,92681198.5124
902,42,7167.60826897,154843519.455,1287134.78709,92485912.6921
879,48,2906.28377383,154833482.229,1267453.80651,92482512.7554
948,44,4427.72298716,138686358.665,1252076.98782,92145777.3255
927,52,2613.31741347,125768705.628,1249114.20299,92515764.3804
895,48,4707.6032969,118324580.443,1226494.07235,92124367.8883
772,40,5018.91731711,146741948.938,1317400.85412,92424604.267
937,45,4945.55053076,154823615.858,1261874.54362,92578320.4832
932,44,4028.62819685,154853386.422,1281394.78964,92426234.1579
920,52,4276.46948606,154853386.422,1185373.45746,92610381.3164
798,41,4642.623586,154833482.229,1316926.80679,92398060.5147
937,52,4324.9366402,153659846.332,1134370.3097,92452434.294
533,24,8187.81581056,113854108.512,1545304.75286,92108312.0046
892,43,7760.25956352,154009957.195,1267011.99916,92528587.8503
922,37,5054.79392532,154843519.455,1302438.7646,92366734.1885
932,52,5273.85398871,153969270.796,1202189.80383,92401005.7701
986,50,3263.0267835,125754344.977,1232435.58216,92544889.7758
409,15,18618.8706314,138640341.343,1673352.27973,91744737.5784
884,46,2273.47083793,125752472.28,1283769.08752,92498106.1765
877,42,9696.69672216,133752119.363,1372511.10028,92420494.5919
877,57,2264.72225388,125768705.628,1144926.86946,92589840.729
1012,53,3128.1335547,154843519.455,1194900.42577,92651745.7781
969,44,4370.70486295,143496771.37,1253227.24132,92611154.7055
898,46,4571.93838846,154853386.422,1233125.72603,92545845.8692
845,49,2859.43007221,125754344.977,1245734.20303,92534700.1689
948,48,3437.69972046,142164862.261,1210795.52936,92563363.1407
875,42,3829.1647072,106681678.277,1328487.55564,92202888.3768
886,56,2724.86367162,133733095.706,1165736.47251,92460423.5155
847,34,3661.01311297,125434450.367,1414142.25037,92237179.6769
915,46,4327.4564568,125738112.516,1252969.8316,92545344.9622
973,57,1952.51506647,154853386.422,1164259.80049,92639323.3956
861,40,5364.03833066,118378771.22,1326925.20953,92177581.7044
940,44,4200.15990764,125754344.977,1235237.20291,92550161.7813
856,49,3224.10192479,154853386.422,1205618.88389,92442413.471
843,39,4698.6929635,123758407.092,1355458.36822,92380300.4587
941,43,5354.65253202,154853386.422,1256438.76273,92508320.2805
756,31,6006.96445502,145342295.253,1489682.23346,92242873.3103
829,32,4474.34981134,125044040.773,1414852.12554,92541516.2665
944,41,5180.16086442,145024860.575,1245751.85467,92549660.5391
1026,52,5789.93641855,125768705.628,1176190.03969,92495574.5324
880,48,2712.79286842,133752119.363,1274545.30135,92549477.0296
826,44,3684.65206763,142164862.261,1266216.85908,92519468.5256
931,49,4538.76977478,121816353.211,1255719.03859,92224594.0755
910,52,4516.41876088,154843519.455,1198552.21342,92206349.0626
882,36,6155.14054348,124600928.647,1391939.72763,92183631.0137
931,51,4014.77917349,122042082.246,1188341.61506,92540092.9166
840,36,7803.05691736,124552365.282,1371166.90504,92030347.4567
933,43,5257.8496878,153260027.862,1205384.5357,92553470.1949
797,38,4493.85294265,152389822.336,1372240.53034,92517885.672
874,45,6538.14865899,125768705.628,1239505.77391,92563423.6606
1000,53,5004.5696104,153418425.855,1216378.74185,92423658.798
818,30,7747.27587003,132458234.535,1425665.08473,92312385.3977
938,50,4990.87539734,154833482.229,1174141.65409,92367630.9566
873,47,4597.8964771,126042539.175,1210263.49746,92382107.9378
973,44,4269.90141737,143478281.576,1257013.34744,92509850.1294
970,47,5120.76300987,154853386.422,1219157.18028,92534615.2665
878,46,2288.12168266,134829040.793,1297798.49297,92497772.9357
810,47,4029.74455634,154853386.422,1294464.66545,92344450.0475
822,30,8981.83337234,154833482.229,1408373.2271,91911409.5323
880,43,3193.28625573,143479929.175,1304078.62135,92586337.6729
772,41,3794.13114894,124844031.667,1421191.1641,92211700.7837
856,50,3188.44245401,125752472.28,1255567.55235,92600246.9312
831,34,8177.16800944,125768705.628,1335578.4662,92084849.4533
860,46,2726.14341012,125251918.771,1278104.39861,92403296.1767
929,50,4301.52001658,154833482.229,1243157.57893,92467589.0971
835,44,4811.4182048,138686358.665,1249239.35759,92310804.3357
929,52,5180.26214519,123236332.548,1140617.672,92319124.5757
854,41,2864.1155387,154853386.422,1348396.98064,92455644.2773
809,39,4138.5920024,137370767.366,1340651.33271,92357787.9369
