n,hit,dist,nabla,sigma,hv
1001,56,6140.65635668,143496771.37,1174502.87737,92631378.9843
899,41,3332.07068614,154626687.303,1314953.13873,92341230.4917
964,49,4733.93679563,153679636.402,1160380.77676,92367224.0298
971,51,6068.03262518,131679525.278,1189518.69502,92630712.9539
1028,57,4194.10452144,154843519.455,1136919.35907,92262863.1495
995,53,4424.73046988,133752119.363,1143726.49602,92497201.5603
690,26,8054.45099244,133998389.075,1512321.21677,92362342.9615
924,58,1989.33434942,154833482.229,1167333.03492,92543847.1063
821,39,3027.97562316,123236332.548,1412581.47643,91845934.0937
989,51,3012.47713532,116151790.926,1216143.15933,92463903.679
993,49,2923.10000408,125277994.045,1256952.06812,92640181.764
970,55,2062.7707339,124600928.647,1220299.71898,92580279.5032
868,33,5954.0127307,125607342.961,1401470.41208,92252923.3201
936,48,4715.39249217,123907690.884,1235299.47667,92482889.7439
1033,54,2352.98377402,143496771.37,1191650.67764,92612564.0806
1005,51,4024.80062898,154833482.229,1154740.12777,92581904.4069
1011,36,4218.97952074,143496771.37,1372344.65687,92523053.3115
928,50,2146.71575767,124586631.69,1251005.68122,92471901.5456
958,52,3008.38340038,153418425.855,1195100.55336,92481162.4666
901,48,5636.86428194,154853386.422,1227107.17942,92548994.6872
939,50,4457.80633992,154019798.975,1269902.2968,92491319.1838
705,43,4170.28782988,146741948.938,1281653.27813,92372110.1968
910,53,3729.38346299,153418425.855,1178407.38016,92631733.7559
953,45,6997.36921081,143478281.576,1288503.44991,92600615.5309
965,53,2178.66147518,154843519.455,1184035.55141,92668090.5138
852,47,3761.01091028,125768705.628,1268313.53922,92614338.8631
942,48,2694.98031232,125768705.628,1237177.69248,92551394.8527
974,57,3297.04157519,125768705.628,1148275.19266,92545912.0714
933,49,3663.72437203,143496771.37,1220849.19834,92190959.3124
981,44,3176.98230844,142164862.261,1280795.94414,92394949.1659
857,43,4037.88213259,154833482.229,1315573.01827,92553884.9391
1018,55,3704.26915992,125754344.977,1145361.56979,92500289.3813
1026,50,2889.10438006,125754344.977,1224286.5471,92657514.5111
979,51,3185.36304371,142327696.499,1226409.84863,92466345.3282
928,50,6393.91401735,121331697.129,1186761.51647,92500110.4062
923,46,4662.29304165,138668477.231,1285368.68867,92471978.0964
924,48,3340.2680801,141022241.03,1240390.99933,92596500.148
976,48,4870.80586725,154853386.422,1199162.86605,92510749.4077
991,53,4456.50899685,154853386.422,1155991.30874,92508081.0806
1000,50,3898.72137048,154853386.422,1186694.41844,92636638.9214
965,52,1965.66777441,154833482.229,1210963.87045,92671074.495
965,48,6601.49010178,154853386.422,1204499.00874,92604462.0858
840,33,4601.01779225,151158384.383,1406132.63492,92481620.9514
926,45,4770.41641875,125768705.628,1221048.47688,92641813.1291
1015,55,4403.43425342,125768705.628,1172561.30238,92539865.8398
962,55,4149.22644804,122564913.643,1200626.93866,92458400.777
430,16,9263.76364122,137345293.81,1792745.84749,91503794.9908
972,46,3827.23905792,154853386.422,1251329.61724,92593489.4499
546,24,11993.3282859,136352335.784,1615068.61535,91875851.3571
961,48,3583.35646143,154853386.422,1215963.51779,92607045.844
899,47,3864.98529798,154853386.422,1290698.18417,92593174.0917
1009,51,2976.03575701,143496771.37,1219993.60176,92472435.4484
964,46,3928.14905119,132509854.616,1213487.16942,92462122.3954
915,48,3118.14042209,133733095.706,1237650.30467,92552792.8766
906,46,1612.38202449,143496771.37,1292342.90289,92568837.2249
1029,47,2835.60138251,154853386.422,1240758.49297,92479862.3735
896,46,3123.451276,154853386.422,1284845.24224,92509666.3466
935,51,2743.53037332,125768705.628,1197111.35421,92274959.2034
433,19,5322.10813324,121262237.933,1798289.0702,91703333.625
909,56,3209.18241461,123907690.884,1178269.59139,92497293.1357
996,54,2452.1552921,153418425.855,1172709.30952,92478658.4411
972,53,6277.61588198,153659846.332,1191264.54399,92256298.9377
904,53,2050.71658022,154853386.422,1212226.49182,92522243.1186
929,49,2394.98921648,125768705.628,1280077.02616,92600589.0466
925,45,8550.15537318,150757700.737,1249607.3566,92156180.6313
942,44,5575.72860931,151303335.996,1265953.25434,92553871.3343
914,49,3381.3636414,143479929.175,1218633.58109,92594730.8028
971,46,3424.15036256,154823615.858,1259924.46875,92481652.2254
263,9,15917.1311781,136538637.75,2086956.38764,91014408.6171
937,49,2474.86735907,134732042.226,1251312.25459,92126535.051
967,56,2888.36366224,133752119.363,1162486.82574,92627119.9526
539,27,6595.81252493,137461307.584,1432725.44375,91878892.2822
951,46,3099.08646886,133734864.411,1302454.23052,92536567.2769
852,46,2761.60357484,133733095.706,1263163.57545,92441993.4054
1041,51,2540.19602324,153418425.855,1236178.06995,92107081.8227
1026,55,3441.65789678,142346075.021,1142105.1788,92514342.1715
1028,57,3721.98580752,154853386.422,1125485.69144,92452970.3879
1014,50,4405.4144816,154733615.08,1226326.75348,92416094.0784
