n,hit,dist,nabla,sigma,hv
1781,86,783.01566525,125768705.628,998077.003313,92654089.9672
1946,93,126.151515465,125768705.628,981674.276566,92721591.4353
1741,88,769.755062542,154853386.422,1000348.06261,92662391.1623
1815,92,461.306888311,154843519.455,970273.653907,92719620.2532
1700,86,1242.53424652,125768705.628,984071.105027,92653819.5685
1949,89,164.029612932,154853386.422,999529.091966,92716293.5922
1731,85,786.251737073,154843519.455,1013969.11072,92658984.9954
1784,89,429.816571477,154853386.422,997840.681205,92717865.989
658,32,7237.57526414,134078633.071,1437169.52965,92206043.7735
1868,92,528.62123501,143496771.37,974268.847115,92689312.3022
1834,92,426.781317022,154853386.422,965138.054535,92722307.6423
1870,90,113.05855869,154853386.422,994314.772255,92716200.1802
1863,88,313.24147969,154853386.422,999392.207648,92721904.9698
1889,87,201.280822342,125754344.977,1000441.76586,92722126.88
1754,85,866.075349714,125768705.628,1000709.85676,92646936.6369
650,28,9664.51952937,143496771.37,1426293.62618,92262412.2815
1696,83,1588.16823188,154853386.422,1012890.03956,92618209.0731
1323,67,2265.73069296,126692291.242,1089194.80816,92503123.193
1718,90,624.120880369,133752119.363,1002128.67822,92682080.1151
1217,57,3076.47093495,154853386.422,1129635.99998,92532858.0891
1690,77,1585.9148109,153584491.252,1048465.21184,92704703.0596
1707,86,1040.15387016,154853386.422,996044.843904,92693397.7196
1928,89,1254.81644193,154843519.455,980650.477818,92657137.6771
1020,53,3710.21365863,143496771.37,1176445.0021,92498535.0697
1216,56,2064.78118496,133752119.363,1153331.58576,92573984.1526
1813,91,101.315436372,154853386.422,990391.451281,92723036.5341
1813,84,725.229508497,154853386.422,1021040.23417,92650934.1492
352,16,8985.77465814,119652395.553,1846157.70835,91560211.5107
2027,92,416.543478412,154853386.422,976374.917646,92710423.1875
1832,82,780.613370231,143479929.175,1032028.10922,92648044.4467
1871,83,922.76766099,154853386.422,1006909.18008,92649547.6246
1781,90,808.637559558,154853386.422,986083.802201,92655702.0815
1852,88,823.103759439,154843519.455,984003.694001,92673538.2805
2006,88,366.55257432,125768705.628,990430.414865,92721674.9524
2002,90,193.031320257,154853386.422,991147.816188,92721663.4585
892,39,7333.58622002,118378771.22,1304852.27954,92401654.3238
1696,88,763.299108235,154853386.422,996938.251583,92678521.0607
1917,89,137.943052566,154853386.422,999509.488,92722702.3966
1784,90,845.780706765,146760851.487,988213.635743,92667247.7111
1941,89,789.324625368,154853386.422,977533.494363,92692603.8097
1930,88,450.950345112,125768705.628,1002329.55052,92679529.4104
1627,90,102.318284754,143496771.37,994937.649317,92715281.8063
1930,87,1007.92208512,154843519.455,981836.41895,92653667.4313
1826,90,95.4457013756,154853386.422,1003776.9666,92703743.9774
1606,78,1361.46860526,122226604.093,1036803.47278,92628120.8767
1673,84,1124.53440891,154853386.422,1010573.05316,92623126.8301
1820,84,748.773369605,154843519.455,1019858.76667,92645855.6322
1910,87,2023.16228222,133752119.363,980696.313117,92705012.6566
2004,84,1438.80763222,125754344.977,990548.110064,92645978.5987
1807,91,761.389519719,125768705.628,979987.38616,92696422.7012
1816,92,195.294247916,154853386.422,985096.168739,92711061.6801
1811,92,481.443236546,154853386.422,978503.890239,92693375.9923
1673,81,962.139486026,125768705.628,1025742.90131,92645005.3148
1863,91,1515.50105973,154853386.422,958310.100951,92645901.1144
1965,91,1855.77476447,125768705.628,960970.525415,92658839.1305
1785,83,196.951338493,154853386.422,1034146.57396,92720817.4248
652,28,6491.94931167,125768705.628,1462961.94068,92418150.6047
1932,86,794.949546178,125768705.628,1010488.23042,92659331.7847
1950,91,383.140660402,125768705.628,981697.027939,92719074.0526
1686,92,22.4257206212,154853386.422,986066.395843,92725158.6827
780,27,5511.22337349,104128523.964,1480606.62497,92300121.5313
1442,58,2047.30145991,146760851.487,1150402.54427,92604169.5784
1806,83,865.282056592,154853386.422,1018447.10226,92653439.4537
1932,87,399.222482454,154853386.422,1022302.21723,92698336.934
1946,87,315.945580127,137398788.192,997152.532896,92720699.0978
1757,88,602.309735326,154853386.422,984976.699106,92711223.9571
1772,92,267.159388902,154853386.422,978665.280662,92723072.8442
813,36,6653.3043688,146760851.487,1308782.19835,91896113.1591
1901,87,796.600004748,143479929.175,994601.855927,92652194.3506
1596,86,881.081823101,125768705.628,1005740.87873,92654460.392
1873,88,1021.68668997,133733095.706,987098.925805,92690069.6089
1883,89,591.102680395,154853386.422,1002695.42091,92696144.1186
1882,93,931.668098519,154853386.422,963258.436452,92685987.6291
1903,89,748.940005607,154843519.455,994598.080535,92664287.9345
1772,91,881.175324789,154843519.455,974336.808961,92693251.7285
1913,84,778.090076101,153418425.855,1013891.8504,92644684.7313
1590,85,827.357143304,154853386.422,1005350.37432,92686155.3249
1715,89,716.59866011,154853386.422,991461.458652,92698082.5449
2008,93,126.379085063,154853386.422,977440.177706,92720179.9865
1736,82,908.708339211,125768705.628,1015105.69959,92649901.9058
1905,91,478.724289565,154853386.422,979521.255678,92717480.7243
1820,84,890.8255864,154853386.422,1019461.29555,92650710.8329
1881,90,849.110176604,154853386.422,982618.497103,92679372.5086
1765,83,877.029638972,154853386.422,999412.123242,92651461.0324
1747,90,435.778531522,125754344.977,980634.892991,92715126.7583
1741,88,85.6351040245,154853386.422,1013574.20161,92706528.6221
1771,92,298.06373644,154853386.422,981834.956151,92722082.4161
967,44,4042.06544269,153408601.701,1228809.2479,92518321.1373
1777,89,112.04764228,125768705.628,1010218.67188,92700578.9789
1947,89,134.002272868,154853386.422,998582.317081,92721734.4618
1596,81,801.39806338,125768705.628,1039248.56196,92646447.3371
1175,58,3778.56977484,154853386.422,1138985.50839,92540062.4746
1775,92,130.597847093,154853386.422,976551.749902,92723639.4869
1656,78,514.19851885,125768705.628,1042595.16419,92665276.1913
1779,89,625.750552035,125768705.628,987022.401222,92675721.2492
1859,92,604.958338061,125754344.977,980665.328878,92674591.2231
1746,86,813.255656263,125768705.628,996157.40822,92674309.4786
1990,91,752.158718737,143496771.37,976450.412705,92689214.1542
1729,83,828.718609664,154853386.422,1017485.49175,92651866.9247
1085,46,3173.44854364,125754344.977,1297714.22667,92206288.3213
