n,error,dist,nabla,sigma,hv
3013,95,88.4751635966,154853386.422,973246.198648,92721834.8117
2778,88,604.883561675,153679636.402,1000381.72513,92718955.9609
2531,77,1300.69536269,154853386.422,1045971.48701,92629398.5685
2631,95,72.9526881941,125768705.628,978524.11199,92722182.1086
2503,98,94.1538462748,154853386.422,954995.560796,92726408.9811
3208,94,187.830807242,154853386.422,982766.754561,92692510.2699
3032,98,94.7447699962,154853386.422,965229.583805,92723764.2063
2643,89,679.532155573,154853386.422,993518.153213,92654945.9359
2699,99,0.0,154853386.422,956973.951963,92727478.4566
2690,95,675.280087457,154853386.422,961257.412786,92672449.4138
2646,97,95.7463003344,154853386.422,970281.992726,92719669.8151
2973,94,219.096568139,154853386.422,970121.652258,92719604.4675
2740,91,745.67749384,154853386.422,981851.820591,92655116.3645
3120,96,513.127887355,154853386.422,958973.028383,92686999.8392
2701,98,94.7447699962,154853386.422,957970.385746,92724095.9428
2917,96,513.127887355,154853386.422,959106.67951,92686013.7498
2739,98,8.77310924376,154853386.422,959951.528657,92727872.2901
3213,97,39.0824524687,125768705.628,962976.877201,92726337.5549
2853,97,86.058825095,154853386.422,959953.586581,92726387.4276
2741,98,0.0,125768705.628,959962.851753,92727825.1593
2550,94,308.584415713,154853386.422,974278.103585,92707651.5619
