n,hit,dist,nabla,sigma,hv
1360,75,2284.08653884,125754344.977,1063430.18663,92668560.7381
747,25,9909.66076164,146429841.496,1430892.07339,92268480.3043
1525,75,947.861893769,154853386.422,1067611.29403,92677033.5099
467,12,16735.7862641,131964268.573,2242631.62254,90431417.7692
1480,78,1108.58394715,125768705.628,1032579.52644,92689579.763
1390,75,1708.41770385,154853386.422,1045945.31894,92603618.8509
1546,70,885.13830426,154853386.422,1079195.94455,92679295.9776
1384,80,1080.58035964,125768705.628,1030622.30828,92673727.4647
800,38,10635.4037887,138686358.665,1298277.70436,92559215.0432
1458,72,2075.39487351,154853386.422,1081938.57286,92643861.5493
672,35,3718.04782728,124552365.282,1434909.6577,92102515.8335
1421,68,2723.36126533,154853386.422,1079917.72147,92539512.2737
1487,85,1061.32201932,154853386.422,997075.243535,92674826.3112
1595,78,932.289181506,125768705.628,1027561.02745,92638500.0894
1471,80,1279.85037778,154843519.455,1020522.78823,92643958.8942
1509,73,1320.59536974,154853386.422,1073244.99655,92708102.9005
1531,75,1218.24510025,125768705.628,1045686.3615,92672822.7172
1512,72,2438.52753569,133752119.363,1054584.78644,92572013.2531
1356,71,1304.64948721,154853386.422,1071340.5328,92648896.2988
1465,77,1984.59901517,154853386.422,1055946.72875,92664709.2676
1424,81,780.644068129,154853386.422,1031338.74172,92706001.7963
1347,60,2882.98496743,123667335.399,1168019.87891,92213366.987
1480,76,953.361116882,124600928.647,1068095.97264,92634109.9336
1505,75,2136.157012,132509854.616,1036579.16181,92631232.2731
1197,62,1245.64127984,143479929.175,1143671.25765,92618340.739
1487,77,1669.33574097,154823615.858,1022072.90249,92672486.5706
1453,73,1102.82143623,146760851.487,1057112.39435,92683824.6617
1469,74,1355.57249017,125768705.628,1047754.37803,92505298.4623
1452,72,1864.8960739,125768705.628,1051566.32434,92676734.1922
1404,72,2232.01256458,125754344.977,1047379.8867,92638287.7596
1398,69,1446.50265125,125768705.628,1085310.02672,92639372.741
1392,66,897.109510649,154843519.455,1122905.32174,92707568.8582
1448,78,887.665876352,125768705.628,1037746.31841,92678238.9766
819,42,2976.6168978,154853386.422,1305422.79343,92387174.113
1466,77,1184.51246957,133752119.363,1044051.29082,92641456.639
1482,75,2130.50002467,154843519.455,1034050.85145,92551439.0985
1399,70,4321.09023315,154853386.422,1067086.74258,92583796.3224
1445,68,1407.60055058,143496771.37,1104493.60194,92577273.4949
1502,71,1325.04188821,125768705.628,1071156.38689,92678150.4093
1409,80,1223.68840617,125754344.977,1029065.68358,92714871.4936
1480,78,1772.37262149,125768705.628,1042489.51318,92619414.0199
1525,72,1669.08632653,154853386.422,1063058.48451,92599410.2099
1487,58,2166.52012316,125768705.628,1152525.27149,92245843.4349
1485,75,212.794118212,154853386.422,1092822.06469,92679105.9143
1526,78,1362.26277805,154853386.422,1040808.29673,92626516.7245
1488,79,591.701492697,154853386.422,1053716.37934,92631449.3824
1437,78,808.930000452,154843519.455,1054678.35896,92692246.5583
1457,81,945.083550019,125754344.977,1030522.82921,92703760.7111
1474,69,2723.2916764,143496771.37,1069781.70628,92633606.6013
1503,71,2072.72408013,123385204.311,1075664.03693,92531309.7935
1537,75,1158.1985262,125752472.28,1051455.90998,92643677.8983
1541,81,727.968293311,154853386.422,1040496.22067,92648110.3951
1453,74,915.160649172,154853386.422,1071084.06686,92669326.0405
1340,74,404.380697068,125752472.28,1084870.18634,92712662.5075
1499,81,342.896296385,143479929.175,1040711.4459,92715194.3465
1459,82,525.763990506,154853386.422,1033128.62918,92712830.1023
1371,69,1561.45624793,154853386.422,1091986.00829,92524903.0093
1433,76,1288.3434404,154843519.455,1057636.9719,92702544.7765
1474,77,1870.85374826,154853386.422,1033143.40381,92568097.4903
1465,80,1750.56512387,154853386.422,1016838.23946,92660088.6516
1330,60,2481.18601937,125768705.628,1115509.16221,92487263.2561
1487,87,627.594470212,133752119.363,1013349.49185,92705053.6388
1550,73,2409.33164724,127105283.471,1060426.49458,92691664.2597
1510,73,767.192215704,125768705.628,1066509.81865,92700237.2443
1396,73,960.080527228,125768705.628,1075476.97222,92643111.4559
1612,70,913.219873514,125754344.977,1083406.81041,92684170.2199
610,28,4067.63101848,125768705.628,1585307.04807,92475360.1297
1545,75,1606.4093717,125768705.628,1050326.25454,92593378.5644
1574,78,1375.37686692,125768705.628,1050520.8846,92657172.399
1498,77,742.54177819,154843519.455,1061033.99937,92601499.5551
794,39,3392.03544453,126011879.453,1382441.11453,92216799.7817
1546,73,2028.76003323,125738112.516,1046986.54312,92617067.4023
1440,67,1966.4947709,132685100.577,1081953.59016,92599758.486
1267,64,1911.41971871,153418425.855,1112532.69957,92628862.6065
1359,75,766.149876786,154833482.229,1074653.72464,92609132.5432
1324,66,1398.58014068,125768705.628,1100863.03384,92583274.7463
1571,71,1806.01830647,154853386.422,1070751.66003,92669116.7464
1331,73,1122.26635018,154853386.422,1078240.64016,92641527.4744
1375,82,296.503614471,154853386.422,1028045.88825,92640997.1094
1474,70,1326.31882208,125754344.977,1089742.42917,92585157.1294
1542,78,2100.52670498,154853386.422,1032109.48249,92651697.0173
1565,72,1290.72337475,153418425.855,1062667.57808,92526393.428
1525,76,1778.79952895,125754344.977,1055935.62646,92577951.9758
1557,74,2180.84126262,125768705.628,1024385.03037,92565866.0833
1487,76,1252.12560623,154853386.422,1037090.66082,92683710.5111
1406,73,2784.46886055,125768705.628,1069626.95227,92601887.1007
1475,78,1155.73077738,143496771.37,1034206.40846,92598389.5219
1488,72,805.288027912,154853386.422,1081083.09456,92672210.8182
799,37,6297.37399417,154009957.195,1394717.48178,92286037.4699
1551,76,1083.84827194,133734864.411,1053482.872,92645910.5888
1461,66,1064.01749281,154843519.455,1144983.75298,92673003.8268
1488,69,1172.51485721,125768705.628,1094588.6959,92641283.2023
1385,76,870.926797913,125768705.628,1052102.26357,92605441.6491
1323,69,1014.15194032,154853386.422,1112817.42587,92618866.8575
1317,51,4936.62278751,132458234.535,1159673.61448,92609831.6445
1455,74,1324.59045966,154853386.422,1059335.14605,92632236.599
1497,75,2314.58563925,154853386.422,1052185.65546,92643614.3281
1486,70,1638.48959536,146760851.487,1069293.26513,92636607.3224
1427,76,1717.01963879,133752119.363,1044275.52223,92614688.2955
1381,60,2324.30150101,125768705.628,1143066.13039,92637687.3969
