n,hit,dist,nabla,sigma,hv
1636,86,541.466719946,125768705.628,1004740.38255,92672799.3526
1645,77,984.792600819,154853386.422,1059590.2535,92641920.3043
1527,78,1792.9670887,154853386.422,1036933.98876,92593422.1516
1673,78,198.515100115,123236332.548,1049079.83275,92619885.0708
1482,80,555.660855183,154843519.455,1045441.45982,92683686.2206
1502,79,793.230769453,154853386.422,1050703.57593,92675233.8297
1618,86,1662.55704199,154853386.422,993893.845231,92620244.9736
1710,85,685.556851364,125768705.628,1016300.02293,92667516.4024
1388,67,2067.91130132,154833482.229,1106534.60187,92492735.6135
1560,72,1020.32982249,154853386.422,1085238.93022,92636405.33
1700,75,2016.24572637,154843519.455,1044107.67128,92511135.834
1630,85,1667.19829878,154853386.422,972316.657197,92680413.4785
1692,82,1853.83371796,154843519.455,1012518.83134,92651718.1539
1621,72,2010.17588607,154853386.422,1068146.38055,92661536.3068
1698,85,1985.89264214,125754344.977,998063.727611,92650624.6927
1711,74,1362.04740594,125768705.628,1053825.86801,92619981.2803
1676,83,1931.57596996,125768705.628,1004721.96542,92669719.9621
1615,80,1400.99060015,143496771.37,1024772.74054,92561662.6414
1673,79,2387.46279966,154853386.422,1009937.57094,92648152.8667
1807,79,2032.59815734,125754344.977,1011851.31458,92686418.4386
1590,84,676.138173421,154853386.422,1021128.85164,92693935.9446
1527,85,1038.55071724,154843519.455,1006182.12016,92678476.0935
1477,85,917.372690154,154853386.422,1016348.20888,92659662.832
1608,87,1070.46277785,154853386.422,994912.699161,92662251.2505
1704,82,1734.30387903,154853386.422,1004701.28475,92556606.1678
1609,88,44.0990783543,125768705.628,1005036.7195,92719945.2298
1611,76,1493.77153049,125768705.628,1037668.25654,92603682.3594
1686,84,1039.67055808,154853386.422,1014439.29798,92652150.095
1684,73,988.386016242,125768705.628,1073511.41916,92647230.9558
1589,79,1096.44041507,154853386.422,1032691.69967,92677337.797
1599,86,2291.04970046,133733095.706,995510.506988,92637400.6335
1575,76,1227.41489593,154853386.422,1025304.17999,92677321.3268
1651,78,877.216221896,125768705.628,1045635.93767,92645514.2145
1785,74,1448.15113608,143496771.37,1050603.29456,92574589.8007
1485,78,1492.17258232,154853386.422,1025961.5882,92573051.908
1646,83,1143.09795533,154853386.422,999329.988074,92686137.0264
1619,73,2441.27555004,125754344.977,1020626.34497,92478226.6844
1614,79,1618.39024833,125768705.628,1033903.33435,92706044.4218
1685,85,1673.2004574,154853386.422,999576.50106,92638996.3238
1764,83,719.657742115,154853386.422,990524.666287,92712393.1877
1790,75,936.386603337,133752119.363,1070630.78625,92647220.371
546,26,4742.0430874,125418178.963,1551334.57641,92044919.6418
