n,hit,dist,nabla,sigma,hv
944,43,5273.02465659,136538637.75,1276237.71517,92439533.4169
2025,90,692.037205931,154843519.455,987027.469944,92634518.1756
1955,91,356.188470124,154853386.422,993652.250933,92713621.682
2004,89,812.861543312,154853386.422,981696.331685,92658937.2982
2119,95,290.025641407,154853386.422,968195.313783,92722643.0526
2037,87,822.75831991,154853386.422,993526.471364,92653808.8128
2269,91,79.4110101687,125768705.628,981718.809415,92724473.4317
2264,85,1100.74944709,143496771.37,1002363.883,92648830.2732
2371,93,163.733209483,154853386.422,975342.51531,92724746.6498
2057,87,550.854547667,125768705.628,998383.250198,92719216.554
1931,94,121.546437317,154853386.422,973232.393943,92723143.4646
1971,87,893.233712824,125768705.628,1000158.41119,92653989.3675
2055,85,776.590914268,154853386.422,1005978.94258,92651576.0808
2107,95,402.630573339,154853386.422,972340.096338,92713489.6767
2027,87,906.11111755,154853386.422,994765.747137,92652458.5174
2085,87,733.072239789,125768705.628,1002375.74065,92662405.8227
2197,96,91.9658122181,154853386.422,968053.106819,92725907.7857
2099,91,1227.95098657,154853386.422,967224.242356,92646369.1023
2119,91,819.700876627,154853386.422,968101.58849,92687569.1296
2145,89,633.343680867,154853386.422,993655.759097,92700665.3699
2046,94,80.4170433021,154853386.422,966067.980973,92719454.5681
2112,90,753.865938911,154853386.422,989119.770971,92682639.6461
620,19,8914.08704665,121085121.41,1728555.26806,91927305.0099
2094,93,488.459402811,154853386.422,975441.722707,92712028.2587
1983,96,199.276151142,154853386.422,957968.149331,92726017.0592
2154,90,741.607682518,154853386.422,967093.858374,92662791.9551
846,45,1605.8189005,154853386.422,1339599.95561,92544069.6011
1878,92,783.324793667,143496771.37,975434.263048,92666781.5605
2266,96,14.1008584526,154843519.455,970109.975082,92725775.3773
2112,93,0.778042857833,154853386.422,981814.293164,92724822.0861
2205,95,102.626609648,125754344.977,970155.819759,92722733.7665
2083,90,737.002204309,154853386.422,989326.990712,92677554.4844
1421,60,2933.2316879,133752119.363,1159398.15441,92195212.8814
2159,95,182.143164285,125768705.628,968166.478095,92723139.3517
