n,hit,dist,nabla,sigma,hv
791,39,5384.00000373,125768705.628,1332398.12241,92426973.9887
745,35,4132.22747089,122359179.828,1462238.1225,91710156.2565
772,39,8243.52874884,154823615.858,1309896.24856,92535946.3757
760,37,7515.20393795,125768705.628,1327478.14017,92501705.9735
729,32,6068.14539822,125754344.977,1402897.64687,92333364.9406
811,43,3740.33214141,125754344.977,1294661.34,92569827.2271
719,36,8418.56120724,134732042.226,1407369.15569,92040116.0437
734,28,6596.18400865,143496771.37,1453789.87736,92509445.0308
568,21,10582.3461728,125029720.044,1646030.23096,92161518.071
787,33,8301.0085286,154833482.229,1403915.12019,92391075.5708
733,36,3994.20157225,153418425.855,1320285.47765,92384411.7404
762,43,3277.18321169,125738112.516,1333644.82468,92295561.873
777,39,4580.93601509,125070847.115,1358770.11706,92385295.1576
738,45,3490.11034739,154833482.229,1258371.73605,92536436.0886
748,37,9004.82874017,115439450.298,1338537.73936,92222380.8412
799,42,8535.91792248,133752119.363,1261710.8123,92544930.2889
748,38,5664.41891552,145342295.253,1323645.95178,92455364.6987
761,39,6817.08268178,132509854.616,1336758.21764,92522684.2308
744,42,3520.18797577,153408601.701,1297563.4893,92480903.1042
743,37,5139.56275672,126042539.175,1383374.85565,92116078.8541
725,39,5053.3868806,153418425.855,1291581.21359,92400213.4097
751,33,7753.94958974,143478281.576,1446112.10111,92312792.0447
819,45,4107.77441615,133752119.363,1258180.07885,92480939.1501
803,48,5339.47001945,154853386.422,1216261.44176,92485130.5204
777,35,6092.60911146,125768705.628,1311136.52456,92334000.4053
856,38,5181.03506423,121561641.142,1350404.566,92166531.5394
787,43,5182.83643709,142346075.021,1289728.86804,92505811.3849
691,23,9822.00515529,138640341.343,1572441.78681,91895959.0029
740,42,2016.70684028,143479929.175,1355909.58995,92224618.2814
738,39,4267.60398963,122228996.303,1358662.49179,92488000.3985
736,30,8599.37861211,146448764.304,1402788.82217,91981738.7613
672,24,11096.3045826,124552861.517,1499712.77324,92406350.3476
743,31,5101.26420194,116110013.929,1477066.75416,92032187.5183
672,32,6079.33898546,154843519.455,1383817.72218,92360299.4123
621,26,10910.7339913,153260027.862,1550376.23778,92325808.8567
803,30,9254.39778022,154853386.422,1307446.08865,91925422.3697
743,42,3950.07837503,123236332.548,1319711.01903,92446161.7519
757,43,6454.5294187,154853386.422,1270185.9562,92158229.6072
703,35,5703.22268024,138658221.149,1354013.20163,92017924.4455
726,36,6365.42501375,114400257.644,1365809.60492,92365259.9146
625,26,7051.27671769,121042159.673,1513866.69016,92119561.334
787,39,5098.95001762,138686358.665,1264228.6635,92402906.8774
776,30,9947.79919531,154853386.422,1408892.97528,92214248.2067
798,34,4861.23177023,154823615.858,1412482.11231,92205679.8616
699,41,6760.12636569,143461440.363,1279004.5089,92464398.5821
728,29,6928.58530295,122226604.093,1458695.049,92396093.7177
788,40,6047.97857876,154843519.455,1283759.69679,92491271.5021
867,39,4914.47435285,153418425.855,1270754.00342,92422531.0304
642,33,6522.12070828,125044040.773,1434283.22081,92035558.2264
734,28,6681.96137853,141859236.493,1507585.39627,92213249.8528
795,41,4623.50179164,127765160.346,1290621.91409,92331079.6606
801,40,3321.73201403,146760851.487,1366755.27582,92428941.8778
738,40,3448.93385328,125752472.28,1349154.88875,92377530.8949
782,32,7165.68537908,113859341.817,1419437.42505,92286103.0964
839,39,6525.34534075,143496771.37,1270728.84508,92380809.8266
720,41,3515.69318477,107603585.574,1274011.20591,92234373.018
716,32,11897.1862069,154853386.422,1387694.26319,92407285.7532
733,41,3973.70116283,125768705.628,1298371.21406,92406726.9012
825,44,4204.34011505,141022241.03,1233865.45101,92428926.1359
714,36,15359.3755087,154019798.975,1342636.90633,92392771.6236
747,36,7333.73750967,151697687.048,1416889.26589,91842628.4652
631,34,9835.80658978,133752119.363,1383595.84019,92326453.7584
740,33,5213.84849936,118363425.843,1424283.14628,92231453.0818
754,33,7648.95869884,154833482.229,1438405.9767,92145154.8969
777,38,4267.15201195,138686358.665,1340130.72567,92498822.7034
723,26,7089.52684952,118378771.22,1496490.68902,92356273.4278
766,45,4227.20209692,122237267.514,1253685.68519,92529055.436
769,34,6267.40592448,153358879.228,1371492.90487,92165508.8854
753,42,3084.93561635,142164862.261,1308393.76237,92110411.5732
733,31,5489.81364421,138668477.231,1435011.69508,92254957.9417
310,11,15948.9859426,146760851.487,1838205.24746,91561328.3257
741,24,8816.88892216,126423614.286,1437449.0122,92299012.2118
