n,hit,dist,nabla,sigma,hv
1774,84,716.328037821,125768705.628,1009211.28356,92697396.1081
1630,81,581.184471224,154853386.422,1039326.54352,92646932.3668
1678,82,747.957746704,125768705.628,1022074.42307,92707149.7832
1668,84,660.158141516,154853386.422,1030653.76067,92680964.5798
1705,84,1395.84990298,125768705.628,1006834.78106,92703530.478
1505,76,1024.64824661,123907690.884,1071084.57615,92622942.2112
1717,83,299.413048447,125768705.628,1029096.66099,92688943.3443
493,19,8132.8255864,153408601.701,1667324.70122,91912383.0439
1610,81,1588.81077715,154853386.422,1019855.57552,92606866.7018
1654,70,1142.6577599,153584491.252,1090436.09526,92547751.8744
1707,78,953.347939779,125754344.977,1034231.95608,92687783.117
1587,79,651.559907628,154853386.422,1043625.63122,92645475.882
1806,87,504.930339902,125754344.977,993071.276702,92704783.4655
1544,81,1157.18738399,125768705.628,1013426.217,92633981.6322
774,36,7807.96387178,138668477.231,1368378.33056,92344863.8311
1568,81,835.110848645,125768705.628,1035558.92881,92653920.8814
1732,81,1739.33256903,143496771.37,1015792.58058,92626851.6137
1703,82,442.393868415,154853386.422,1016909.48631,92715997.7328
1673,84,945.400947515,154843519.455,1005124.24559,92681360.1112
1721,85,883.894253097,154843519.455,1003856.53717,92716083.9595
1603,80,2451.55175125,122228996.303,1015663.91537,92630514.2504
1599,80,794.267645122,125768705.628,1040512.99533,92650728.5836
1701,80,1187.55556144,138219494.652,1025713.25084,92605861.0972
1798,88,884.052656676,154843519.455,988107.223576,92690505.1904
1608,78,982.873134541,154853386.422,1054198.88645,92634862.4362
1590,76,1078.62164509,125768705.628,1045663.43769,92635569.9963
1791,83,1367.39865454,125754344.977,1003177.71405,92663053.478
1616,81,1040.92857664,154853386.422,1029387.84174,92649813.7298
1737,86,1056.42764078,154853386.422,988366.036525,92689305.0789
1661,83,1765.5226321,125768705.628,995953.186894,92623816.509
1619,85,265.555036405,125768705.628,1021347.11319,92694764.6853
1701,88,704.555309697,154853386.422,1002857.75518,92667420.6214
1741,85,946.089894776,154843519.455,1002342.61476,92667902.8273
1791,81,1163.88631753,126425815.693,1008700.13819,92694203.395
1595,79,1465.54505265,125754344.977,1019749.68215,92620685.5309
1619,85,222.125890759,125768705.628,1027960.35867,92714608.0753
1400,74,1393.82558038,143496771.37,1038244.79803,92650200.1279
1504,81,757.179433727,154853386.422,1031864.62174,92621841.1998
833,34,6756.07115721,142092778.764,1335572.55502,92392709.1942
1619,77,894.350005649,125768705.628,1054716.14185,92648220.852
1649,83,128.801454439,125768705.628,1037987.83309,92711178.525
1602,76,1808.40543659,154853386.422,1050891.45984,92609386.7458
1773,80,1031.81579614,154843519.455,1031778.5584,92640227.3625
1713,81,1647.82436269,125754344.977,1020976.71908,92632144.0004
1717,82,1058.64042916,125768705.628,1009069.82405,92647991.3605
1548,75,2226.17551287,133752119.363,1034529.76617,92576472.6629
1700,82,1264.31935221,125754344.977,1018489.24573,92655076.2732
1675,82,1198.10371075,154853386.422,1014575.24996,92598183.7179
1530,81,832.71498728,154853386.422,1028002.43311,92676638.2874
1516,82,592.571084748,154853386.422,1028339.42613,92691361.1391
