n,hit,dist,nabla,sigma,hv
1430,72,3811.97955997,125752472.28,1054104.16566,92662134.7889
1153,60,2676.62014338,125754344.977,1106478.53563,92622724.519
1250,66,1080.04899227,125754344.977,1132437.51183,92577075.5276
1277,71,1352.68671748,125768705.628,1083323.92817,92591573.635
1258,68,1476.9915973,125754344.977,1113076.73967,92698691.4128
1277,68,1218.30648362,133733095.706,1093228.86915,92596794.0741
1214,64,1976.10455184,154853386.422,1128286.46434,92561970.2222
1362,72,1971.81752892,154843519.455,1057998.08907,92636360.638
1339,72,1457.07831053,125768705.628,1063333.97543,92636253.1184
1278,67,2116.99732006,154853386.422,1088124.36809,92557693.7119
1330,75,720.627207073,125768705.628,1051136.077,92702052.7921
1373,69,2338.35519734,125768705.628,1051349.09701,92572661.6589
1342,69,3236.95546644,154843519.455,1042105.73132,92645808.8568
1275,68,1940.33160041,143496771.37,1086226.45879,92456991.3264
1305,69,934.186176227,154853386.422,1087876.33636,92651973.4015
1345,58,2312.86768023,154843519.455,1136706.66404,92647145.9961
1250,68,792.128417513,125768705.628,1100256.46342,92610731.8637
1373,69,1428.38338873,132490898.989,1092810.37712,92568839.7051
1352,51,3650.10628245,142164862.261,1179190.2659,92583590.0959
1089,37,4747.90844068,154853386.422,1342876.91156,92246326.2366
1423,73,1110.5581466,125768705.628,1072007.44755,92567737.2157
1281,63,2003.94681223,154853386.422,1116087.23781,92602732.6329
1288,73,1238.15285732,154853386.422,1073471.42805,92655719.8363
1293,69,2195.87403673,125768705.628,1069686.65424,92619258.137
1245,63,1512.52161408,123891666.255,1130931.44772,92669929.3503
464,21,7250.40485043,152342437.63,1759854.54349,91728064.1817
1313,72,1444.41624026,125768705.628,1071084.36459,92658159.0785
1332,73,2094.02743296,153679636.402,1048155.08696,92690976.0441
1222,65,1704.11051062,125768705.628,1122402.8032,92590097.8364
1346,63,974.33717678,125768705.628,1138916.36055,92656518.7366
1324,63,530.230568789,154853386.422,1165707.33863,92663234.4872
1324,65,904.390456063,125768705.628,1109933.16104,92647993.1509
1357,71,1412.62796917,154853386.422,1099478.27793,92653205.4211
1409,69,1736.00534725,132685100.577,1079289.21088,92664376.9604
1259,68,1715.31917902,154853386.422,1087664.38593,92559012.7911
