n,hit,dist,nabla,sigma,hv
2207,94,218.587473004,154853386.422,973234.222944,92719872.0073
1231,50,3833.15827023,123062113.721,1194046.69216,92412132.2502
2468,97,85.878408271,154853386.422,958958.54469,92726131.2124
2075,96,421.647181781,154853386.422,956980.227502,92720346.4298
2164,95,543.202105572,154853386.422,960986.949721,92706555.1666
1959,91,632.516273712,154853386.422,982750.543721,92656249.4117
2101,96,96.1528663655,125768705.628,965003.036449,92724407.3326
2378,97,191.176470867,154853386.422,959993.949531,92725316.1436
2342,95,345.330526334,154853386.422,960963.338053,92715429.3669
2051,97,95.3431580172,154853386.422,961110.030581,92726012.2023
1965,89,477.361797856,125768705.628,1000300.17551,92698814.3495
2379,96,194.65245215,154853386.422,974368.11916,92718590.8835
2160,88,728.095773169,154853386.422,995865.25792,92658563.6164
1338,65,2430.60505723,143479929.175,1115707.74364,92606680.446
2018,97,1.53375546,154853386.422,961968.541778,92726440.8147
576,29,4772.39810824,153679636.402,1467620.43331,92443066.7955
950,48,3756.75085521,146760851.487,1237111.67443,92228100.4162
2231,94,627.467641317,154853386.422,964243.124745,92695882.7106
2234,97,245.88960337,154853386.422,955983.563007,92723697.7854
2006,94,875.952286743,125768705.628,961257.388078,92673302.5904
2414,96,222.556252915,154853386.422,955989.983172,92721371.3002
1713,74,1163.3282522,154843519.455,1055906.4866,92660471.5925
2096,98,0.0,154853386.422,959966.272397,92726228.7216
2125,92,439.613043637,125754344.977,983826.292929,92710485.1032
2113,95,100.318965759,154853386.422,972346.655813,92719812.4628
2196,92,758.939791157,154853386.422,978676.380893,92672537.5994
2166,98,66.4927237556,154853386.422,955150.46369,92727455.4895
1963,91,676.701943996,154853386.422,973443.783756,92690576.5402
2023,95,418.838987747,154853386.422,963981.831922,92695084.7882
2490,91,690.437773253,154853386.422,977486.385924,92673369.5848
1036,49,2767.77739913,132509854.616,1239511.39244,92516133.3872
2355,92,119.729670687,125768705.628,981838.982681,92723442.9397
1880,89,900.591306392,154853386.422,984043.440312,92682671.4998
2546,97,95.3431580172,154853386.422,960982.999005,92726194.8259
2046,95,485.500004657,154853386.422,964014.01346,92685573.0574
2127,94,846.317899519,125768705.628,960973.208414,92677296.6439
1805,96,57.2692308557,154853386.422,968052.75544,92725997.0281
2072,96,468.528302159,154853386.422,958981.138538,92715752.9838
2317,92,886.668821818,154853386.422,971317.132855,92664941.1073
2298,97,31.921940944,154853386.422,961960.685676,92727109.7859
2383,94,309.253796224,154853386.422,975302.33929,92709583.4915
2263,91,751.920092814,154853386.422,980793.182055,92668123.6793
2325,93,517.165952894,154853386.422,972216.675435,92674511.8559
2013,94,367.68443659,154853386.422,967061.136414,92713403.1746
2204,95,219.452030484,125768705.628,967068.633488,92693275.0983
2233,94,251.763715215,125768705.628,961977.619948,92720708.667
2363,89,726.28062855,125768705.628,988206.337357,92661332.4612
2306,95,164.756930031,154853386.422,967218.135008,92724138.6292
1929,88,759.951441816,154843519.455,984032.839868,92660203.5345
2175,90,506.006550516,154853386.422,986098.636491,92705675.9485
2110,97,0.0,154853386.422,967184.688442,92720746.7119
900,40,4631.75000444,138686358.665,1322677.52402,92262018.6555
2319,90,523.971179934,154853386.422,993641.531987,92665885.4976
2281,97,81.6814346398,125768705.628,961977.707982,92724068.5379
2137,89,752.898255868,154853386.422,992583.541559,92654600.4072
1976,86,755.870165919,125768705.628,1007068.6249,92652820.7478
2232,95,504.843224906,154853386.422,963979.972784,92683195.8261
2024,95,396.211868971,154853386.422,963982.203425,92690514.132
1999,94,430.204302681,154853386.422,971162.776638,92710004.3349
2280,98,81.1677149251,154853386.422,958960.725409,92726272.0626
2316,95,82.204691184,154843519.455,974406.90288,92715410.2125
2279,97,95.9491526656,125768705.628,964151.947047,92725789.7611
2174,95,585.333338102,125768705.628,966241.991869,92682860.8241
2192,97,289.815515192,154853386.422,958958.314181,92712066.0799
2313,97,95.5443039202,125754344.977,961973.559791,92726106.1381
1974,95,510.484082708,154853386.422,965025.605325,92681010.6199
2075,93,103.019523045,154853386.422,975546.891587,92720216.3741
2181,93,690.435522519,125768705.628,970459.966423,92678051.3494
2360,95,36.4750542301,154853386.422,975321.268844,92720870.6596
2523,94,101.401289601,125768705.628,970125.708444,92722254.6033
2279,95,551.789813749,154853386.422,965179.408065,92679280.7878
2128,94,491.817987281,154853386.422,976611.638178,92702861.6292
1992,97,152.069327855,154853386.422,959947.658142,92725986.8393
1956,89,693.580937558,154853386.422,993670.042219,92655198.0554
1990,94,144.91144721,154853386.422,973227.202473,92724024.3005
2050,95,184.319149076,154853386.422,966028.355355,92722302.1264
2151,87,665.730598587,125768705.628,1008081.00779,92653654.9129
2484,96,155.3553193,154853386.422,966158.41569,92724314.2651
1491,69,2173.73756579,154853386.422,1093602.5986,92498030.111
1225,59,2892.15452952,125754344.977,1109293.59237,92477497.5184
2427,93,99.5340660619,154853386.422,981870.972802,92719405.7204
2322,88,753.167033355,154853386.422,989344.782941,92681298.1712
2074,96,398.936445237,154853386.422,963995.767793,92686730.5558
1283,61,1403.06364035,154843519.455,1151961.83482,92542745.9059
2197,93,89.4410496621,125768705.628,978660.049933,92724385.0694
2093,95,147.096568129,125768705.628,977508.427079,92717372.3891
2094,91,602.347161596,154853386.422,986082.63942,92698393.543
2095,95,83.9742489701,154853386.422,970309.029296,92725061.9727
2082,91,690.593078127,154853386.422,981660.726562,92682101.3673
