n,hit,dist,nabla,sigma,hv
879,51,1916.28318087,132685100.577,1285088.02791,92530136.0586
1030,60,1629.88589485,154843519.455,1168497.60548,92569975.5454
896,48,6860.2540376,154853386.422,1195904.25251,92502706.9963
974,43,3564.87957228,133734864.411,1295551.08472,92567083.6912
907,47,5765.14286745,154833482.229,1280079.99595,92400591.2712
935,52,4634.01886933,154833482.229,1193875.21453,92346337.6223
379,11,10892.3587891,135815561.61,1975317.12592,91704939.2957
930,55,5886.63434167,154853386.422,1201566.9033,92425868.3021
995,49,2120.53169175,133733095.706,1262255.00618,92496711.3383
1037,51,2991.33337634,118378771.22,1197524.80147,92543085.0647
976,50,3786.03838476,154853386.422,1188203.63396,92507786.7073
1013,46,3795.16323113,133752119.363,1274063.41607,92197777.5222
601,20,10663.3210763,136260073.415,1620480.90762,91828222.8212
1036,59,2233.02657526,125754344.977,1151521.9974,92593100.5454
1084,52,5997.36946028,125754344.977,1191503.13422,92448265.1523
1094,55,5784.91283194,126042539.175,1147347.08633,92441896.0866
980,54,2831.59623231,154833482.229,1214506.41947,92128554.7482
998,59,1773.33239256,116242151.483,1153949.97366,92589418.1133
932,41,5019.51050322,134706485.248,1264325.50836,92399409.7272
350,13,16822.1318508,125141649.417,1955972.1758,91430631.296
950,61,2180.60694098,143479929.175,1142614.67155,92566968.6174
1071,53,4637.86043841,125768705.628,1132599.69206,92495030.5274
1044,56,5033.87434221,133752119.363,1126173.1857,92534473.3861
1120,48,5043.33565597,153418425.855,1262247.56561,92527115.3679
1000,45,6410.31568482,142456102.652,1235216.61625,92506965.8392
975,54,9001.00562976,154019798.975,1116657.51656,92546382.444
1117,46,6529.88238905,125085170.088,1197242.38068,92618876.6156
995,40,5734.14910233,116217109.13,1315702.67746,91920291.8893
1010,51,5356.39033331,124586631.69,1192744.60745,92553055.7403
950,54,1384.29703662,154853386.422,1227899.76151,92609402.3173
1083,60,1847.00003441,125768705.628,1175192.168,92571736.1463
1107,60,1909.00292864,125768705.628,1151295.32682,92661947.8116
1020,55,4084.9283512,132685100.577,1169179.18596,92463378.6269
978,46,4495.93729108,138658221.149,1243689.26996,92493430.5481
1086,52,6812.53642739,143496771.37,1240561.47643,92506805.8918
719,34,5217.64733142,143496771.37,1359496.04762,92431000.598
955,55,4347.04601969,153260027.862,1176858.80099,92484812.7216
999,52,3753.66674296,125768705.628,1198695.72141,92568363.3343
1028,48,4266.37189348,154843519.455,1196374.38961,92557769.5789
1073,49,3420.67469912,143478281.576,1237847.76549,92533692.219
571,20,8491.97803828,123818455.964,1797432.88614,91673127.2965
998,52,1868.77365739,125754344.977,1251450.89794,92578724.0441
982,45,2577.48218282,154853386.422,1292628.54884,92203281.5634
816,32,5209.59918552,134790840.547,1362811.3523,92454475.5992
1120,57,2297.07879082,154853386.422,1162407.18253,92576185.86
991,60,1857.9721437,113214832.54,1186372.405,92523805.6687
1082,54,4593.64432682,138668477.231,1146506.17665,92583779.3355
971,49,3906.25247246,125754344.977,1228742.26252,92563304.9156
1045,47,5147.19052924,125768705.628,1178941.17496,92491263.8121
836,48,1407.58865303,153260027.862,1289502.72623,92515199.665
1046,57,3055.55394011,124600928.647,1178260.41026,92350380.6814
1091,48,4161.46580537,124600928.647,1212578.72454,92590117.7943
1055,47,4652.96327393,124552365.282,1305361.8801,92413163.7643
915,40,4068.15834701,154823615.858,1311769.24235,92461753.2966
1053,56,1950.06731448,125768705.628,1172417.34737,92627488.9153
997,53,5374.63284472,154853386.422,1154613.03156,92553425.8007
935,43,8114.95881089,133733095.706,1290498.58172,92554196.5451
1041,43,5285.93751161,125768705.628,1244418.61438,92452356.7123
986,55,3102.22728297,133715841.711,1160659.7248,92618036.2556
992,60,2828.81795024,124600928.647,1134078.39028,92618914.0718
962,51,1990.07717554,124600928.647,1193708.9346,92566814.6008
896,41,3857.69961455,154853386.422,1321827.9798,92597986.1777
998,49,3275.75264666,125768705.628,1241814.22195,92546010.9441
513,22,6481.3825176,112157631.216,1588531.03282,92200336.7383
528,16,11915.562863,145727362.514,1577237.24525,92173926.0284
1058,54,3161.23646334,125768705.628,1201203.71498,92576435.911
1058,57,3984.59882533,143461440.363,1153576.31975,92604350.913
1083,59,5077.93027041,125754344.977,1076469.14759,92528245.8846
966,59,2432.28161809,123385204.311,1130295.34957,92625624.4661
945,52,2654.44691054,146760851.487,1186856.75973,92244256.1964
963,51,5240.15050802,125044040.773,1190591.13907,92416054.1447
1033,54,4176.92493795,125768705.628,1175309.09709,92137598.4843
949,54,717.427157012,154853386.422,1240544.99477,92656812.3627
1012,54,2871.73296088,154843519.455,1176216.42753,92483547.0614
301,7,14147.6087355,128509914.085,2110210.89607,90253603.3483
1067,51,5089.15163647,123236332.548,1144415.04914,92500451.6593
1038,53,3669.12351061,124600928.647,1179057.05521,92558552.02
1065,51,9780.69581438,153679636.402,1143385.68747,92619110.8403
985,58,2033.81327758,133752119.363,1160769.14501,92653038.0041
965,55,2530.66068935,154833482.229,1164369.35003,92559500.0324
226,3,15945.1309805,103987901.817,2388545.26937,89856176.2493
963,52,8010.17847326,125768705.628,1167920.57788,92446500.2904
909,57,3417.43443315,154853386.422,1141174.66201,92666339.9431
993,60,2123.45640674,125434450.367,1137265.61927,92568802.5997
972,53,2178.15540696,136934603.215,1216162.15664,92657201.396
1018,52,3797.10510183,154853386.422,1202782.41631,92476971.8061
1107,61,3709.39740723,125754344.977,1093145.07913,92519972.7965
935,50,6284.40545281,154833482.229,1215559.00531,92498714.1871
1033,56,2680.24848223,154853386.422,1174018.51483,92567566.2797
1027,56,2085.07388174,143496771.37,1160929.06152,92629202.2914
934,37,4908.6787571,153358879.228,1341665.45003,92558217.2435
983,48,4176.65232316,143496771.37,1228313.16358,92590283.665
981,50,2488.71185647,123236332.548,1258600.61117,92593275.6981
952,48,4940.21360344,143478281.576,1248585.66797,92498254.2691
1010,56,2373.95110876,125768705.628,1178685.63462,92497825.49
971,57,2753.3889219,125768705.628,1131629.91405,92541023.9644
905,41,2599.81325133,154853386.422,1312831.02537,92551230.6911
1010,56,2085.09464423,125768705.628,1191033.26011,92612949.5254
550,23,6279.37767628,137005012.266,1588533.67831,92249928.4817
1098,49,3403.33562556,154843519.455,1263622.96582,92242573.7154
