n,hit,dist,nabla,sigma,hv
1221,66,1592.19722479,154853386.422,1113475.95626,92619976.4425
1158,66,741.802320017,143496771.37,1121775.46616,92642817.3352
1174,68,4078.16113796,133752119.363,1068842.97173,92539802.4631
1163,66,1441.86266884,154853386.422,1097087.55067,92639821.7081
1143,66,1827.34324458,154853386.422,1096267.25199,92586592.3149
1220,69,1563.61867487,154853386.422,1090402.83136,92621273.3371
1288,65,1274.98309246,125768705.628,1113647.57099,92611482.7142
1156,59,2857.98136687,123236332.548,1199876.42609,92621343.0142
1215,66,2044.46049736,125768705.628,1092139.9843,92542099.5587
1179,60,3262.95782054,154853386.422,1083919.97888,92538529.7456
1141,59,864.447533346,154853386.422,1206638.36297,92613504.5031
1162,72,1243.63616721,138214907.209,1055996.35597,92617947.0538
1252,70,1196.10107521,138686358.665,1096744.88665,92647810.2311
1265,66,2550.95276007,143496771.37,1086101.30321,92600763.9354
1223,71,622.703832789,125768705.628,1116635.96134,92320215.8261
1253,63,2992.95813725,125768705.628,1117327.21821,92597662.9074
1297,71,696.613515995,154823615.858,1089682.89529,92692293.1279
1176,67,2734.42412043,125768705.628,1082102.10677,92606635.1582
1146,61,1366.31785191,154853386.422,1155263.78599,92613370.2639
1240,51,4580.68667766,123236332.548,1222786.25601,92600021.5867
1129,67,932.632175043,154853386.422,1092658.30439,92681977.6617
1172,74,1130.32671333,154843519.455,1056176.10157,92622374.5218
1228,67,2789.83335675,154843519.455,1067859.03091,92543991.3956
967,50,3163.478696,125768705.628,1206667.54528,92582091.518
1288,67,1837.91389377,125754344.977,1124104.58892,92515535.8923
1232,71,2512.96449086,154853386.422,1062836.35423,92661989.1129
1198,69,1800.15751071,125768705.628,1072342.35606,92666061.4631
1210,62,1752.67351831,154853386.422,1137701.09806,92610674.0464
1254,71,1207.66755533,154853386.422,1093753.39702,92560526.1956
595,26,13100.5962491,134628393.17,1482108.78038,92116182.1706
1175,58,6495.42614866,125768705.628,1110479.09143,92647852.6363
1241,72,1142.46652379,138686358.665,1072487.90157,92677158.0508
1266,72,3490.41562153,154853386.422,1068408.87713,92604473.8988
1132,65,1372.39071538,125768705.628,1104468.72344,92655282.2716
1279,68,384.243655504,125752472.28,1139704.29268,92651543.4579
1264,64,1474.83888979,153418425.855,1104557.05024,92683910.5215
1257,67,1037.26934125,123907690.884,1134595.77991,92663529.1414
1253,67,2981.10213292,125754344.977,1083162.59774,92523686.9557
1182,67,1572.30165651,154853386.422,1111529.64029,92604368.8875
1172,66,3802.70473643,154853386.422,1106758.28126,92581003.9331
1147,63,2544.80729413,154853386.422,1113916.86858,92651946.8948
1320,67,1812.00533802,138686358.665,1081282.3889,92604012.7177
1146,59,3657.1873521,132439281.773,1125202.63236,92647446.099
1169,65,1153.39650184,154853386.422,1141850.80316,92669118.8637
1188,67,2717.2984594,154843519.455,1079361.06894,92561600.3451
1154,63,1145.38505955,154853386.422,1137130.28351,92564536.488
1214,70,1936.50919431,154853386.422,1080476.08139,92547807.7243
1252,61,3178.55681664,127105283.471,1102091.38536,92660349.074
1239,71,1250.21236863,138831824.396,1087243.91093,92660473.8913
1292,68,1306.5145131,143496771.37,1076384.38159,92695083.7674
1300,73,1416.43580013,125768705.628,1059664.85216,92615347.6303
1136,65,1904.00537844,154853386.422,1100900.61175,92547971.8461
1196,69,2079.53969837,133733095.706,1101234.99159,92233439.8617
1254,70,3248.64271777,154853386.422,1049135.67252,92556193.6607
1199,69,1464.28235541,125754344.977,1093551.67196,92643990.927
1179,62,1815.53209689,154843519.455,1084180.63,92651949.8698
1182,73,1088.16053245,146760851.487,1081184.22343,92672966.6003
1269,55,4579.62324107,154853386.422,1123787.74145,92507714.9818
1020,48,5726.43243277,153969270.796,1242708.06696,92522187.8965
1121,62,1766.58334287,143496771.37,1150151.95222,92623640.5463
1115,65,940.500002976,146741948.938,1107324.34006,92698432.3697
1211,65,1324.6123615,154853386.422,1134306.33444,92618156.2698
1256,72,805.211490629,138658221.149,1077899.63977,92676427.213
1153,65,1498.51445865,154853386.422,1124557.3167,92618065.6993
1175,62,1261.77651418,154853386.422,1123511.57176,92580665.0404
1112,66,3180.31855367,125768705.628,1079901.59957,92536637.7875
1265,68,2947.13793823,154823615.858,1085553.46078,92618446.7639
629,27,5040.67150354,153358879.228,1503900.42094,92266273.7027
1238,72,997.312008547,125768705.628,1087145.15637,92661605.6398
1116,51,2162.23549837,124600928.647,1237357.27408,92640957.4293
1137,58,3912.58240106,146760851.487,1130281.31386,92539519.0592
1178,56,2866.89797495,125754344.977,1138461.70293,92561617.6741
1164,55,3836.5974913,133734864.411,1206694.72806,92567566.0854
1257,63,1509.11145366,123891666.255,1148525.98288,92493358.3343
1117,62,2267.97337463,125768705.628,1139936.92394,92696730.582
1238,70,1351.32297507,154853386.422,1068310.46494,92599940.9334
1327,64,2719.14174933,154853386.422,1074411.16462,92566321.3993
1162,59,2803.37647155,124600928.647,1143625.83058,92607772.7277
1204,71,1969.29876256,125754344.977,1053450.44209,92622753.3227
1215,69,2488.57967221,125752472.28,1069528.82581,92622872.3282
1228,61,1940.13259893,123236332.548,1139220.5884,92612090.4443
1149,66,1374.08058461,125752472.28,1113820.93551,92638504.7774
1059,55,3059.87916692,126042539.175,1184018.73813,92467175.1242
1203,58,2303.50592044,125768705.628,1137786.57981,92682359.3014
1147,57,4078.64670756,154723754.462,1153216.19901,92629001.5621
1270,58,2952.04930705,125768705.628,1135582.74143,92505006.1248
1263,64,3175.01389686,154853386.422,1112398.04771,92614500.8907
1295,68,3047.33771928,142346075.021,1071417.92057,92606089.5692
1239,57,2438.18960927,121089552.824,1166547.20335,92595148.0903
890,54,2673.92039132,123385204.311,1205403.63814,92498615.9462
1148,60,3625.85633821,154843519.455,1131292.76303,92556475.683
1153,63,1610.43715734,125752472.28,1169253.79867,92598636.6967
1184,67,1037.42528737,125768705.628,1121753.80336,92683671.3636
1278,67,2116.51772682,125768705.628,1101598.47597,92495661.8799
1114,70,553.584960206,125768705.628,1104829.31345,92599969.5818
1317,66,2896.12340811,153584491.252,1074350.70278,92616248.5279
1171,72,1273.54959828,154843519.455,1097972.94511,92649959.2595
1307,69,1381.75138832,143496771.37,1077955.46418,92603978.7158
1250,68,2692.39791289,143496771.37,1080216.00571,92597706.8672
1250,71,2544.47381598,153418425.855,1045250.14163,92647787.9514
