n,hit,dist,nabla,sigma,hv
1997,79,3912.34366242,49479512.7286,158320.816518,51000727.6671
989,58,5967.91549369,49468056.8723,206048.841948,50920283.1566
2031,89,88.347945272,49479512.7286,166241.253253,51187554.6695
1865,84,1659.12044889,49479512.7286,175704.657541,51092350.4249
854,59,9251.92976719,49479512.7286,189984.216635,50975621.2774
2305,84,887.941668109,48221134.471,167419.018656,51170153.6428
1516,73,1223.79321019,51523112.2667,181423.301382,51089408.4199
2174,90,313.281923675,44742214.3824,162789.139112,51218200.3922
1493,68,5872.26073873,54593674.5195,186136.10633,50724838.5284
1293,61,3780.90443796,49479512.7286,178721.464751,50850264.5104
2195,91,187.397849471,42004399.139,163721.975248,51210745.4398
1318,70,3460.78852107,50511896.3078,173674.484712,51040313.5057
1141,52,18988.6934536,51523112.2667,207839.991527,50481755.2872
2433,89,382.094340041,51523112.2667,163984.024832,51217541.9484
1408,58,5430.40989457,51523112.2667,191419.752343,51012778.0247
1461,86,511.135359587,48221134.471,166882.328119,51207489.7954
2047,91,332.380319298,54109465.3502,163243.646053,51206734.6572
2398,87,231.793296368,51523112.2667,150344.312796,51216788.0024
1446,80,2031.52908645,51501851.2378,167077.347344,51194094.0145
1987,81,743.657894943,49479512.7286,183484.671795,51085707.7504
1932,90,48.6621253427,49479512.7286,148045.59343,51196171.8646
2089,74,15152.3012692,49479512.7286,199080.814267,50109651.1941
1015,62,3524.26367904,54593674.5195,163706.57613,51117783.4639
2116,80,6568.05322143,51523112.2667,175698.013266,51046911.1909
1924,90,168.487935812,43130412.3272,146783.06258,51215644.7507
1125,63,16217.5946775,49479512.7286,206277.740195,50130808.1946
1960,88,338.213513965,51523112.2667,164081.234619,51217849.6568
1217,65,1717.94576301,49479512.7286,188724.082083,51135775.4057
1432,93,308.388029382,46116858.0652,161375.172949,51215379.8712
1853,92,387.274869513,50511896.3078,162827.807873,51209623.5251
1776,87,587.542005728,49691283.2068,149452.207521,51135846.8956
2057,93,100.268617184,49479512.7286,163151.736659,51224349.0757
1337,71,1071.68653068,48221134.471,176354.261099,51202072.3909
1107,58,15940.6437148,39156557.6267,223024.884772,50031127.6408
1984,82,2151.50000012,49479512.7286,175734.779827,51145222.4164
1166,68,7714.62616957,48330790.1249,209315.950269,50348966.156
2193,91,153.340540744,49479512.7286,165947.190228,51220362.9876
