n,hit,dist,nabla,sigma,hv
658,32,32740.0297065,57012909.1033,299078.040388,50250332.3992
604,40,4192.16990523,41859563.1927,230705.062135,50627683.2716
643,19,14308.5000221,48412264.8419,270188.276105,50698334.4253
582,25,52087.8263191,52458310.1477,345696.889553,49128963.3633
707,42,7308.49345292,46106062.3261,296017.661805,50303261.531
666,37,9151.43044032,50511896.3078,321182.521332,49585095.1606
672,27,7023.0904469,38941270.1251,239538.706069,50176642.5591
676,19,71154.0886745,57217496.2622,257678.614413,49985472.7675
613,33,21682.0625035,39836942.6166,207154.623811,49829694.99
647,30,15673.8904138,50511896.3078,288975.636562,49681366.986
674,39,8612.74324459,45986949.9267,206277.620929,50929315.8005
656,34,11888.853227,46494719.8523,264387.58601,50608265.9231
576,29,7750.25000238,42013140.1308,241452.436397,50557362.7374
553,29,6959.22353325,49468056.8723,253962.347299,50935144.1584
628,23,14459.8953066,53132091.0446,242776.221745,50358672.5743
651,36,4066.7661758,39100485.421,233845.540868,50564005.6385
694,17,19722.4009089,41349865.2569,273760.140168,49566982.9158
631,28,27946.2295938,52025925.9895,239707.805025,50724908.0702
696,24,16113.5833398,45986949.9267,210896.560045,50505341.5816
716,33,18299.5799093,40191138.9932,235375.730963,50278643.0957
685,20,19334.8571464,51511175.5423,283119.518302,50504511.713
708,31,7895.38000548,40290984.0811,238932.979468,50462188.1395
683,35,8577.27363383,49479512.7286,321257.024798,50234168.6092
656,30,9106.970445,42030451.5733,287399.265351,50663341.5626
714,35,4426.24040481,54247090.4744,222976.22865,51043324.0281
723,36,12984.7939973,50511896.3078,322046.720429,49655430.0095
675,36,8302.07286456,38748311.4175,254069.76159,50294814.6285
561,24,25502.4918096,52252670.1632,252234.318094,50237025.8511
693,37,4209.45581503,37875918.3827,247140.517224,50880376.9389
639,33,5628.53465562,42740974.8685,230661.789743,50874164.9911
657,26,8269.2910187,39092050.7726,250761.872956,50186307.0831
745,23,24153.62444,38775962.7514,271478.522969,49914440.1081
739,30,18576.5693804,48495680.1323,218882.616641,50923733.9151
759,34,24139.9386815,40866237.7146,214870.916261,50893809.5417
692,29,21209.8898702,39613780.1969,202476.364531,49644030.5244
613,28,8869.40230145,42737688.5579,252688.647907,50674317.2742
634,24,58160.8716597,51788785.6801,283690.54192,50742665.1051
710,40,5787.42127772,43662130.1009,214086.509621,50938314.0022
790,37,9373.24312089,39976453.2575,238854.829154,50478551.8172
682,24,5929.07191015,47023453.1569,247683.29593,50567427.36
