n,hit,dist,nabla,sigma,hv
791,46,4357.67220101,39621165.1207,185336.625147,51049300.7811
731,36,5712.52423381,42653772.8432,231016.477299,50305156.5389
574,29,13037.8698091,47998879.0015,304191.984966,49457741.4491
835,37,17801.8769967,49479512.7286,253381.815101,49799486.26
808,43,6059.45333404,38924846.2228,222814.028133,50914424.8726
902,43,5073.22176462,35842109.9053,216577.917757,50349079.5682
738,42,9563.38776081,39311254.9819,224615.288881,50308079.9961
686,41,20886.8458348,53070090.8075,282523.756605,50946018.1149
728,38,6567.27322424,40800955.1324,248677.214518,50867320.1691
891,40,15426.6514548,57043155.2289,212579.862634,50940728.4747
796,34,24598.6436399,43370686.5993,247938.48763,49927452.8343
832,42,8610.27542545,46106062.3261,220820.74841,50757601.1439
800,44,6255.60995999,43411650.1649,210728.495248,51008438.3309
761,42,16873.6853982,40432866.2556,245448.591186,49841023.7391
803,43,8410.50207906,39224252.019,192650.087708,50473806.2222
608,33,6055.62621693,49479512.7286,235979.527584,50884167.6821
744,35,9362.33333964,49479512.7286,263298.068726,50357554.9732
872,42,13748.8396669,54161544.1122,230474.034224,50551760.0191
776,46,4119.3632482,46006068.2692,208442.499492,50988883.6352
845,27,20716.1527814,46063520.4675,254749.152096,50395429.8091
804,42,7142.91739139,51951322.8892,222145.182072,51071443.8809
742,24,67107.8118298,45042754.1883,299856.140004,50913147.3506
785,43,5742.10729749,49479512.7286,212709.612947,50850511.0781
570,16,17644.0245435,41559367.7042,268740.031076,50251303.2111
402,14,24441.0808847,49459095.7293,381323.600464,49769863.954
628,34,13451.8366381,48209940.532,204985.82057,50402923.5376
859,27,25585.12414,54125377.9425,241688.615702,49911939.77
774,41,17292.6749141,51523112.2667,214719.424379,50341474.5256
882,44,3515.91987618,39630543.8908,222840.544888,50501797.4554
850,37,5141.52709452,42971912.2947,228379.230955,51021346.7311
818,37,14813.9923743,39132873.2387,258556.226891,49999730.5773
675,29,24356.3280664,42653772.8432,257321.204446,50164433.5517
824,43,11380.4206685,49691283.2068,259087.234731,49760764.0144
834,45,11241.0463368,39156169.5198,228430.44543,50783700.3913
844,33,15238.545456,48330790.1249,228015.307689,50535732.1011
727,35,10349.1674448,39836942.6166,242372.883844,50336639.137
786,44,7774.88936408,41104972.0969,222064.770438,50663516.0969
846,42,4811.1709412,36347385.9847,212346.956853,50783275.3161
