n,hit,dist,nabla,sigma,hv
1650,82,1710.03151962,49479512.7286,174037.352254,51175774.8492
1865,83,570.149296353,42766059.4419,169126.570286,51179871.2334
1811,80,820.388889616,46494719.8523,170877.400598,51189690.8892
1515,70,6761.19219284,50511896.3078,176197.733044,51133068.1315
1723,90,193.782258316,51523112.2667,163794.91867,51216262.2197
970,58,6300.0183829,46116858.0652,245632.468363,50275824.6171
1774,82,1236.78048828,51523112.2667,167017.689859,51192020.0505
1522,74,6319.67742016,51523112.2667,185912.711088,50766719.5422
1781,83,386.974138024,41859563.1927,170840.740432,51203585.2757
1809,64,5408.43750052,49479512.7286,164641.309831,50965412.9812
1305,73,1454.18944253,46063520.4675,181491.872467,50979027.694
1489,85,180.068182024,39846345.3732,169668.199381,51155827.0523
1749,73,15723.9671732,48330790.1249,199412.538782,50166099.9226
1619,69,1324.28706655,50511896.3078,179021.81272,51185557.5311
1662,86,245.432961056,49479512.7286,167261.388146,51216202.4338
1447,77,1768.87536326,49691283.2068,173073.687079,51110167.8446
1201,65,17294.5505336,49479512.7286,204721.787162,50140389.4432
888,45,17318.5416673,44322216.2155,203622.072375,50561674.8905
903,49,10170.8146913,54593674.5195,209050.215504,50239170.5147
1551,73,1915.90536307,49479512.7286,182297.576465,51115340.9736
1702,75,5107.59763335,39976453.2575,184679.74213,51040437.3117
864,42,15765.7819569,42002533.6276,260523.751262,50027555.5569
1646,82,1450.09239168,51523112.2667,170743.201384,51158592.2291
1743,78,1885.86390568,41355541.4784,172615.788343,51089546.9506
1606,77,1382.70392815,49479512.7286,175157.167986,51182459.0763
1982,88,612.730978696,49479512.7286,164693.219367,51204012.8974
909,38,21740.0977468,51523112.2667,243649.890115,50158326.1098
823,49,4151.98718119,46116858.0652,224121.738071,50863955.502
1715,73,12567.1871667,54247090.4744,158991.766814,50076849.4725
2083,81,1742.78551587,44078914.8603,166876.808793,51162406.8272
771,43,11605.4508206,49479512.7286,263866.641529,50643538.4232
1626,76,533.946875013,49479512.7286,177245.471758,51196763.3326
634,19,15219.4166712,45348270.5567,280528.25132,50422891.8214
1597,74,803.898412738,39353495.4946,194098.862829,51066420.1904
1727,76,411.092024641,43769207.3212,176031.847329,51194891.6675
1599,77,1274.27678605,48221134.471,174820.194307,51143649.7183
1629,76,2657.42642882,49479512.7286,167487.547657,51102669.491
801,39,13816.2008516,54247090.4744,254833.218622,50424921.5582
1904,78,7773.16310223,50511896.3078,151422.18892,50871708.9958
1283,50,12588.6853164,50500156.8411,179628.464587,50764458.8264
536,21,14302.4971127,42401353.6882,315678.994404,49987168.2043
1884,80,838.029239964,49691283.2068,175216.761897,51152147.5961
758,29,23650.8404267,44218557.362,300935.271785,50231074.0918
1687,86,238.625698393,49479512.7286,167770.994398,51212090.7978
1685,88,151.079890259,51523112.2667,167125.475495,51214253.9629
1778,76,778.847762586,43662130.1009,173293.634751,51170274.1346
1571,87,391.325137438,49691283.2068,165319.966634,51205023.0398
905,45,12890.2331847,52025925.9895,278109.742175,50619320.6499
1653,80,1154.85269281,49479512.7286,168412.468091,51160826.2209
