n,hit,dist,nabla,sigma,hv
712,33,8652.06417165,42013649.1611,242062.638294,50901575.8706
727,27,16714.4757308,40988500.3389,245563.131778,50677208.336
688,44,5220.94937036,41956626.0398,213050.831896,51026898.5434
665,25,11519.5900028,51523112.2667,209622.370076,50943111.2609
697,28,8844.10101098,39766084.1194,260372.149407,50695466.1162
727,31,16017.4796546,43332091.8248,233638.670652,50343266.9886
731,40,8086.11157154,39714880.0559,212651.590275,50824709.9805
737,30,23868.3939105,48293124.8546,259490.679408,49238936.1255
690,27,23403.2900499,37875918.3827,202747.286434,49839049.3211
715,40,5822.02401926,51523112.2667,218010.660423,50590380.7153
741,30,20323.584037,39314546.3208,284590.873779,49747295.5208
711,22,19786.1188129,41570859.9607,212381.69134,50489255.4043
791,38,7869.92015455,41235011.2971,205976.257599,50437698.6446
460,20,15570.1503348,42275078.3825,249210.459985,50522051.2845
705,30,18154.9594629,39321762.8136,271252.872997,49901843.1059
753,31,25409.3416683,42401353.6882,265509.507959,49838809.2597
635,28,12267.4756773,44418565.5237,247179.598175,50650479.5399
762,39,10617.9570834,44271782.3984,222274.721457,50647393.6709
511,26,68853.1860473,58628004.8127,338821.166898,50939104.4216
663,30,6621.606384,53028478.327,335222.734604,50311329.2233
661,19,52269.3223704,42144780.5452,369200.453704,50722715.323
638,26,8837.65001844,41764677.0317,230383.227764,50763210.5368
686,33,13186.8000032,46434016.8392,272097.372105,49853314.6607
684,43,7651.90946886,41859563.1927,207672.202862,50782560.5355
743,35,11896.2624458,50689849.9831,221887.598525,51010677.1563
697,16,32707.1658439,39846345.3732,294096.655761,49187131.7409
642,31,21601.0991436,37720191.3194,261789.609083,49923733.6192
736,30,15719.7663581,43380179.0351,231340.877566,49632790.9779
684,39,7067.92713379,39425608.9411,215913.577327,50250840.9976
697,27,24643.5957462,46116858.0652,273923.781736,49942810.182
673,25,21413.5353552,41993988.1678,231942.992977,50253753.117
654,32,16682.4734563,41588361.378,231804.691511,49790198.2979
698,19,29071.7087418,42839357.324,277981.944253,49903360.8932
746,37,6030.59728686,38713995.6336,236605.451796,50629319.4947
765,35,7224.40845667,46305015.5252,223253.662058,50340559.8646
690,37,13566.3905597,46006068.2692,215502.282895,50313186.2386
673,30,8019.59162568,43551387.1032,231930.567895,50887168.1458
707,34,8776.82722781,46006068.2692,236815.538129,50443344.771
709,31,6361.41799044,53580319.7903,239160.134994,51006618.4485
679,33,22527.6350733,40811595.7864,254740.339322,50649194.8677
706,19,11040.0909115,39413751.1249,272188.865152,50393051.4593
724,25,23798.413958,51523112.2667,237102.342909,49904297.4753
674,42,4678.36522301,50511896.3078,213540.63759,51020096.5681
757,37,17944.9054098,57062964.8898,226235.346249,51028775.4291
671,26,16004.5748884,49468056.8723,218674.911029,50094226.9115
679,39,6765.36244643,46097604.2184,262241.12203,50462262.8742
653,22,15457.7253316,52319675.8587,218844.406569,50823980.8738
800,28,18510.5420315,43598130.5892,278226.134766,49877023.2026
806,36,4354.40740842,54138002.4273,216167.862522,50925809.8947
657,32,9157.11792662,38759617.7334,228809.149316,50508112.357
738,30,16812.953127,46551162.232,242879.294309,50866598.3753
727,37,12112.4453786,41656237.7093,254579.175468,50575323.6365
757,45,7406.42971968,41384546.6863,202724.363045,51002112.691
681,37,16459.1354612,42274718.6971,232653.513348,50317398.3786
741,35,20472.4309025,38794124.2881,263334.615279,49906075.994
741,20,21955.0878073,42108060.1691,218968.503432,50617661.0286
817,27,17174.3543739,40931394.5021,225112.654247,49811888.6846
717,42,3684.56306335,38712770.651,219743.382433,50886075.1639
802,37,7125.60000164,50511896.3078,253489.062712,50720692.9812
662,27,17215.6702722,48330790.1249,261788.426818,50568456.7773
727,29,43632.3113235,47827061.0242,278174.49046,50741149.9711
734,40,7862.76777337,35145038.4778,248935.494731,50743209.0169
776,28,3668.62903483,44746357.415,252829.791827,50640726.6255
564,23,17770.2864881,41384546.6863,269572.247211,50380626.1598
800,38,16773.6305289,44883729.0437,256682.535844,49621710.9892
569,27,9020.58290065,44404265.5618,240576.315168,50131192.3198
804,37,16144.0043874,42755625.7993,242749.467046,50116812.1143
727,23,14118.5241037,47034543.5806,209632.738647,50764546.6586
686,27,15739.7359577,48495680.1323,260708.603243,50725993.0441
734,36,7735.65065619,49415732.6755,213719.728575,50954918.2929
720,25,11438.5765336,50511896.3078,233089.70293,50921132.0124
725,25,14907.7450993,44125662.2423,245910.734876,50491276.1006
725,42,13149.5062778,44303549.2999,218180.294142,50721525.3457
782,32,19547.8151352,48221134.471,248429.870708,50145405.4555
685,27,16999.2916702,42129713.2321,331263.06901,49836213.4419
704,28,12831.4883738,37886925.6608,310857.453722,50316054.3999
664,28,6639.60274354,42401353.6882,266206.69294,50366716.449
534,29,10095.6704561,48221134.471,257350.409801,50712595.9517
727,28,7524.66842277,39121289.5586,254656.726427,50541291.1565
667,41,14848.0609777,37729151.8184,259746.776553,49947185.1739
700,28,24258.3781551,39314546.3208,217441.721002,50487187.0439
737,32,8389.70213158,42816625.8087,218238.648545,50884441.0163
632,27,19363.8657462,43130412.3272,239488.824471,49588375.528
680,24,5968.70225234,39846345.3732,237558.125128,50949044.7186
697,28,27363.0326555,46116858.0652,253630.016455,49943672.2092
774,44,5520.48819218,42942545.8993,208034.823887,50795707.0445
652,39,9059.23767077,48221134.471,198273.904523,50947641.8674
732,32,8835.88718046,49479512.7286,215072.190119,50663780.7306
736,33,9727.21962779,38813574.2941,207996.138318,50732349.022
732,37,6911.95041603,47023453.1569,202217.756479,50839796.8594
699,30,15468.4476203,42095144.3034,231142.761808,50745468.444
626,41,6247.19742775,41849766.0183,244316.924409,50460830.8602
793,36,12825.9871799,41859563.1927,216729.839759,50386235.5106
689,33,5451.07246538,42401353.6882,228793.279599,50686362.6586
699,36,10599.8358216,39976453.2575,230798.986008,50898917.5942
640,30,4816.75824631,44939256.453,238723.300539,50809077.9469
570,17,25411.5820158,47391231.1436,279988.54993,49383154.0582
691,29,12427.7727291,39647191.8399,253444.010505,50946915.1462
364,9,67470.5588376,41833378.9525,288137.438537,48933716.1024
644,26,13210.916688,54176741.7215,323517.083285,49537010.6937
