n,hit,dist,nabla,sigma,hv
1852,74,1512.29503466,49479512.7286,192635.449038,50780195.204
2132,86,633.38121619,43769207.3212,150506.817054,51179194.757
2222,81,4664.48342583,49479512.7286,186277.605149,51020855.7594
1622,81,1886.41399472,49479512.7286,175512.602574,51078230.6479
1244,75,1079.40240383,51523112.2667,172833.087525,51145097.2465
2009,84,251.675142098,38813574.2941,170695.540209,51194408.1498
1840,86,989.03013704,48330790.1249,150853.785065,51183610.8771
2180,81,11955.2666679,54138002.4273,142250.946142,50970798.4236
1094,63,15496.8908073,51523112.2667,216506.263577,50195697.572
1320,59,5025.92413893,42635387.4535,242867.578062,50572067.0765
1698,80,1337.98873333,49679764.6177,171259.512874,50937288.7759
1701,90,194.363387997,49479512.7286,165656.10482,51218012.7946
2132,77,6360.22005668,49479512.7286,158679.45497,50718854.1963
1953,87,1257.49442248,49479512.7286,166853.258048,51213470.9002
1971,73,3266.39628489,42766059.4419,182931.484637,51033095.6179
1525,59,12322.0588295,42971912.2947,186661.75222,50549736.7868
580,22,24802.4886441,50707387.0514,231056.277302,50839160.8892
1043,66,1874.98376752,49479512.7286,185327.11183,51111474.1949
1999,83,846.801152937,49479512.7286,171676.193954,51142068.3768
1432,83,371.039661257,49479512.7286,170845.0641,51183665.1133
2094,90,82.3643835972,39121289.5586,165101.546243,51209633.4655
2082,83,2071.04076121,51523112.2667,149469.898684,51197588.0574
1517,76,5313.13235337,51523112.2667,169689.230099,50888909.5409
1334,70,18594.9846957,49479512.7286,157523.63839,50306718.5106
1434,85,179.299711823,49479512.7286,171140.865786,51219173.8896
963,60,4782.26369969,49479512.7286,170719.806795,51064937.8495
1808,90,756.450000149,49479512.7286,162397.445179,51217093.785
1883,86,298.592068077,49479512.7286,151186.963367,51209460.8868
1574,68,4909.95136822,51523112.2667,160693.857884,51117114.92
1708,86,634.348066379,49479512.7286,167054.891521,51188204.1556
1862,81,867.521866102,49479512.7286,171027.37564,51173503.4756
2401,88,323.815427302,51523112.2667,150330.782782,51214625.4998
2073,87,4819.19582254,49479512.7286,162998.009798,51151548.0951
937,43,19730.9664461,48221134.471,231209.583795,49992827.7413
1272,56,6407.1114769,39314546.3208,209188.336176,50834863.9851
1136,70,1947.16666828,40878298.7436,158908.763275,51040331.2961
1532,87,264.440111544,54109465.3502,150557.367158,51209041.7804
1920,80,1325.69969988,49479512.7286,190782.778223,51005247.5857
2525,88,1017.97074515,51523112.2667,147142.191246,51139877.2957
1238,59,1854.83636555,46006068.2692,183180.108362,51032151.9049
1417,73,50673.7463129,61331470.3809,239111.965757,50864565.0582
366,18,11720.016261,49459095.7293,485228.28186,49558236.0413
2144,86,933.13114827,46116858.0652,151699.171405,51185158.9393
2097,84,387.950876541,43769207.3212,152636.833123,51203052.403
1319,76,1460.27217226,39805218.9359,177330.626831,51160496.896
465,19,19366.514289,42971912.2947,290370.797389,49495719.0339
1850,85,3190.80106976,44742214.3824,147504.17826,51179354.7245
1298,66,2207.2839126,42021389.1392,177885.876455,51159914.3258
1450,78,2776.92352964,49479512.7286,182829.414121,50713151.6687
1899,91,127.363388065,48330790.1249,149699.412044,51177014.6845
1813,88,133.284530833,42031257.1927,150092.751082,51202332.1791
1920,92,241.511811332,49479512.7286,161959.244946,51218281.8586
2237,87,284.428969431,46647396.1656,150488.198681,51203264.6819
1821,85,437.540854374,49479512.7286,169050.015959,51215314.1924
1212,67,15634.4539371,52025925.9895,206211.582496,50941506.5553
1759,80,8681.72677619,49479512.7286,173252.782345,50874615.4218
2069,88,736.243386565,50511896.3078,164643.456785,51205928.4888
1722,79,5195.69452469,51523112.2667,183596.130382,50948117.5245
1986,75,9130.94150467,49479512.7286,180970.680195,50481147.0113
2180,83,734.954545852,49479512.7286,153036.299061,51178116.9189
1682,83,336.392550566,51523112.2667,168680.202934,51206999.1712
2159,88,517.86575371,49479512.7286,149428.061132,51145905.8182
988,27,23080.1232888,42270715.3111,251641.103016,50547353.6836
1802,81,3401.88825313,49479512.7286,160336.715134,50733187.043
2021,85,383.185915726,50511896.3078,170148.495596,51174555.5685
1064,59,1579.09629644,49459095.7293,202534.868169,51125667.3757
1829,82,2510.97471964,50511896.3078,171103.067612,51008164.4397
2422,91,268.098930642,49479512.7286,147186.605585,51218114.82
1357,71,3073.95092078,46647396.1656,189080.30345,50966605.3311
2286,90,377.608010399,54593674.5195,146838.226642,51203960.795
1991,89,286.683060162,48330790.1249,165311.790122,51201611.845
1637,86,997.364131192,49479512.7286,165410.004194,51190678.1065
1850,85,372.406594042,49479512.7286,166374.661634,51186621.2314
1106,70,1652.05144699,43388869.913,180592.171213,51128565.4744
995,57,12781.5312519,43750973.4564,194780.943984,50131899.4905
1955,90,140.137466446,49479512.7286,164867.18963,51199071.9787
1022,44,11074.752014,49479512.7286,264475.948821,49889383.4244
1980,80,4793.63865567,42031257.1927,187053.198971,51002693.5073
2003,90,178.90736587,46006068.2692,148073.530425,51210828.7358
1121,68,10270.2432446,49479512.7286,223382.449779,50274821.6507
1712,59,2303.03180241,46063520.4675,188546.403718,51150176.9283
1348,69,4829.91250082,49479512.7286,186455.450831,51060161.654
1819,73,1384.44610859,50511896.3078,174820.436136,51086524.665
1918,87,805.802667151,54247090.4744,164408.773765,51194163.2637
1091,63,17577.872161,54247090.4744,211460.858059,50127088.5369
2013,77,832.756097665,49468056.8723,187357.311506,51058551.2947
2022,88,633.454301167,44746357.415,164045.71711,51189866.3102
1961,81,3224.70523481,49479512.7286,150163.035821,51180343.3084
1387,81,1773.27873575,49479512.7286,171829.55895,50999903.1483
2078,85,906.608696361,54247090.4744,164747.544074,51199702.4114
1424,74,13806.2480628,39067070.8773,178048.253638,50538735.8548
1320,86,592.258242562,51523112.2667,149456.858771,51200621.1873
1868,85,620.282976262,43608359.7798,151395.915353,51201549.9097
1080,61,6565.40803855,45300609.3563,186221.514438,50600499.9316
2208,86,4166.70460726,49479512.7286,167552.984519,51140584.6021
1089,59,3890.98382124,39311254.9819,181650.104474,50997928.8094
2358,88,207.84426251,49479512.7286,148954.036455,51194833.2571
735,29,16517.7018529,51523112.2667,270862.943126,50575586.0158
1549,78,1876.93239449,51523112.2667,153267.412868,51181355.4443
341,12,43159.4846256,47252548.3742,376128.83496,49351827.3402
1013,50,13816.0762224,41646438.2153,188876.180176,50652883.8889
2356,85,1360.00546471,49468056.8723,166167.560988,51198410.8324
1911,82,933.194767711,39121289.5586,158698.237511,51058298.3085
1781,84,2018.89635911,51523112.2667,169247.088447,51179754.3256
1646,89,1382.79629646,51523112.2667,162850.155666,51206871.5799
