n,hit,dist,nabla,sigma,hv
1889,93,432.667535611,54593674.5195,143942.946565,51212435.2525
2648,93,81.8266668006,49479512.7286,163327.860769,51218957.7504
2131,92,98.3360001468,39331499.6851,163892.417779,51211547.5151
2119,93,306.169271059,50511896.3078,145219.224107,51219293.2457
1418,71,1918.11180133,49479512.7286,181245.728432,51089732.1792
2598,92,662.096000078,49479512.7286,163073.430153,51211561.2712
2045,79,6390.73521164,48330790.1249,181770.288282,50644202.139
2811,91,416.057895037,49479512.7286,161717.276044,51178753.8262
1249,87,580.182825664,49479512.7286,168326.221519,51210089.6373
2257,93,343.870712586,49479512.7286,149140.656524,51184330.233
2443,92,53.398936186,49479512.7286,147152.285758,51223765.4531
1508,69,1277.36092758,49468056.8723,191567.814692,51128645.4662
2259,94,127.266318791,49479512.7286,145480.470324,51218446.8336
1054,56,17063.7682945,43100937.6151,221530.099793,50059273.4885
2552,88,233.468319564,49479512.7286,166421.081245,51179259.8262
999,59,7507.97689829,39440217.9838,196761.49158,50960836.9711
1035,67,855.443299298,49468056.8723,178208.957053,51042145.6673
2392,85,400.881690496,51511175.5423,168946.899632,51203964.8795
2545,94,964.147668396,49479512.7286,160667.347698,51204663.1428
2348,93,113.115789568,49479512.7286,146405.252005,51224372.3085
1681,80,841.363372352,43451421.9569,173076.047105,51193148.8596
2281,97,0.0,49479512.7286,160090.8797,51228389.1214
1703,77,1039.22222391,49479512.7286,171502.339173,51179722.6138
2268,84,4345.71708685,49479512.7286,182264.851577,51030746.9403
1426,75,18055.3844302,49479512.7286,147654.269813,50170715.4809
1142,69,1741.71519136,49468056.8723,178187.381289,51125170.5086
2365,95,371.716120928,48221134.471,159351.007286,51222442.8952
973,45,20550.8414259,41533748.1447,228455.124053,50079555.5751
2069,95,43.7086614178,49479512.7286,145685.394798,51225963.9889
2612,91,79.7780748808,49479512.7286,163339.898361,51197402.1751
1108,74,829.253918682,43662130.1009,178619.538098,51150627.1365
1646,73,17266.2860695,54593674.5195,146570.088623,50152551.5237
2188,91,133.613941034,49479512.7286,147403.422334,51219100.7909
1434,57,8122.12121374,41859563.1927,204699.199659,50643805.9428
1706,74,1958.51543255,44742214.3824,175943.04595,51175972.9073
2432,92,331.868984092,49479512.7286,146832.997323,51194403.8516
676,39,9464.09788661,38712770.651,212018.083806,50518263.7831
843,57,2849.60072078,34924640.8678,207758.76709,50796287.1075
1176,79,1699.03869057,49479512.7286,160191.936305,51164259.5688
2673,94,129.748031515,49479512.7286,161774.903413,51220238.9174
2375,91,457.693767073,49479512.7286,147786.648078,51182398.1938
1918,79,13264.2182758,49479512.7286,200658.116426,50274830.6223
2057,91,330.968254176,49479512.7286,162479.591503,51217998.8377
2816,94,441.981958845,49479512.7286,144282.846349,51215522.6384
1150,60,17488.2628591,49468056.8723,212087.219789,50143674.4286
1797,90,533.153226723,49479512.7286,164697.268595,51208030.6206
2375,84,3892.56232689,49479512.7286,169574.620063,51046879.2057
665,38,5673.59070002,39836942.6166,218960.068329,50823272.0026
1780,91,773.078947394,49479512.7286,163008.257044,51205265.2474
1648,73,16891.9821912,49479512.7286,168448.657985,50196325.4342
1364,76,5501.86206925,43130412.3272,187597.48299,50806743.7016
604,25,8150.70811175,47134610.7856,244362.393264,50605524.7453
1030,72,2396.24127048,49479512.7286,189311.512352,50941040.2507
2407,94,226.274151445,49479512.7286,161385.672361,51225061.7769
1346,63,4200.17763225,50500156.8411,185681.489646,51066869.4549
1806,88,162.314207716,49691283.2068,166013.308217,51215753.1095
1306,72,14777.4727287,51523112.2667,212923.30869,50293678.0652
2825,90,645.300532006,49479512.7286,163858.779211,51208496.907
2467,94,107.362204817,49479512.7286,161415.848732,51216613.8232
1594,91,459.30367363,44742214.3824,161830.085162,51212532.5647
2426,88,408.046195953,50511896.3078,165306.689827,51206430.3643
2558,94,458.529870436,50511896.3078,160500.533288,51217163.9775
2493,93,475.548060564,49479512.7286,161024.451674,51214540.5749
2259,94,37.5669293009,49479512.7286,161834.644988,51224704.0578
1086,57,17549.4076266,49479512.7286,215962.04398,50096099.0677
2363,93,552.184896138,49479512.7286,144541.978465,51217519.4589
1148,48,3197.72800132,44746357.415,208475.016761,50885588.9023
1902,84,542.756447133,42031257.1927,152181.041241,51165143.3689
2051,90,170.535326089,49479512.7286,164805.697761,51224449.3086
1715,85,2596.12568332,49479512.7286,147481.869897,51171831.2392
2526,94,72.8586387726,49479512.7286,161624.137489,51225772.4508
1984,89,153.768595125,42653772.8432,166049.770167,51211275.2145
1626,64,2175.79725153,38775962.7514,191809.516049,50935394.7309
1252,71,11734.1085726,49479512.7286,220881.980884,50077524.0842
2362,81,1312.43390809,49479512.7286,158502.754805,51092828.3698
2399,92,426.564643856,51523112.2667,162790.290516,51221242.3078
1956,82,435.548850791,49479512.7286,171611.103103,51202442.9892
1217,66,1479.64745778,48209940.532,168232.035559,51160555.6047
1472,69,1148.31699386,49691283.2068,163872.939018,51148329.6373
835,48,9392.50588469,49415732.6755,230961.825564,49751656.3042
2193,92,339.818421185,49479512.7286,146564.728735,51215285.4567
2424,94,150.528795877,49479512.7286,161871.242372,51219837.9012
2649,90,422.609756216,51523112.2667,164256.987309,51187180.6583
1421,66,2463.18060258,44089218.7191,189930.582407,51152976.3954
1876,75,9354.81428605,50511896.3078,181315.008794,50790809.9531
2394,89,459.454054364,42649054.7943,147411.216254,51201255.651
959,45,6093.45313675,44414753.1627,260387.231668,49831807.5764
1064,70,2343.56211266,54247090.4744,161145.641935,51135398.4501
2094,73,1759.43631629,49459095.7293,205758.983634,50990623.0156
1713,93,311.229974414,49479512.7286,160574.068996,51219791.6553
1337,73,15995.7435914,49479512.7286,199928.34096,50180424.4424
1038,70,7825.79012371,51215266.4784,185742.032427,51080927.5209
1443,78,15306.5148522,47527246.5146,192604.200362,50424504.9485
1910,82,5242.5247255,49479512.7286,173067.397968,50772546.0727
1403,78,11923.9354011,49479512.7286,199051.978091,50436619.8156
2390,87,273.207183406,44746357.415,168453.850428,51192547.6964
1425,82,1533.85754199,51523112.2667,173396.713202,51120115.8659
2278,90,349.289124772,46063520.4675,162846.920385,51211169.8356
2409,90,488.318068195,49479512.7286,147788.066172,51215097.8216
1124,49,20105.6533863,45300609.3563,221758.509936,50109274.1081
2578,92,682.049738547,54200838.0344,161307.832993,51213097.7409
2268,93,271.884210545,42817264.9199,145441.158676,51209879.8695
1444,88,372.850957483,49479512.7286,164307.594206,51215767.0711
2524,92,314.973753552,51523112.2667,162369.226527,51219542.2159
