n,hit,dist,nabla,sigma,hv
1637,79,812.64071904,51523112.2667,183151.927541,51109945.249
1589,79,924.481385052,44742214.3824,170849.232176,51193398.8064
972,43,5085.23109491,49479512.7286,210833.708678,51042919.7025
1083,63,7433.15806651,40596366.9907,193398.807696,50829316.7749
1314,63,2007.17204305,49479512.7286,234950.481797,50956754.1406
1523,65,9592.63692329,49479512.7286,212388.70727,50550142.9045
1792,70,7659.71988038,42653772.8432,220661.65958,50459301.5609
1496,72,4263.644172,49479512.7286,181459.121543,50952511.7775
1421,69,12067.5142048,49479512.7286,156459.806747,50921338.5592
324,11,18302.3333365,54275155.1156,332738.951145,50157623.2929
1570,78,3711.46312701,42653772.8432,178381.043301,51129211.7375
1678,82,730.014409501,42401353.6882,154715.405721,51145779.1366
1277,66,5079.48220155,49479512.7286,188169.393745,51032364.3142
1881,75,7137.47953366,38775962.7514,192115.955125,50644242.2403
1884,81,393.199422295,42013140.1308,171718.933932,51196267.5102
1328,73,3354.04971736,49479512.7286,183131.902934,51001589.6235
1687,79,343.118694738,49479512.7286,177104.43378,51035130.2002
1864,82,1444.1318053,51523112.2667,169653.803118,51175469.7833
1514,74,6584.15542542,54247090.4744,195054.414922,50935648.8926
1286,65,1689.26266048,51523112.2667,182450.849942,51135548.6027
1531,72,6279.55043265,49479512.7286,162664.570825,50982774.125
914,64,2531.39007108,49479512.7286,203327.93508,51094368.2677
1600,77,1221.66862213,49479512.7286,173303.684328,51134815.0154
1476,77,294.702454869,39314546.3208,176999.302648,51151376.157
1973,84,988.801676178,49479512.7286,151626.249632,51152246.626
1180,69,6883.49691496,49479512.7286,188482.542348,50875918.1388
1480,68,8513.48780603,54200838.0344,190984.383761,50660231.19
1373,80,1039.92082183,51523112.2667,172809.164776,51195325.4655
1370,66,14171.638419,51523112.2667,220646.2189,50089316.7842
1550,81,824.095375849,51523112.2667,155930.339101,51204742.94
1479,82,542.676136449,49479512.7286,154555.467931,51211155.5139
830,42,7524.77375682,39129730.5157,196409.197731,51070654.9232
1480,82,616.257880076,51523112.2667,170278.020412,51188450.9073
1480,67,15395.2237216,49479512.7286,206994.861545,50122750.2057
