n,hit,dist,nabla,sigma,hv
1884,88,1731.80533366,50511896.3078,149112.244416,51164364.0781
720,21,18579.7159152,41859563.1927,358593.359717,49169696.2124
1244,64,15584.3104493,43130412.3272,225696.14162,49972936.9764
801,33,14593.0526329,42653772.8432,230605.706917,50757695.5767
1546,79,8471.17983732,51523112.2667,189389.985637,50959585.7661
1584,78,14557.5658625,50511896.3078,142983.138311,50618346.1324
1798,90,286.91223431,51523112.2667,162488.277179,51216720.0024
1933,83,1638.87228281,51523112.2667,166096.801919,51163178.1239
1983,92,104.104278351,50511896.3078,163439.408081,51190124.2934
1040,52,5698.14814923,42004399.139,179885.442592,50982186.5517
1003,42,4123.03509231,49479512.7286,230528.894816,50772477.0052
1885,80,6831.05292729,54593674.5195,175546.046027,50742494.5446
2008,90,783.40519559,49479512.7286,162532.964659,51194781.6947
1620,72,2358.51702828,49479512.7286,177283.33484,51153543.135
1231,68,2519.03858527,48221134.471,181299.731073,51093028.6106
1858,86,2624.34959623,43130412.3272,164174.00914,51037193.248
1830,77,10765.9081378,42817264.9199,168079.862582,50292826.8761
1728,84,695.081006053,49479512.7286,151331.080153,51193422.3488
624,28,10624.8571438,41384546.6863,247236.990818,50762684.6782
659,28,88765.8833355,47214819.9754,360796.046664,50259831.0115
1781,89,406.327077952,46494719.8523,163838.950932,51209887.6906
2076,87,431.890710837,51523112.2667,164747.573488,51215175.5237
1777,90,108.726287334,49479512.7286,165047.134856,51220189.1676
1882,82,1288.60606109,51523112.2667,168464.30661,51160381.1331
903,52,2198.49412123,49468056.8723,213063.782759,50998805.8386
1880,84,1218.05352146,51523112.2667,170645.410933,51178646.1834
1714,81,4049.46005587,51523112.2667,172866.242822,51055232.1386
1626,74,1221.77177259,49479512.7286,173208.843399,51172581.6537
1056,46,3611.02146245,49459095.7293,239491.179128,50740321.1148
1424,72,1172.43365705,49415732.6755,189361.603767,50923414.5551
1509,74,1257.00619236,49479512.7286,176284.120563,51184901.2028
1842,75,2864.99427073,54247090.4744,153246.456762,51116286.6072
1207,55,8333.46503522,49479512.7286,216587.088455,50799607.0497
1961,76,14467.5681239,49468056.8723,173688.800325,50740557.2194
924,57,5276.73867879,46494719.8523,209545.967515,50750446.5059
1664,76,1078.37048246,50511896.3078,174368.025077,51141443.6725
1792,87,2178.4407714,51523112.2667,168853.317269,51184182.542
1939,84,723.310734796,39331499.6851,169040.913069,51159656.5633
1207,64,15378.3370197,51523112.2667,208117.363084,50158642.133
693,35,14401.9500018,41859563.1927,224611.948188,50246389.8259
1537,77,15454.7916683,54247090.4744,162582.76969,50270233.3669
1477,85,823.147727279,49479512.7286,169115.538591,51203682.7982
814,38,8986.46634654,41367163.3109,260977.646783,50706650.7007
973,57,3990.08794991,41869139.83,186356.323512,51013554.6417
1681,83,1654.31564255,40514575.6731,167889.693885,51168449.8036
810,31,7422.25641292,49468056.8723,293755.080064,50169120.4807
2031,87,440.925619847,49479512.7286,165758.473365,51210515.2695
1949,84,558.438596555,39353495.4946,173552.955895,51146837.9718
2044,83,1537.92032979,42942545.8993,165856.536074,51193037.1563
1063,64,7495.9519248,43130412.3272,194010.849903,50454854.3812
795,43,36216.1396239,45705343.8076,216590.778521,50764051.6097
1704,89,333.863637196,50511896.3078,163602.726756,51210618.2696
1800,80,4122.91329498,49479512.7286,175622.317178,51027911.8355
1845,78,15932.1995019,43173993.015,187528.621679,50391715.1221
527,27,4027.40606512,46345209.5903,254132.315437,50863688.6173
1030,46,8077.21875115,46044279.3352,188727.85964,50831305.6171
660,31,10672.1136464,46586593.8077,329526.263311,49477282.8279
1571,88,715.528302155,49479512.7286,166186.766991,51197465.493
516,19,17820.1479298,40843295.3789,215379.602529,50413835.7443
1736,87,1010.13600011,51523112.2667,165208.882703,51197430.4073
1018,66,2204.51020445,49479512.7286,193320.686212,51028935.7597
1124,61,2466.04562908,54593674.5195,237470.261681,50798362.9012
1215,61,5896.8229512,48221134.471,197834.751056,50392505.3857
1657,78,2645.17391351,54200838.0344,169492.242597,51159636.2391
1912,84,643.780899119,54198191.061,169592.297979,51166620.7878
1164,66,17024.5054962,44089218.7191,208391.320486,50163662.4294
1706,80,9021.13350991,49479512.7286,162269.817134,50984759.086
2113,85,378.330556021,42766059.4419,166733.825612,51199142.6036
1446,64,2677.20655752,48221134.471,163615.770884,51120506.7964
1835,92,166.192513436,49479512.7286,163285.300774,51221913.2367
1159,73,8606.85674437,49479512.7286,193270.939547,50367565.4081
1905,82,1914.48985521,39121289.5586,157931.954989,51028734.2215
1635,86,670.616438613,50511896.3078,166099.786292,51205172.8492
2054,79,1203.86000989,44742214.3824,154127.916947,51171990.2238
1823,86,712.45098077,46006068.2692,152085.431284,51108109.0962
823,29,31401.5741492,50490980.6334,168028.084335,50004066.2437
911,55,38856.9141009,58628892.8556,235557.32076,51174754.7137
1955,79,10680.0211647,49479512.7286,174585.455539,50511818.4795
1489,59,10211.8674827,54593674.5195,220762.389167,50493359.3321
1218,69,12928.13143,51523112.2667,221461.522727,50503164.8952
1972,82,2475.43503816,49479512.7286,160690.999363,50867689.1726
