n,hit,dist,nabla,sigma,hv
1258,59,2443.6070188,38775962.7514,171035.718165,51150759.6602
1295,60,3331.21710744,43848984.762,196959.405688,50894625.3352
1287,66,4273.49346662,40136412.8429,165905.525215,51036189.2545
601,17,10532.2170563,44362053.2795,316560.996608,50635436.3474
1257,64,3393.21865201,38730331.7243,190390.66056,50917184.3891
1043,63,2379.63763262,42635387.4535,190100.9789,51145533.8636
1167,63,2852.69550236,39129730.5157,172026.279819,51072151.7091
1306,60,2327.11846793,42031257.1927,169232.724498,51106616.7056
1263,64,1206.5103453,39846345.3732,187284.099641,51071751.9036
1245,57,18830.3023284,39121289.5586,214770.428782,50064241.0887
865,41,8669.3232805,51501851.2378,223099.996637,50578889.7538
1503,56,4310.32727352,39846345.3732,201989.517989,50869653.8255
869,41,5916.86207206,49479512.7286,207761.839692,50977336.8905
1204,49,5021.24000181,41656237.7093,183527.312559,51054786.0011
1153,68,11947.5971024,42755625.7993,219192.494741,50039316.9358
1113,59,2736.05137026,42942545.8993,188609.395581,51096312.2774
1147,67,3629.83596241,49479512.7286,211229.403014,50874990.7663
1185,61,4943.92381212,40057580.5545,184222.585065,50911239.8839
1182,68,1516.19016434,46494719.8523,190349.11451,51049054.0223
1274,61,4739.10839246,42011596.2528,202037.183173,50875355.3404
1170,61,3710.08108176,54305445.5366,187760.239733,50957949.6645
1191,66,2483.42434228,39331499.6851,183516.622865,51074425.4157
1337,66,5016.61812611,47887811.4926,169403.689421,50487005.1551
1202,61,2987.52613284,50511896.3078,177144.198227,51124908.0695
1453,54,2956.67391536,38775962.7514,191012.002238,50944820.9773
1257,66,3471.20376452,49479512.7286,164044.532934,51080542.4201
1254,51,20527.7515353,46116858.0652,232758.842876,50040037.5657
952,66,1900.26845942,46647396.1656,188662.609688,51073262.8214
1342,68,1766.15562991,38919135.7557,184425.325958,51170541.3969
1295,63,3540.56129201,46647396.1656,182168.566117,51095917.2223
1229,65,2206.06493589,49479512.7286,186446.218673,51044351.2825
1209,74,1090.42546659,54138002.4273,179038.831667,51137506.0309
1296,64,1918.67006918,38730331.7243,186118.354066,51081116.2224
1252,69,2548.49367268,54252146.6119,186308.133172,51133254.017
1145,56,13113.7654844,49479512.7286,179711.029559,50140350.4585
828,40,3054.339808,47981170.879,219781.62753,51067415.895
1215,70,2318.65016519,43388869.913,186439.332803,51012171.9534
1117,62,5901.01683608,46494719.8523,167240.0473,51019484.7868
1367,70,1330.44660301,46116858.0652,164246.745283,51124655.5878
1128,65,2588.84965051,42755625.7993,197525.014879,50643586.8622
1203,67,1224.54152951,39775468.9892,186724.98158,50901709.1323
1313,66,1617.75987096,49479512.7286,167407.602326,51139095.6171
1266,69,3127.9041538,41859297.6174,185149.052226,50925814.0375
1285,61,3811.51282397,54593674.5195,205215.977509,50900753.523
903,39,5304.11159056,50500156.8411,185666.984379,51070868.6094
1191,60,6174.82680165,50511896.3078,196208.066314,50395921.5559
1269,55,8333.78911697,54234449.4622,174284.521796,50929362.159
1311,67,1264.56310842,46116858.0652,182325.820412,51096168.9347
1365,66,2124.66666692,49479512.7286,203364.88819,51011394.9587
841,32,19994.2412498,42834619.5322,261768.791271,49830476.0246
1230,77,2787.14285771,50511896.3078,170526.746613,51117289.5246
1373,72,1366.53870087,38730331.7243,177763.178408,51126580.7116
1341,63,2555.53896252,46647396.1656,180260.450301,51026826.023
1367,52,2181.06716662,38813574.2941,194996.496744,51046129.2664
1106,58,5165.46840196,46006068.2692,205832.838197,50906492.389
1244,65,4085.09967872,46116858.0652,179486.082835,51101448.3527
1357,63,2704.5259744,49479512.7286,184655.771588,51137578.4893
1227,57,7583.58680682,37509895.0814,181086.599827,50820925.6627
1048,61,9512.17307832,54109465.3502,235749.872841,49976178.1905
1162,64,1632.01038222,54234449.4622,193463.941963,51151881.3837
1333,65,1657.80392184,49479512.7286,183560.71556,51152181.0221
1266,70,1063.08722891,40596366.9907,179095.352115,51150153.4716
1269,65,2263.80872538,42031257.1927,186568.712358,51122291.3921
1351,72,1152.79688661,42004399.139,179712.591277,51151163.2217
714,34,17882.1459248,38924846.2228,279752.434082,49882632.8521
1112,56,2965.02062098,51523112.2667,188665.376746,51153385.3394
1402,66,1939.62222304,51523112.2667,162661.049426,51171294.966
823,47,19411.6254206,39121289.5586,183247.907679,49629873.5606
1133,61,3133.21724293,41093651.1288,186192.767379,51090049.2898
1183,56,12077.7441863,49691283.2068,177386.483276,50615425.7256
1230,64,11965.6398821,49479512.7286,190577.369803,50722788.0574
959,48,3758.34645819,48221134.471,187331.131339,50913577.6543
1251,74,1620.48000047,51523112.2667,159135.124775,51100215.125
1376,62,1377.77083509,40057580.5545,189162.387961,51052430.8688
1163,58,7771.0909117,48330790.1249,252941.940971,49979491.5265
1057,50,3669.862747,49468056.8723,188543.036386,50937443.7319
527,18,19511.8875771,43662130.1009,294923.683928,50056801.4743
1256,70,1361.24383078,50511896.3078,176855.213348,51139021.7591
1331,67,712.016835375,48209940.532,185297.344718,51157373.1518
1238,63,5799.62616964,42635387.4535,159779.693242,51115017.0474
1201,60,2103.75170241,49479512.7286,186362.499661,51121402.4288
1091,62,4041.4852472,46097604.2184,192727.336632,50982130.936
1193,63,12610.0030596,38775962.7514,223404.947485,50409319.7307
1083,48,4515.73846291,49468056.8723,198275.686343,51120795.8768
1228,45,9201.3944227,49479512.7286,211252.268263,50889422.785
1352,71,1022.49685569,39092050.7726,182368.182557,51109573.4384
1118,70,1725.50931721,50511896.3078,178974.303391,51190739.5386
946,57,3267.18596749,49479512.7286,189016.560466,51088612.2794
1370,63,5572.19932473,49479512.7286,196529.710027,50830648.6452
1266,67,4236.09003228,45358905.7895,174246.736481,50944178.374
1282,63,4957.66323111,43750973.4564,246027.560671,50440241.5993
1262,61,4619.0374152,44786937.9342,203007.212261,50895175.21
1234,69,1004.6082816,49691283.2068,182411.7022,51174842.8897
1183,69,1888.84345103,42755625.7993,179843.685971,51152535.1083
1261,72,1967.67988817,41656237.7093,177012.931914,51127276.6946
1378,62,2317.91919255,42031257.1927,204137.379277,50983633.8522
1284,66,2114.31948955,39834908.5886,180512.350535,51060861.1138
518,18,26424.0824821,48201177.7042,297326.442913,49354951.2301
1343,61,6545.53246904,41656237.7093,188530.538621,50913093.8885
1259,64,3536.47882815,51511175.5423,188870.996496,51111855.263
