n,hit,dist,nabla,sigma,hv
1165,74,2488.13855556,54247090.4744,160512.178007,51131775.2708
1004,44,2026.22666949,51456673.8206,219834.253906,51107373.9393
1318,46,3588.53165552,54198191.061,209616.405718,50865280.1803
1541,70,4807.67076957,39846345.3732,164276.582324,50991937.2167
1385,67,11194.581663,49479512.7286,163813.426117,50546852.3866
1294,65,2655.39159932,49479512.7286,171743.701453,51002472.4076
1304,67,1023.55033586,49468056.8723,183543.287898,51180587.9764
1338,54,4013.72822448,40852375.1949,172552.365617,51006067.06
1153,55,1000.1792833,49479512.7286,200087.091132,51161277.0741
744,35,18635.047171,46235566.853,245977.743798,50540863.1062
1471,70,1060.40259753,39331499.6851,179896.498609,51144263.5765
541,22,14940.4736903,40962406.9883,229689.973347,50536860.8305
1269,61,1605.64388617,49479512.7286,190773.02734,51043306.5591
1246,63,2971.19933585,40067020.4556,181923.103539,51083519.7038
1359,73,1132.31761023,49479512.7286,178916.991473,51168481.7981
1480,80,1151.41498643,49479512.7286,170572.971001,51192496.5003
1468,70,8644.22966379,54593674.5195,195205.983736,51012355.628
1417,64,14781.9549312,54200838.0344,171497.327063,50945698.3896
1331,72,14212.7613954,43388869.913,205468.434302,50062814.4202
1004,38,6547.24651539,49479512.7286,216131.505333,51008997.2938
1468,71,3060.31677057,49691283.2068,184181.187211,51071938.1531
1120,53,35700.2119208,58628004.8127,281419.357743,50599628.616
1085,53,2687.89763794,49479512.7286,206315.137129,51087232.3925
816,59,5178.06934356,38813574.2941,219028.002518,50502855.1587
1074,57,1835.01067773,43662130.1009,193725.032888,51038572.5057
1509,67,7959.07575906,43651921.0823,194511.295146,50566119.4565
1140,65,3583.86378767,46647396.1656,188909.899937,51084944.1045
1423,77,1108.90936727,43100937.6151,174536.834906,51146610.6312
1248,64,3210.51960834,40067020.4556,164551.236468,51118513.371
1155,72,2198.53870006,44089218.7191,176558.94089,51177648.3283
1279,69,3530.61728423,40067020.4556,176100.154244,51088648.8338
1312,76,1880.56845292,51523112.2667,193401.979948,51013947.0857
1450,74,4235.94345304,39331499.6851,180394.369706,50910413.881
825,44,19190.1083044,49479512.7286,248041.198727,49977963.2259
1116,72,785.424438656,42755625.7993,215738.813311,50927910.7731
1125,62,4451.5372177,39559323.1365,180145.498428,51099754.1152
1235,74,13293.4456537,43399458.086,208249.344814,50077079.7173
766,45,6697.20464221,38724990.8937,204316.755824,50672467.2346
1409,67,1855.50000101,49479512.7286,162487.354392,51095187.7412
1296,53,10524.6993487,49479512.7286,202305.212203,50241777.8986
1229,63,3155.27609442,46494719.8523,179197.316633,50745127.9955
894,50,6151.02631777,43525681.3534,183246.284788,51067337.0968
679,30,20159.7692323,49479512.7286,271232.463481,49702187.504
