n,hit,dist,nabla,sigma,hv
1691,79,1263.70370408,49479512.7286,169441.171358,51160839.3241
2275,88,529.696721423,49479512.7286,166321.677178,51206204.1882
2474,84,951.132769968,54593674.5195,171025.524521,51176823.6356
1677,70,8777.31343657,51523112.2667,190952.523054,50440271.4295
2347,94,45.2605263167,49479512.7286,162167.76522,51224966.299
1713,74,3943.8929586,49479512.7286,172317.026124,51083056.621
1519,75,5199.07624721,43769207.3212,176672.157208,50668388.1207
1593,77,4262.22093039,51523112.2667,186923.257389,50937543.7446
2194,81,3705.25495885,48221134.471,185582.210621,50760193.1451
2545,89,1203.08130099,49479512.7286,168503.186995,51089609.3175
2100,93,267.044386482,49479512.7286,162025.205176,51220845.6346
2173,92,820.047493473,42031257.1927,161952.76229,51200351.6014
2605,94,120.059740269,49479512.7286,161020.655597,51225617.8831
2138,94,134.330729179,49691283.2068,160776.928078,51224147.9815
1503,79,16917.8043491,49479512.7286,194286.19961,50179200.9337
2890,94,41.2712765978,46006068.2692,162450.33665,51222076.0955
1806,68,1962.93125201,51523112.2667,180545.041668,51071868.3585
2627,94,15.7142857149,49479512.7286,146412.653118,51223319.0901
2691,92,257.851174949,49479512.7286,145658.554989,51222148.4018
1343,56,2916.67025194,46647396.1656,195272.055785,50985837.5872
3007,93,76.382978733,49479512.7286,147231.276599,51223085.5008
2505,92,702.414508194,49479512.7286,145874.622881,51213101.7057
834,39,22296.7204741,51523112.2667,253347.540901,50060806.7438
1038,54,5182.31985464,49479512.7286,210469.104217,50663121.0357
2512,94,217.353093088,51523112.2667,144376.340294,51221900.168
1608,81,16508.1713634,49479512.7286,191100.776074,50187148.5075
2348,91,1194.2727275,43130412.3272,164675.882373,51205051.0936
1325,74,17668.2189077,49479512.7286,201870.332499,50303669.4837
568,20,25570.0357209,40136827.9306,321399.392386,49458604.9128
2798,88,572.403846615,46116858.0652,165399.060378,51179104.8177
2501,93,242.69047626,49479512.7286,161776.299545,51221327.9398
2242,83,7911.80965164,46006068.2692,174416.628812,50853677.8846
2387,92,545.731579014,49479512.7286,162102.646814,51213847.1113
2372,93,85.2736843007,48330790.1249,162454.562904,51218610.252
2032,94,143.170157084,49479512.7286,161584.589401,51223672.2803
1857,82,1476.12352948,49479512.7286,177300.778226,51143617.4187
1478,82,201.071428851,49479512.7286,172184.435687,51173375.1481
1579,76,17273.433825,49479512.7286,195676.6915,50180042.3571
2578,92,437.727034157,49479512.7286,145640.546706,51221924.351
2094,93,284.986842148,49479512.7286,146259.888658,51222414.274
1717,95,18.1220779232,49479512.7286,160949.919694,51222820.676
2097,84,2458.11797764,49479512.7286,176539.177692,51104826.1703
1540,84,342.250000184,46063520.4675,168243.43516,51203324.9888
1444,77,17632.5769247,43130412.3272,193481.639579,50177771.1837
1717,74,3481.38554249,49479512.7286,186999.793342,50879660.312
2299,83,998.881846591,51523112.2667,167619.067307,50751403.5934
2306,94,155.301307241,48221134.471,160994.48751,51221771.4356
1759,87,940.68784531,49479512.7286,166918.632697,51184910.5451
1266,85,873.967213268,49479512.7286,166454.439683,51187000.7421
1220,71,7374.31470647,42726407.211,192528.863144,50957815.7303
1964,87,291.876404563,49479512.7286,152925.308563,51163829.7867
1927,75,1485.44713152,50511896.3078,174803.670958,51181789.377
1337,55,7372.30036108,48330790.1249,225526.734406,50559923.8656
1612,91,553.736842421,49479512.7286,161930.647591,51214456.7854
3028,92,382.544270875,49479512.7286,145692.614905,51214993.9269
2346,92,585.837270884,49479512.7286,162244.267328,51214873.5159
1567,59,3878.19728092,49479512.7286,191809.098308,51070711.8459
2970,93,379.328982081,51523112.2667,144824.09612,51217891.2151
1166,77,4460.32153404,49479512.7286,235922.756103,50296825.1953
1040,43,22365.468481,43451421.9569,224103.417617,50051216.558
2419,91,426.970822622,51523112.2667,146493.408463,51219593.6138
1961,85,2071.51104989,49479512.7286,168808.726855,51043221.2345
3036,92,324.066137756,49479512.7286,161912.249395,51218904.5045
2719,91,278.615183265,49479512.7286,145562.86725,51222072.534
945,67,3477.44336726,42626517.0008,165515.588698,51128842.7449
2504,85,2541.05420085,49479512.7286,150937.184483,51025694.3931
2393,92,157.27586214,46006068.2692,163181.016035,51211802.7899
2258,87,265.254098676,47516157.0037,165226.255147,51209961.4448
2562,95,111.087855311,49479512.7286,160621.100072,51223797.8461
2233,92,229.642105325,49479512.7286,146100.815241,51220066.6299
2400,81,1616.6103156,51523112.2667,177284.021322,50767110.6117
2303,91,255.364611448,54247090.4744,146721.589256,51199557.1158
1383,89,201.116343491,42031257.1927,165873.137395,51214530.0843
1429,83,9200.26943084,49479512.7286,209359.513767,50687871.6221
1602,78,1893.31858443,51523112.2667,158264.844365,51092728.6176
2387,83,5870.12430953,49479512.7286,175286.853826,50811927.6805
1729,89,249.506702692,50511896.3078,165635.730312,51205819.1817
2565,90,472.288714253,51523112.2667,146373.493083,51209323.8266
2539,94,26.083769636,49479512.7286,161551.77306,51224905.5086
1664,68,3176.7116107,51523112.2667,182052.952814,50998412.4088
2309,91,145.477089175,49479512.7286,163884.207094,51216722.4402
3134,94,68.1364831622,49479512.7286,161473.719188,51224412.9953
494,16,30929.9060482,55141016.306,383638.594693,50098422.5947
1495,62,4882.63157969,51523112.2667,163573.689905,51131928.3225
1740,79,2103.42285756,44786937.9342,168069.757973,51144776.9987
1419,77,17522.3075076,49479512.7286,147400.589964,50169952.8882
1721,69,5200.51242274,49479512.7286,192507.159832,50939381.1495
2169,83,1536.06552765,49479512.7286,173335.164346,51015229.5584
1317,88,378.333342307,43769207.3212,165749.170132,51211945.6421
1423,80,397.24348837,49479512.7286,153920.759976,51212423.9807
2569,93,93.696808574,49479512.7286,146115.254568,51216790.7584
1736,83,857.76056362,46063520.4675,167982.395346,51200464.2035
2112,81,2630.81196599,42002533.6276,163945.273497,50785308.2575
