n,hit,dist,nabla,sigma,hv
530,22,10736.2587492,43388869.913,255900.081127,50554739.293
546,20,15139.8255859,44027053.7125,331105.395502,49949544.8641
589,22,25092.397962,39234188.8704,199836.049895,50230429.0964
504,15,18785.1526338,46116858.0652,204535.838561,50443703.197
506,15,20892.1698172,52917522.7231,276279.005852,49834395.2356
445,19,10855.8467383,35167879.9349,358683.512915,49490927.4475
516,19,10854.613338,39836942.6166,237336.477062,50659801.1071
459,26,17266.2528149,36923289.5075,255525.600084,50724712.3982
544,22,7336.61147055,37729151.8184,309728.941215,50151453.4458
466,21,6730.83217231,43662130.1009,283936.543234,50317908.6612
438,27,11796.4829658,39820393.8234,283151.02198,49735653.585
492,21,22142.1352787,54239469.8296,262853.418358,49899884.36
499,20,27406.963551,45363926.8614,255101.022162,50636064.6622
481,16,15338.9535261,40235777.0368,348343.206782,48781838.1687
467,19,12718.6527799,37846775.7096,286715.918085,50487955.6171
551,31,7720.80198239,41656237.7093,243179.63173,50711994.8153
471,11,32016.6239866,50482746.2761,323039.515848,48684145.3906
512,17,120242.415588,51609195.0535,319673.622251,49211774.1112
548,15,20930.3099826,38813574.2941,227576.650522,49832109.8395
552,27,9588.12500535,49679764.6177,230282.597072,50824278.2564
489,7,45724.4514979,42842457.4804,265635.776227,48736566.7506
473,15,28518.5965925,40616919.0792,325584.060114,49745386.0878
555,21,26126.9500038,45878048.7034,262135.895886,49754984.9801
526,22,11892.3209901,38890045.5669,235158.425659,50628826.5064
549,18,7920.72369861,46563206.7569,257364.67015,50089329.119
537,25,15430.9952489,41475650.6446,206371.424325,50774904.459
591,29,6101.88710404,44271782.3984,240584.815456,50773919.2022
486,18,23081.4765127,43468017.1335,316581.04725,49929919.7533
495,21,48932.0722804,47310585.8918,287662.632301,50490215.7593
574,21,38752.3567264,57062964.8898,267236.941489,50828790.3321
527,25,33099.530058,52718792.9915,317043.087189,50797036.1098
622,18,23003.6766517,47286891.9225,332058.027861,49456859.8631
560,29,19066.4018713,41562811.5026,294379.041701,49628357.2452
500,24,6587.00000751,47498088.7335,253804.96802,50479944.084
570,27,12124.2432542,56257428.5447,326572.580431,49563014.3666
546,16,18811.3613573,46475326.8719,263214.619976,50429725.0816
470,17,29644.7622497,54102473.9702,307259.323322,49944510.5674
520,22,17265.3407923,41371078.0582,206447.894942,50101529.2753
605,23,23426.3775534,38775962.7514,325274.823027,49697303.3272
543,19,31675.38566,42984819.9295,280512.642512,49427718.5176
537,21,31019.3988793,39972632.4517,318023.11337,49736245.6076
554,25,54958.7661916,51789608.0104,378136.615504,49032353.3496
480,16,94655.4792273,47403289.0553,328120.571116,49841965.2144
548,19,16768.2103122,38775962.7514,213359.620251,50210457.8217
548,19,30945.4558844,37539003.8648,283680.5092,49598786.8982
518,19,32267.5460132,44130824.4916,358507.323065,50841684.6235
538,20,7854.78985656,48330790.1249,291274.479827,50770729.9361
600,24,14503.8777808,37643575.9978,294928.377056,49898788.3091
503,20,79760.5149812,49123781.8304,325114.03561,49915671.7088
535,21,19363.7701174,44089218.7191,270537.921383,50584046.1702
474,17,23209.9465284,36248389.1066,359894.195705,49663963.5368
551,28,19191.9408671,38748311.4175,298122.445605,50083709.5083
586,15,27602.9723919,40081025.6833,315593.831401,49197011.2662
479,18,8354.25166168,54593674.5195,331768.265541,50595553.0132
580,19,26313.1071472,45995350.3991,310835.962169,49830514.0082
544,19,16972.0946791,39783802.6565,352822.473599,50136091.1528
534,19,33135.1444474,45584275.1985,342922.99118,49774162.9987
516,16,66001.9420343,46268059.1015,398464.43235,50360651.8019
497,24,12606.0697687,42550335.0311,261061.88189,50615983.6242
475,18,11840.3889037,38932082.0814,213745.998799,49939933.2643
466,22,9745.69503751,39634235.7792,268469.968485,50534563.8471
550,25,11001.5959679,41288393.4847,356098.898516,48695317.964
453,16,32368.9222275,48495680.1323,275657.711452,49274401.6297
526,23,15900.5690777,41296092.3758,338427.918914,49284844.3723
562,22,22942.8670194,40447321.3925,281523.287788,49325825.5712
537,27,7580.35384781,41367163.3109,230549.549108,50900485.7136
478,16,30716.1183563,49479512.7286,307107.521552,49761982.1098
541,24,12451.2339238,46647396.1656,298019.923601,50529853.2546
595,33,7422.84492059,42916918.4489,238611.651604,50938931.3809
505,23,15828.9763359,50490980.6334,322347.409377,50138027.3304
513,23,61848.6117081,46109078.5541,333562.963231,50808157.644
498,20,20319.5229905,55210253.4542,310719.478929,50211990.6428
557,20,19717.6071439,43825025.9045,232574.58569,50668858.1068
455,16,16431.6853181,46661895.643,281354.747268,50121822.224
497,16,11069.2449073,49479512.7286,280146.587573,50560616.7412
532,21,22494.6731746,42401353.6882,301111.926171,49276247.6281
552,18,38189.5000225,40733109.2621,364024.480373,49496713.9625
519,20,9329.29936579,44746357.415,280610.713729,50730369.6014
511,20,15699.3974402,46214696.0314,319788.486668,49855261.0478
507,20,7777.05755773,38775962.7514,276530.9594,50733011.3584
464,27,8998.04070068,40426822.6851,262770.760364,50811036.1523
512,14,24664.721121,37775243.8832,250810.909357,49806652.7215
555,26,6847.17532495,43812733.9302,269786.900879,50672155.0208
243,7,25150.5567129,39720731.1451,456064.38193,49106938.7809
520,24,11234.3235303,46822692.592,231375.107492,50747116.9265
465,24,14311.6686765,39161751.6228,238582.957867,50693151.2498
455,16,25183.7777924,43217657.1991,424177.9549,49244945.1517
476,18,57798.3592876,48856973.554,379506.374618,49654036.1265
474,17,28750.7484323,36758631.6144,340876.793893,50025151.9839
569,20,23400.9854424,39542664.954,249891.646665,49668207.8969
489,9,28593.4825207,41259389.431,349588.175858,49572853.4016
484,19,17257.6821432,35662664.283,274059.446837,49982344.8746
548,20,23328.9720978,43112425.1031,293962.767052,49881451.6492
450,17,19528.0609869,54247090.4744,348602.585185,49563644.0098
469,25,10848.929033,39278564.0912,264032.713154,50516982.3937
616,25,22509.8468945,54224581.6732,277024.770644,49496434.1311
471,16,12854.878587,41464762.5878,286336.153178,50445334.0615
454,22,20607.4451657,47059572.6635,294896.558076,50568431.5796
460,22,24390.6117692,56771848.3582,240443.614523,50716772.0951
506,28,11642.0680675,39526854.5838,274773.750724,50377859.3728
