n,hit,dist,nabla,sigma,hv
1945,84,621.686781844,49479512.7286,171254.598022,51103219.7427
1063,68,1319.70031847,49479512.7286,176949.737306,51193755.5682
1700,71,18251.8908205,50511896.3078,198042.968001,50171365.4284
1420,71,1313.33438614,49479512.7286,178569.409065,51167422.7009
880,32,10387.1868705,43662130.1009,221905.392887,50444665.1279
1230,64,1135.33333421,49691283.2068,192833.88341,51125286.1154
1500,86,639.570224801,49479512.7286,168284.774428,51200913.7225
1646,83,616.59078747,46116858.0652,154654.973656,51183380.8871
1961,75,2381.12538367,54247090.4744,188360.747253,50865472.1934
2169,87,233.24722299,51523112.2667,151744.223604,51179421.0595
1965,92,236.066489441,48221134.471,162879.875926,51218529.2617
1131,55,5407.57389566,54247090.4744,187533.643683,50991028.7509
1214,71,13502.5593229,48221134.471,220012.089186,50256987.3721
912,36,6185.87671773,41656237.7093,241582.95349,50707007.1106
1250,75,2648.4051733,49479512.7286,170397.125214,51133550.5051
2143,88,506.0027191,54247090.4744,148133.443821,51210604.0393
1768,70,1813.34483888,43662130.1009,162370.914918,51157966.0939
2004,81,388.870206504,49479512.7286,173641.796529,51200155.2079
2080,84,690.941340932,51523112.2667,167147.845482,51197041.6965
537,13,30206.8858767,49356854.3339,342674.254189,49274830.7617
1422,78,2513.66265177,49479512.7286,160652.492998,51120718.9977
1011,56,1237.24720673,54580972.1456,195251.708363,51116825.5919
1646,85,898.075001071,43441337.3587,167111.50671,51146031.7312
2204,82,141.128654974,49479512.7286,173021.732221,51212271.7146
1771,88,112.50833335,49479512.7286,151209.485116,51218760.7942
2004,89,504.456521961,49479512.7286,164960.561311,51214802.4526
862,31,7915.69230886,43502729.7639,253734.202363,50866276.8551
1591,89,410.782608969,49479512.7286,164678.495406,51211820.0826
1820,76,7300.38591609,46647396.1656,156133.506864,51059187.1617
1998,83,1777.07027104,49479512.7286,148426.050048,51188359.9611
1340,70,15421.9736945,49479512.7286,202762.598932,50149406.3464
1937,85,247.769886545,44271782.3984,169876.794684,51198762.1936
1812,87,610.256198604,50511896.3078,166127.30231,51214033.2307
1364,72,8481.59421324,49679764.6177,220678.678988,50491819.2009
1973,90,89.5040221926,44089218.7191,163158.657875,51209083.8396
1228,52,2836.48047058,51523112.2667,200260.927374,51162372.4161
699,34,6257.67553219,49590987.888,246935.298052,50965433.0096
2183,86,1534.90633713,51523112.2667,166125.377541,51114695.3516
1818,81,3301.15168651,49479512.7286,152486.402319,50953493.2634
2056,76,1986.53012058,49479512.7286,196587.78485,50928142.3914
642,48,3265.55605389,42635923.2833,247802.109281,50712009.561
2234,86,340.098039468,51523112.2667,168115.678003,51201512.3972
958,52,3860.92337196,49479512.7286,177756.831155,51094158.3784
1775,81,1261.91014513,46116858.0652,176019.478993,51098067.0516
1820,80,443.34319594,49479512.7286,172420.118201,51177942.1103
1767,76,3251.17313493,51523112.2667,176458.506406,50970266.137
1893,87,753.153858583,54593674.5195,165584.741468,51197559.1175
1589,75,927.981549106,49479512.7286,178701.302532,51126636.5897
1944,88,196.779005661,49468056.8723,165457.506855,51215755.3056
1864,85,912.117977549,46063520.4675,168613.950346,51188111.4534
2125,88,154.256268185,51523112.2667,169171.040575,51204351.8643
1929,88,446.372282969,51523112.2667,148216.62572,51209139.3257
1982,83,2167.11421686,54593674.5195,166916.598889,51165330.4913
1539,71,2365.37650651,49691283.2068,177114.294318,51140955.4387
1113,65,4332.22785856,43769207.3212,178789.526237,51147964.0448
1752,83,726.305714522,42031257.1927,152240.845049,51193750.5936
1815,82,2022.6703914,42653772.8432,157765.850539,51147123.8493
1302,58,9031.95759866,49479512.7286,189299.115398,50896958.0051
1739,85,1239.59831469,51523112.2667,170497.36536,51160958.6372
2067,84,386.394886516,42275255.8734,169291.854601,51184650.9504
1988,84,296.025424471,41859563.1927,153014.652609,51205756.3891
1059,46,7231.48360757,42643765.8838,270840.791434,50680317.0982
1614,85,871.9725376,46116858.0652,167220.396493,51108092.7202
1715,80,833.721068595,49479512.7286,158859.460538,51041123.1548
1918,90,121.703804576,50511896.3078,165241.27824,51208864.9303
732,27,16325.5082,42961825.0935,267231.832785,49546802.4843
1004,43,8658.24686218,39468961.0602,165487.225739,51003031.7884
