n,hit,dist,nabla,sigma,hv
1324,57,12189.6792562,42653772.8432,195055.201454,50239212.852
2688,95,43.9083769639,49479512.7286,162766.68265,51205826.9449
3239,90,1262.81250013,48221134.471,150094.497716,51161058.7959
2561,94,90.9422573707,49479512.7286,161493.111372,51223192.3488
2450,96,118.038759698,49479512.7286,160068.006948,51227789.9964
1566,93,83.2189974743,51523112.2667,162698.248588,51217133.3802
1348,89,120.126027407,49479512.7286,164991.285786,51219755.4417
3054,97,9.05412371184,49479512.7286,143973.534423,51225808.4689
1859,68,4848.91044818,46116858.0652,175645.405279,51132323.57
2234,84,694.57584286,49479512.7286,168748.843513,51163839.7206
1526,92,272.864361804,46116858.0652,162844.240217,51207030.3716
3718,96,42.9566326674,49479512.7286,159173.169762,51226476.7961
2212,93,96.3588390859,49691283.2068,162678.134356,51225471.2203
1205,72,7128.49117778,50511896.3078,186745.187132,50374662.4653
2058,95,105.77922079,49479512.7286,161060.386478,51223217.4916
1202,67,18134.7908864,42031257.1927,204978.728615,50139703.8882
1313,75,5444.50872366,39456827.1687,187014.311623,50870993.0308
3404,95,229.439094761,49479512.7286,159227.617728,51224000.4921
3870,92,296.292428599,51523112.2667,145101.013124,51193712.9592
1587,92,180.950262124,51523112.2667,145726.662088,51219585.0698
1932,72,2325.31348074,49691283.2068,178953.322525,51065112.3037
1244,76,1209.76363707,49679764.6177,173303.582873,51203586.4664
4076,98,8.98465473195,49479512.7286,143463.534366,51227593.8223
1439,93,83.612137337,49479512.7286,161901.241144,51219451.6442
3172,95,79.5000000094,49479512.7286,160820.371266,51224567.4431
625,37,5391.38384939,38717210.044,229064.997772,50516814.5048
3097,92,1035.15119376,49479512.7286,163998.400785,51213427.5267
3444,97,79.8457583654,49479512.7286,143714.276374,51227877.7292
3106,96,81.6046511741,49479512.7286,144155.305333,51224090.9497
821,41,10783.8209654,51523112.2667,313266.29949,49580900.6953
814,40,13378.3684268,51501851.2378,236548.910471,49787572.8854
1746,84,265.058659959,49691283.2068,167277.579815,51210776.7702
3407,92,557.851851854,49479512.7286,146730.095604,51173661.0317
3390,96,57.5426356678,49479512.7286,144613.862296,51226914.5922
1596,81,16430.1358328,49479512.7286,190931.365658,50185456.0187
1235,68,13606.9331401,39976453.2575,210180.804729,50712472.115
1281,73,14903.8631595,49479512.7286,215516.857852,50433221.9143
1524,79,16616.6205265,49691283.2068,146588.094106,50185619.0871
3268,89,1369.21857933,51523112.2667,151312.925923,51096812.8639
2505,96,9.12467532673,49479512.7286,160526.573628,51225909.2661
1285,75,6260.27058909,51523112.2667,215215.151139,50832317.0546
1320,78,1529.80059545,54247090.4744,174580.234403,51194834.529
1422,92,558.109090948,49479512.7286,145297.498662,51214719.695
1784,78,2529.5208334,49479512.7286,175478.562621,51095215.9166
2903,95,137.285347196,49479512.7286,144312.447031,51223895.041
4036,95,19.0963541678,49479512.7286,161162.64168,51227373.3681
2865,85,661.451523637,49691283.2068,166828.67534,51185249.5179
1302,84,453.982857153,49479512.7286,169526.72482,51219571.1127
778,40,5284.41048105,49459095.7293,223602.279891,50873616.1138
