n,hit,dist,nabla,sigma,hv
2392,94,1067.96093756,49691283.2068,160855.177172,51218994.1457
2117,89,1217.61497342,49479512.7286,163928.804941,51198920.7161
2425,91,1208.28459537,51523112.2667,161708.457608,51201342.6261
1391,65,2228.87162196,49479512.7286,200872.32805,50945451.1628
2024,91,307.441176523,46006068.2692,164881.074405,51214564.6084
1371,76,11067.9394746,49479512.7286,212082.462813,50671894.9351
1588,88,1956.01072399,49479512.7286,163654.418757,51185975.2961
1787,84,1305.38858817,51523112.2667,166359.748701,51121277.3668
1116,64,892.12455533,44084737.3946,190351.240223,51173525.3417
1362,69,15257.0877674,42653772.8432,174171.761546,50188754.2873
2563,91,337.064000488,51523112.2667,146378.213317,51207593.0987
2587,90,105.365122691,42031257.1927,148371.444466,51210553.0622
440,10,28012.4375241,43883785.3426,317132.625936,50002896.1287
1755,75,4136.5897451,51523112.2667,155703.69181,50914647.3357
2619,91,97.137466599,51523112.2667,165589.415174,51219241.9942
2815,94,95.6031746045,49479512.7286,162000.691422,51224407.5347
1414,71,7593.22054489,49479512.7286,189803.070105,50715051.9682
2516,90,798.772118307,50511896.3078,164728.360391,51201637.1357
1599,68,1150.48837297,49691283.2068,185933.964352,50662971.1584
2594,92,96.7600000848,49479512.7286,147150.311085,51192727.318
2552,88,325.189560452,49479512.7286,165899.055863,51210395.6474
2572,89,338.182795824,49479512.7286,147881.775728,51217872.1736
1222,69,16396.4488203,49479512.7286,203647.807668,50117313.0959
1158,55,17177.8750015,44746357.415,172478.161297,50246309.9063
2111,81,2971.7188503,49479512.7286,165821.858188,50947179.1282
1183,55,6215.39373056,54571055.9772,197454.642931,50946152.0644
2590,92,62.9230769286,49479512.7286,163033.620224,51224340.8438
2197,93,277.122715664,51523112.2667,161566.646848,51218064.5268
1397,78,9143.90411011,49479512.7286,181782.447766,50593825.4446
2559,88,369.678474444,50511896.3078,165075.737959,51207872.6217
2297,93,617.343832031,49479512.7286,145227.350708,51215352.1715
610,27,9780.4611692,44667979.0018,266139.204724,50202725.1009
1379,57,1778.23985312,51511175.5423,206282.231483,50844555.501
1038,49,22094.1933559,49468056.8723,222181.32042,50072512.4642
2565,87,1427.88429838,49479512.7286,169790.01454,51187043.7675
1302,74,3301.25748534,49479512.7286,173051.575097,51140937.364
3193,88,283.8016177,51523112.2667,163985.505598,51209006.262
2591,93,11.2334219622,50511896.3078,162350.638664,51218142.4157
1963,81,12860.6699593,49479512.7286,162029.188644,50855822.1992
2273,91,227.229110526,49479512.7286,163441.758278,51222257.1867
2342,86,1351.60822826,49479512.7286,150870.565344,51153322.0275
1388,70,1000.92744546,51523112.2667,179172.311768,51205487.5335
2246,93,52.7320955037,49479512.7286,146689.466512,51224906.7218
2833,87,1090.28647371,54593674.5195,162783.48986,51190270.7499
2352,91,431.021116986,43769207.3212,162670.11433,51212869.5985
2163,91,174.414438667,49479512.7286,146766.005563,51208939.2356
2419,93,40.0795756108,49479512.7286,162664.803375,51224340.7033
768,38,17374.304185,42748927.8296,256751.764402,49938547.2964
2018,91,173.469169099,49479512.7286,164470.16966,51218462.9676
2471,93,81.31052633,49479512.7286,146355.480244,51217882.156
2354,92,218.963166767,51523112.2667,162366.663291,51209006.4141
1558,78,1100.73976671,49479512.7286,172006.256887,51177227.1827
988,56,8681.21299655,49479512.7286,214881.134989,50917270.5879
2265,83,4144.68421058,49479512.7286,189979.925441,50836346.7461
3087,90,229.381081112,46063520.4675,147795.694284,51181435.8988
2097,91,157.404825801,49479512.7286,147614.798418,51221174.5587
1975,90,443.240010877,42971912.2947,163037.356908,51155786.3051
1959,90,275.107816722,43769207.3212,163566.292419,51196556.9588
1604,77,2470.63172813,43769207.3212,152121.908586,51102793.4578
2299,94,19.3113457035,49479512.7286,146236.754513,51224554.3421
1351,73,1597.25835908,43130412.3272,173786.83627,51147313.1934
2484,89,226.123664895,49479512.7286,147648.501226,51222364.0026
2766,93,118.073298526,49691283.2068,145823.517851,51217133.0925
1324,54,6945.22826144,49479512.7286,197120.866413,50980238.7851
1667,68,15968.1666676,49479512.7286,170291.95803,50730589.3892
2441,84,1761.93539357,49479512.7286,169119.455849,51148878.123
2693,92,117.234042584,48221134.471,162963.673067,51218454.3618
2406,91,309.904761923,49479512.7286,146359.46688,51222174.4573
2196,83,7341.56878347,51523112.2667,166376.662804,50937215.4054
1820,78,1683.4238809,50511896.3078,172488.820546,51083786.282
765,46,4014.34782756,49468056.8723,223000.65989,50992321.7223
2385,86,1096.44117709,49479512.7286,147514.831619,51166742.2444
1454,80,5213.19034094,49479512.7286,160970.764445,50937413.2071
689,24,28244.8893468,46006068.2692,265534.217533,49684812.9101
2150,93,144.500000066,49691283.2068,161644.924371,51220134.6699
1289,72,927.447294808,44084737.3946,183874.243484,51142192.1407
2724,93,130.871052637,49479512.7286,145387.387332,51221603.3522
2089,79,4824.59130557,46116858.0652,168406.765805,50444094.4404
2573,92,519.45549766,51523112.2667,162191.695274,51217477.7596
2318,89,260.147945216,49479512.7286,165110.224087,51185083.9815
1287,53,14196.0876155,51523112.2667,223768.075215,50273936.4625
1838,93,108.577127755,42653772.8432,146075.460686,51212193.4636
1681,81,1583.07917897,49479512.7286,162808.513575,51037229.7524
1941,91,1224.50526325,48221134.471,161907.859219,51215043.5514
1819,77,1471.46491357,51523112.2667,172190.40069,51015607.7937
1243,65,14098.5966868,44089218.7191,217915.254221,50406361.7123
2198,81,1159.10315416,51523112.2667,192043.513693,51050316.385
2450,92,114.220159302,45300609.3563,162780.423236,51217077.1132
2516,96,66.1532467581,49479512.7286,160515.202391,51226331.9036
1101,56,19194.3636372,44984102.8518,197258.670678,51126048.2488
2537,93,887.606684232,51523112.2667,160662.256422,51204458.9699
1982,85,1157.70430189,43130412.3272,163690.174518,51195931.5617
2417,92,84.8556150783,49479512.7286,163025.204376,51221459.7452
1377,70,10937.163382,49479512.7286,214461.277302,50329366.4048
2063,82,7745.72775764,48221134.471,166451.482866,51142701.8929
2598,89,377.130434804,46116858.0652,164515.533969,51203954.5227
1001,56,4125.31468581,42031257.1927,188807.310857,51037516.0355
1402,71,9581.57184782,48330790.1249,185937.47348,50865414.0782
2291,82,1020.89017403,49479512.7286,162132.973313,50915154.3866
1953,75,6644.28771101,51523112.2667,213459.461437,50341561.4606
1168,72,10636.631149,49479512.7286,209759.930578,50246652.9113
2243,91,294.457219311,49479512.7286,148397.070379,51222703.7094
3089,93,326.201570953,51523112.2667,161173.747731,51217175.9078
1289,75,2264.64000016,49479512.7286,234055.500955,50769694.5372
1538,60,2458.48771999,51523112.2667,172997.214606,51167286.3581
