n,hit,dist,nabla,sigma,hv
1433,76,1732.68421132,47527246.5146,178117.869154,51172395.1384
1380,67,10804.3483497,42004399.139,180230.865347,50708103.4082
1275,64,15891.065342,50511896.3078,218888.249327,50040138.6544
1316,67,2120.65079402,46116858.0652,161051.319215,51184141.6002
1251,58,2822.8904596,43769207.3212,171638.215432,51112156.4524
1335,67,2393.3601292,42401353.6882,180449.155751,51105874.2907
1144,53,6368.89583571,49479512.7286,210133.951563,50635564.6668
1005,48,10141.9236651,42002533.6276,269543.901235,49859880.9546
1126,65,1476.92592825,42834619.5322,186872.986616,51092506.6985
1099,61,7990.45791702,42793424.522,203000.409921,50174734.0742
507,27,7164.4482782,49479512.7286,268112.301853,50852282.5685
1011,48,15446.9438607,51523112.2667,224827.986201,50418140.614
1299,70,3672.47720532,44663751.5924,191826.8124,51039167.3006
1323,74,1529.03614479,42031257.1927,174032.479244,51174671.6111
1324,72,739.374593157,46494719.8523,186190.028542,51176654.7967
1076,55,1442.13619089,45986949.9267,200441.653209,51102109.2267
916,40,21052.2352961,43729062.3096,241298.022285,50064773.377
1111,49,8052.20987712,46063520.4675,216666.638787,50883418.6656
1267,75,652.281734598,49691283.2068,183680.893293,51119296.5444
1372,72,492.373802847,50667022.869,179958.625594,51142353.9731
1298,62,2257.3333344,39805218.9359,189572.525843,51068060.7298
276,15,20745.2137578,40067020.4556,335144.675808,50055215.1859
885,34,13241.9951721,46494719.8523,266084.400796,50476372.2492
1140,70,3789.70031662,50511896.3078,246309.362647,50367518.4155
1334,71,1358.79738569,43813433.4729,167770.974919,51154880.6009
1073,53,3723.07539805,49459095.7293,226629.418952,50490385.0635
1206,75,954.222561975,51523112.2667,160523.196503,51197116.9882
737,42,5010.47698983,48330790.1249,206972.302555,50965230.9164
1273,62,16046.8828591,46483844.8775,221135.536107,50102179.9707
1100,59,16118.9678382,49479512.7286,185093.502364,50473963.5189
1232,58,3270.23859747,40127360.2561,177055.306475,50912343.1637
1392,67,6494.50318592,50500156.8411,224732.379081,50779899.9976
1204,64,6692.00000141,41656237.7093,235922.311415,50223568.9357
1196,67,8304.91318538,54593674.5195,190203.673927,50693741.9743
1292,68,12020.3527793,54138002.4273,200601.27723,50802072.0482
1317,66,18945.0291797,43130412.3272,203662.788959,50131631.8909
1494,75,1967.71304423,40988500.3389,156738.995292,51119643.8566
1117,68,4204.33229882,49479512.7286,214069.060729,50926055.7646
238,4,22331.3068437,43219836.8079,581920.764761,48310181.7293
1215,74,455.00316473,49479512.7286,179314.966226,51180158.5369
1092,63,11355.3046165,49691283.2068,235737.029277,50147979.5029
1136,66,2820.04575413,42004399.139,164508.301915,51075805.5299
1107,62,5406.87931072,48221134.471,211943.960447,50758241.5467
1248,75,2075.20354045,51511175.5423,173284.714719,51052774.2641
1225,57,1074.58935402,42799325.7706,199791.163505,51132612.9598
1380,69,4942.4420068,50511896.3078,182605.11033,50971949.2003
1238,73,2484.50153932,47527246.5146,175098.659405,51136687.5903
1298,68,4666.80294357,51456673.8206,154162.034105,51096519.7348
1392,78,639.797015134,49479512.7286,174082.832415,51192881.4573
1228,56,5417.9269132,50511896.3078,171438.679283,50900214.8553
1259,63,5450.70666804,50511896.3078,233264.780998,50567437.9185
1403,69,5379.36709158,49468056.8723,228962.157714,50160037.5015
1039,53,23359.9003698,45993494.2643,216917.67309,50860785.4092
1418,67,2139.8092113,51523112.2667,217985.381123,50844156.2918
712,37,13605.7300896,41053060.7339,285153.273533,50091638.0025
1213,62,2415.00689738,48221134.471,193483.87851,51140963.9043
1322,71,1426.49838224,47527246.5146,188041.430282,50976867.2795
1277,58,12781.105772,42031257.1927,177011.919384,50218593.2794
1384,64,13919.5903631,39121289.5586,230682.130828,50103707.8964
1320,68,1668.91719942,39846345.3732,180749.470674,51043274.4192
1188,61,11487.8164566,54198191.061,198703.301905,50636581.6095
935,46,2153.16666846,49415732.6755,187719.009826,51130856.8726
1250,72,1238.2361968,42635387.4535,161420.330796,51126835.0802
1091,54,2505.17669393,39331499.6851,256673.969232,50690126.9971
1501,63,6997.93506629,54247090.4744,185280.227962,51086729.7901
1183,65,3756.2881954,48221134.471,172865.483697,51146884.1128
715,44,7437.01158448,54252146.6119,199327.362743,51020490.2299
1358,60,14736.5739148,51501851.2378,174999.126891,50856038.5579
1382,70,2972.20615478,39327149.1218,163738.512249,50969189.4157
1268,65,1096.10367961,46063520.4675,183115.495162,51151388.5808
1104,53,4311.73037671,54247090.4744,183689.327721,51057573.7493
1375,66,8292.61043008,49479512.7286,181782.383154,50715579.666
1196,59,4372.09058112,49479512.7286,188104.206781,50572888.5468
1385,72,1376.88888913,42834619.5322,179468.237078,51145943.1643
